GCF_ID,Replicon_Acc,Group,Total_tRNA,Size_bp_from_GBFF,log10_Size_bp,GC_Content,tRNA_Group,Coding_Density
GCF_018588665.2,NZ_CP094382.1,Non_tRNA_Plasmid,0,49702,4.69637386502081,38.72882378978713,tRNA-,84.5941813206712
GCF_018596855.2,NZ_CP116251.1,Non_tRNA_Plasmid,0,90733,4.957765270646993,52.44288186216701,tRNA-,82.62374218861936
GCF_018596855.2,NZ_CP116252.1,Non_tRNA_Plasmid,0,8252,3.916559219301114,54.15656810470188,tRNA-,64.38439166262724
GCF_018596855.2,NZ_CP116253.1,Non_tRNA_Plasmid,0,3062,3.486005186362242,47.84454604833442,tRNA-,53.10254735467015
GCF_018596855.2,NZ_CP116254.1,Non_tRNA_Plasmid,0,3001,3.477265995424853,48.35054981672776,tRNA-,46.35121626124625
GCF_018596855.2,NZ_CP116255.1,Non_tRNA_Plasmid,0,2894,3.4614985267830187,47.9612992398065,tRNA-,40.91223220456117
GCF_018596855.2,NZ_CP116250.1,Non_tRNA_Plasmid,0,195008,5.290052428206561,52.98500574335412,tRNA-,85.42111092878241
GCF_018598285.3,NZ_CP086065.1,Non_tRNA_Plasmid,0,60312,4.780403730304182,58.736238227881685,tRNA-,79.98242472476456
GCF_018599045.2,NZ_CP190756.1,Non_tRNA_Plasmid,0,3541,3.5491259267581112,46.99237503530077,tRNA-,78.19824908218017
GCF_018603495.1,NZ_CP075687.1,Non_tRNA_Plasmid,0,77748,4.890689225992952,56.39116118742604,tRNA-,86.7134845912435
GCF_018603495.1,NZ_CP075688.1,Non_tRNA_Plasmid,0,72398,4.859726568946303,55.357882814442384,tRNA-,81.72187076991077
GCF_018603495.1,NZ_CP075689.1,Non_tRNA_Plasmid,0,49000,4.690196080028514,54.47755102040816,tRNA-,79.94897959183673
GCF_018603495.1,NZ_CP075690.1,Non_tRNA_Plasmid,0,9600,3.982271233039568,55.16666666666666,tRNA-,69.48958333333333
GCF_018603625.2,NZ_CP190760.1,Non_tRNA_Plasmid,0,5700,3.755874855672492,36.175438596491226,tRNA-,80.6140350877193
GCF_018604105.1,NZ_CP075882.1,Non_tRNA_Plasmid,0,205582,5.31298508676832,50.61970405969394,tRNA-,82.85647576149663
GCF_018604105.1,NZ_CP075883.1,Non_tRNA_Plasmid,0,307464,5.487794272902928,47.88267894777925,tRNA-,81.74875757812296
GCF_018604125.1,NZ_CP075884.1,Non_tRNA_Plasmid,0,229265,5.360337759627189,51.310928401631294,tRNA-,84.17028329662182
GCF_018604125.1,NZ_CP075888.1,Non_tRNA_Plasmid,0,70940,4.850891184135924,53.65097265294615,tRNA-,84.38680575133915
GCF_018604125.1,NZ_CP075886.1,Non_tRNA_Plasmid,0,297981,5.474188573276854,47.86882385118514,tRNA-,81.4176071628728
GCF_018604125.1,NZ_CP075887.1,Non_tRNA_Plasmid,0,46166,4.664322247235063,46.655547372525234,tRNA-,86.80414157605163
GCF_018604345.1,NZ_CP068016.1,Non_tRNA_Plasmid,0,234774,5.370649999382423,49.91481169124349,tRNA-,79.91898591837256
GCF_018604345.1,NZ_CP068017.1,Non_tRNA_Plasmid,0,80836,4.90760481522294,50.54060072245039,tRNA-,86.1287050324113
GCF_018604365.1,NZ_CP071764.1,Non_tRNA_Plasmid,0,2277,3.3573630306151427,39.9209486166008,tRNA-,40.97496706192359
GCF_018604365.1,NZ_CP071765.1,Non_tRNA_Plasmid,0,8731,3.941063988219902,34.371778719505215,tRNA-,70.89680448974917
GCF_018604385.1,NZ_CP075891.1,Non_tRNA_Plasmid,0,187495,5.272989690723135,51.113363023013946,tRNA-,82.77447398597296
GCF_018604385.1,NZ_CP075892.1,Non_tRNA_Plasmid,0,97674,4.98977897355226,53.21784712410672,tRNA-,84.80148248254397
GCF_018604385.1,NZ_CP075893.1,Non_tRNA_Plasmid,0,87454,4.941779678173749,52.43099229309123,tRNA-,86.10126466485238
GCF_018604385.1,NZ_CP075894.1,Non_tRNA_Plasmid,0,1782,3.250907699700856,57.18294051627385,tRNA-,55.55555555555556
GCF_018604565.1,NZ_CP075898.1,tRNA_Plasmid,1,119838,5.078594552389672,40.04906623942322,tRNA+,80.5554164789132
GCF_018604565.1,NZ_CP075899.1,Non_tRNA_Plasmid,0,43790,4.641374945192125,43.16282256222882,tRNA-,83.45055948846769
GCF_018604565.1,NZ_CP075900.1,Non_tRNA_Plasmid,0,6694,3.825685708021758,37.496265312219904,tRNA-,73.49865551239917
GCF_018604565.1,NZ_CP075901.1,Non_tRNA_Plasmid,0,68355,4.83477028763813,37.91968400263331,tRNA-,80.90556652768635
GCF_018604765.1,NZ_CP071822.1,Non_tRNA_Plasmid,0,103107,5.013288150813828,49.6959469289185,tRNA-,85.00198822582365
GCF_018604765.1,NZ_CP071823.1,Non_tRNA_Plasmid,0,10077,4.003331258561326,55.05606827428798,tRNA-,72.84906222089907
GCF_018604765.1,NZ_CP071821.1,Non_tRNA_Plasmid,0,172589,5.237013112401573,50.28072472753188,tRNA-,79.21536134979634
GCF_018604765.1,NZ_CP071824.1,Non_tRNA_Plasmid,0,64683,4.810790154296073,53.77610809640864,tRNA-,85.39492602383935
GCF_018604765.1,NZ_CP071820.1,Non_tRNA_Plasmid,0,253649,5.404233154469949,46.16418751897307,tRNA-,81.39318507070794
GCF_018623335.1,NZ_CP076009.1,Non_tRNA_Plasmid,0,166659,5.221828771610691,52.072795348586034,tRNA-,87.50202509315429
GCF_018623335.1,NZ_CP076010.1,Non_tRNA_Plasmid,0,63589,4.803381995326486,51.224268348299226,tRNA-,87.43336111591627
GCF_018623335.1,NZ_CP076011.1,Non_tRNA_Plasmid,0,54615,4.737311937989625,51.795294333058685,tRNA-,90.21697335896732
GCF_018623335.1,NZ_CP076012.1,Non_tRNA_Plasmid,0,49065,4.690771803180663,50.44532762661776,tRNA-,82.41720167125241
GCF_018623335.1,NZ_CP076013.1,Non_tRNA_Plasmid,0,4245,3.627877694579972,50.20023557126031,tRNA-,44.169611307420496
GCF_018623335.1,NZ_CP076014.1,Non_tRNA_Plasmid,0,4167,3.619823500457278,41.46868250539957,tRNA-,64.74682025437966
GCF_018623335.1,NZ_CP076015.1,Non_tRNA_Plasmid,0,2044,3.310480891462676,45.25440313111546,tRNA-,16.731898238747554
GCF_018623335.1,NZ_CP076016.1,Non_tRNA_Plasmid,0,1240,3.093421685162235,45.80645161290322,tRNA-,41.12903225806452
GCF_018638795.1,NZ_CP071064.1,Non_tRNA_Plasmid,0,213374,5.329141498760167,50.234798991442254,tRNA-,79.05461771349836
GCF_018729255.1,NZ_CP076061.1,tRNA_Plasmid,8,2510418,6.3997460401978685,65.70359995825396,tRNA+,86.82737297135377
GCF_018729255.1,NZ_CP076062.1,Non_tRNA_Plasmid,0,327127,5.514716390860191,59.301739079929206,tRNA-,78.12592662788458
GCF_018729255.1,NZ_CP076063.1,Non_tRNA_Plasmid,0,213624,5.32965004274811,61.20613788712879,tRNA-,83.92877204808448
GCF_018732225.1,NZ_CP076100.1,Non_tRNA_Plasmid,0,34150,4.533390708017551,37.66325036603221,tRNA-,79.41142020497804
GCF_018734065.1,NZ_CP076124.1,Non_tRNA_Plasmid,0,114223,5.057753562468009,51.02387435105014,tRNA-,83.06645771867312
GCF_018736065.1,NZ_CP076130.1,tRNA_Plasmid,1,639981,5.80616708067507,32.37580490670817,tRNA+,87.60635081353978
GCF_018736065.1,NZ_CP076131.1,Non_tRNA_Plasmid,0,46486,4.66732217787452,31.42451490771415,tRNA-,70.50294712386525
GCF_018736145.1,NZ_CP059998.1,Non_tRNA_Plasmid,0,12080,4.082066934285113,67.56622516556291,tRNA-,84.3294701986755
GCF_018736705.1,NZ_CP035957.1,Non_tRNA_Plasmid,0,3777,3.577146984827525,35.0542758803283,tRNA-,52.74027005559968
GCF_018736705.1,NZ_CP035959.1,Non_tRNA_Plasmid,0,9219,3.964683814976041,32.769280833062155,tRNA-,53.99717973749864
GCF_018736705.1,NZ_CP035956.1,Non_tRNA_Plasmid,0,9615,3.9829492885744986,31.85647425897036,tRNA-,49.76599063962559
GCF_018736705.1,NZ_CP035954.1,Non_tRNA_Plasmid,0,10858,4.035749837319661,32.16982869773439,tRNA-,58.25198010683367
GCF_018736705.1,NZ_CP035961.1,Non_tRNA_Plasmid,0,11177,4.048325250931222,32.441621186364856,tRNA-,54.8895052339626
GCF_018736705.1,NZ_CP035960.1,Non_tRNA_Plasmid,0,15401,4.187548920861271,32.718654632816055,tRNA-,59.34030257775469
GCF_018736705.1,NZ_CP035955.1,Non_tRNA_Plasmid,0,210021,5.322262722010782,33.07240704500978,tRNA-,72.59702601168455
GCF_018736705.1,NZ_CP035958.1,Non_tRNA_Plasmid,0,321896,5.507715580013601,34.0625543653851,tRNA-,72.8583144866665
GCF_018736725.1,NZ_CP035963.1,Non_tRNA_Plasmid,0,232664,5.3667291902877885,33.61370903964515,tRNA-,73.12261458584052
GCF_018736725.1,NZ_CP035964.1,Non_tRNA_Plasmid,0,361734,5.558389330764444,32.988051994006646,tRNA-,72.00594912283611
GCF_018736745.1,NZ_CP035970.1,Non_tRNA_Plasmid,0,8741,3.941561120236071,32.833771879647635,tRNA-,55.66868779315868
GCF_018736745.1,NZ_CP035966.1,Non_tRNA_Plasmid,0,10279,4.011950866059398,28.7771183967312,tRNA-,65.12306644615235
GCF_018736745.1,NZ_CP035968.1,Non_tRNA_Plasmid,0,10154,4.006637159068586,32.53890092574355,tRNA-,57.08095331888911
GCF_018736745.1,NZ_CP035972.1,Non_tRNA_Plasmid,0,10667,4.028042295090749,32.539608137245715,tRNA-,55.19827505390457
GCF_018736745.1,NZ_CP035971.1,Non_tRNA_Plasmid,0,107498,5.031400384279124,33.14480269400361,tRNA-,69.25059070866435
GCF_018736745.1,NZ_CP035967.1,Non_tRNA_Plasmid,0,249030,5.396251668580277,32.919728546761434,tRNA-,74.85001807011203
GCF_018736745.1,NZ_CP035969.1,Non_tRNA_Plasmid,0,397298,5.599116378820402,34.00319155898092,tRNA-,72.616524623834
GCF_018736765.1,NZ_CP035977.1,Non_tRNA_Plasmid,0,10347,4.014814449087053,30.675558132792112,tRNA-,67.10157533584614
GCF_018736765.1,NZ_CP035973.1,Non_tRNA_Plasmid,0,54371,4.735367320687716,36.08541317982012,tRNA-,78.5823324934248
GCF_018736765.1,NZ_CP035975.1,Non_tRNA_Plasmid,0,231973,5.365437439057308,33.47975842016096,tRNA-,72.7110482685485
GCF_018736765.1,NZ_CP035976.1,Non_tRNA_Plasmid,0,357042,5.55271930657539,32.958867584205784,tRNA-,72.38560169391836
GCF_018739305.1,NZ_CP035979.1,Non_tRNA_Plasmid,0,6900,3.838849090737255,32.98550724637681,tRNA-,55.78260869565217
GCF_018739305.1,NZ_CP035983.1,Non_tRNA_Plasmid,0,7523,3.876391061819188,35.59750099694271,tRNA-,51.38907350790908
GCF_018739305.1,NZ_CP035980.1,Non_tRNA_Plasmid,0,33318,4.52267892385621,33.39336094603518,tRNA-,67.27294555495529
GCF_018739305.1,NZ_CP035981.1,Non_tRNA_Plasmid,0,63697,4.804118978424412,33.02667315572162,tRNA-,81.82174984693157
GCF_018739305.1,NZ_CP035982.1,Non_tRNA_Plasmid,0,396505,5.598248668220377,33.60739461040844,tRNA-,76.48402920518026
GCF_018739365.1,NZ_CP035985.1,Non_tRNA_Plasmid,0,33317,4.522665888830114,33.40036617942792,tRNA-,67.27196326199838
GCF_018739365.1,NZ_CP035986.1,Non_tRNA_Plasmid,0,511214,5.7086027388113205,33.52940255939782,tRNA-,76.89089109453184
GCF_018739385.1,NZ_CP035988.1,Non_tRNA_Plasmid,0,65061,4.813320734186294,33.36868477275173,tRNA-,82.16750434207897
GCF_018739385.1,NZ_CP035989.1,Non_tRNA_Plasmid,0,9479,3.976762523267461,31.986496465871927,tRNA-,57.25287477582023
GCF_018739385.1,NZ_CP035990.1,Non_tRNA_Plasmid,0,5263,3.7212333700172775,30.70492114763443,tRNA-,88.7896636899107
GCF_018739385.1,NZ_CP035991.1,Non_tRNA_Plasmid,0,2511,3.3998467127129226,29.788928713659896,tRNA-,68.73755475906013
GCF_018739385.1,NZ_CP035992.1,Non_tRNA_Plasmid,0,1865,3.2706788361447066,28.257372654155493,tRNA-,73.99463806970509
GCF_018739385.1,NZ_CP035993.1,Non_tRNA_Plasmid,0,1806,3.256717745977487,31.173864894795127,tRNA-,67.44186046511628
GCF_018739445.1,NZ_CP035995.1,Non_tRNA_Plasmid,0,14792,4.170026898151117,36.74283396430503,tRNA-,86.72931314223905
GCF_018739445.1,NZ_CP035996.1,Non_tRNA_Plasmid,0,538903,5.731510601261305,33.16422435948584,tRNA-,74.2879516350809
GCF_018739485.1,NZ_CP035998.1,Non_tRNA_Plasmid,0,481187,5.682313885699126,33.597748900115754,tRNA-,75.62132809074227
GCF_018739505.1,NZ_CP036003.1,Non_tRNA_Plasmid,0,51943,4.715527028963298,35.56590878462931,tRNA-,87.3746221820072
GCF_018739505.1,NZ_CP036000.1,Non_tRNA_Plasmid,0,54449,4.735989907995008,36.816103142390126,tRNA-,83.40281731528586
GCF_018739505.1,NZ_CP036001.1,Non_tRNA_Plasmid,0,225867,5.353852783532979,33.35945490045027,tRNA-,77.99590024217792
GCF_018739505.1,NZ_CP036002.1,Non_tRNA_Plasmid,0,374906,5.573922390931126,34.06987351496109,tRNA-,73.15407062036884
GCF_018739525.1,NZ_CP036008.1,Non_tRNA_Plasmid,0,8128,3.909983694939844,29.060039370078737,tRNA-,59.95324803149607
GCF_018739525.1,NZ_CP036005.1,Non_tRNA_Plasmid,0,9322,3.969509098596567,30.20810984767217,tRNA-,65.8120574983909
GCF_018739525.1,NZ_CP036006.1,Non_tRNA_Plasmid,0,77113,4.887127599222689,34.53373620530909,tRNA-,74.30264676513687
GCF_018739525.1,NZ_CP036007.1,Non_tRNA_Plasmid,0,371005,5.569379762600968,33.32165334698993,tRNA-,74.58174418134527
GCF_018739545.1,NZ_CP036013.1,Non_tRNA_Plasmid,0,9479,3.976762523267461,31.97594682983437,tRNA-,57.25287477582023
GCF_018739545.1,NZ_CP036010.1,Non_tRNA_Plasmid,0,50285,4.701438454464351,32.415233170925724,tRNA-,65.88843591528288
GCF_018739545.1,NZ_CP036011.1,Non_tRNA_Plasmid,0,75408,4.877417422415561,31.65446636961596,tRNA-,79.27806068321664
GCF_018739545.1,NZ_CP036012.1,Non_tRNA_Plasmid,0,400360,5.602450680577872,33.56853831551604,tRNA-,73.2026176441203
GCF_018739605.1,NZ_CP036015.1,Non_tRNA_Plasmid,0,10123,4.005309236848516,28.03516744048208,tRNA-,76.2916131581547
GCF_018739605.1,NZ_CP036016.1,Non_tRNA_Plasmid,0,246340,5.391534937088024,32.43241048956727,tRNA-,70.4250223268653
GCF_018739625.1,NZ_CP036018.1,Non_tRNA_Plasmid,0,7927,3.8991088581934,32.193768134224804,tRNA-,48.93402295950549
GCF_018739625.1,NZ_CP036022.1,Non_tRNA_Plasmid,0,9651,3.984572315621632,31.60294270023832,tRNA-,40.72116879079888
GCF_018739625.1,NZ_CP036021.1,Non_tRNA_Plasmid,0,318875,5.503620471617847,33.805409643277144,tRNA-,73.77938063504509
GCF_018739625.1,NZ_CP036019.1,tRNA_Plasmid,2,37113,4.56952606161867,30.87597337860049,tRNA+,72.00980788402985
GCF_018739625.1,NZ_CP036020.1,Non_tRNA_Plasmid,0,123831,5.092829380092907,32.99981426298746,tRNA-,72.0376965380236
GCF_018739645.1,NZ_CP036024.1,Non_tRNA_Plasmid,0,52582,4.72083710083548,36.61709330189038,tRNA-,85.06523144802404
GCF_018739645.1,NZ_CP036025.1,tRNA_Plasmid,1,479471,5.680762344727022,33.27375378281481,tRNA+,73.51894066585884
GCF_018739665.1,NZ_CP036031.1,Non_tRNA_Plasmid,0,5420,3.733999286538387,36.64206642066421,tRNA-,51.08856088560886
GCF_018739665.1,NZ_CP036027.1,Non_tRNA_Plasmid,0,7631,3.8825814535544514,35.65718778665968,tRNA-,50.072074433232864
GCF_018739665.1,NZ_CP036029.1,Non_tRNA_Plasmid,0,7590,3.88024177589548,36.83794466403162,tRNA-,55.75757575757576
GCF_018739665.1,NZ_CP036033.1,Non_tRNA_Plasmid,0,11300,4.05307844348342,30.274336283185843,tRNA-,65.28318584070796
GCF_018739665.1,NZ_CP036032.1,Non_tRNA_Plasmid,0,65006,4.812953443514127,33.15386272036427,tRNA-,62.18656739377904
GCF_018739665.1,NZ_CP036028.1,Non_tRNA_Plasmid,0,232193,5.365849122778965,33.481198830283425,tRNA-,72.81485660635764
GCF_018739665.1,NZ_CP036030.1,tRNA_Plasmid,1,419002,5.622216095966035,32.877170037374526,tRNA+,71.73259316184648
GCF_018739685.1,NZ_CP036035.1,Non_tRNA_Plasmid,0,8013,3.903795142741035,32.6594284288032,tRNA-,67.83976038936729
GCF_018739685.1,NZ_CP036039.1,Non_tRNA_Plasmid,0,8039,3.905202028662319,36.88269685284239,tRNA-,37.18124144794129
GCF_018739685.1,NZ_CP036036.1,Non_tRNA_Plasmid,0,8597,3.934346926738256,34.62835872978946,tRNA-,62.89403280214028
GCF_018739685.1,NZ_CP036038.1,Non_tRNA_Plasmid,0,369824,5.5679950915969565,33.434282253179894,tRNA-,74.89914121311759
GCF_018739685.1,NZ_CP036037.1,Non_tRNA_Plasmid,0,92054,4.964042664542201,32.802485497642685,tRNA-,65.2747300497534
GCF_018739705.1,NZ_CP071810.1,Non_tRNA_Plasmid,0,10504,4.021354713081423,32.463823305407466,tRNA-,50.52361005331302
GCF_018739705.1,NZ_CP071809.1,Non_tRNA_Plasmid,0,185643,5.268678578023863,33.00043632132642,tRNA-,70.17178132221522
GCF_018740945.1,NZ_CP036041.1,Non_tRNA_Plasmid,0,481041,5.682182093660556,33.59401797351993,tRNA-,75.52246066343618
GCF_018741005.1,NZ_CP036042.1,Non_tRNA_Plasmid,0,53401,4.727549389807874,35.446901743413044,tRNA-,75.19147581505965
GCF_018741005.1,NZ_CP036044.1,Non_tRNA_Plasmid,0,211646,5.32561006494637,32.36300237188513,tRNA-,75.63809379813462
GCF_018741005.1,NZ_CP036045.1,Non_tRNA_Plasmid,0,437823,5.641298572468804,34.04001160286234,tRNA-,73.86592298714321
GCF_018741085.1,NZ_CP036047.1,Non_tRNA_Plasmid,0,6900,3.838849090737255,32.98550724637681,tRNA-,55.78260869565217
GCF_018741085.1,NZ_CP036051.1,Non_tRNA_Plasmid,0,7523,3.876391061819188,35.59750099694271,tRNA-,50.91054100757677
GCF_018741085.1,NZ_CP036048.1,Non_tRNA_Plasmid,0,33322,4.522731060048578,33.40735850189064,tRNA-,67.26487005581897
GCF_018741085.1,NZ_CP036049.1,Non_tRNA_Plasmid,0,63805,4.804854713005252,33.049134080401224,tRNA-,81.85251939503173
GCF_018741085.1,NZ_CP036050.1,Non_tRNA_Plasmid,0,396394,5.598127072184044,33.60040767519186,tRNA-,76.47744415909423
GCF_018741125.1,NZ_CP036056.1,Non_tRNA_Plasmid,0,11254,4.051306910817974,30.540252354718323,tRNA-,60.59178958592501
GCF_018741125.1,NZ_CP036053.1,Non_tRNA_Plasmid,0,68230,4.833975371279906,32.01084566906053,tRNA-,76.27436611461233
GCF_018741125.1,NZ_CP036054.1,Non_tRNA_Plasmid,0,270706,5.432497881695936,32.805331244966865,tRNA-,71.94299350586984
GCF_018741125.1,NZ_CP036055.1,Non_tRNA_Plasmid,0,354632,5.549777921328039,33.0195808612872,tRNA-,74.96982787791288
GCF_018741145.1,NZ_CP036063.1,Non_tRNA_Plasmid,0,1615,3.2081725266671217,52.13622291021672,tRNA-,0.0
GCF_018741145.1,NZ_CP036062.1,Non_tRNA_Plasmid,0,1832,3.262925469331832,31.33187772925764,tRNA-,39.79257641921397
GCF_018741145.1,NZ_CP036061.1,Non_tRNA_Plasmid,0,2953,3.4702634469650784,51.47307822553336,tRNA-,0.0
GCF_018741145.1,NZ_CP036060.1,Non_tRNA_Plasmid,0,10379,4.016155511951455,30.792947297427496,tRNA-,67.31862414490799
GCF_018741145.1,NZ_CP036059.1,Non_tRNA_Plasmid,0,87819,4.943588487460301,33.00424737243649,tRNA-,67.54119268039946
GCF_018741145.1,NZ_CP036058.1,Non_tRNA_Plasmid,0,487389,5.687875723262309,32.99110156363808,tRNA-,73.69760088963847
GCF_018741165.1,NZ_CP036066.1,Non_tRNA_Plasmid,0,9480,3.976808337338066,31.044303797468352,tRNA-,61.99367088607595
GCF_018741165.1,NZ_CP036069.1,Non_tRNA_Plasmid,0,19880,4.298416380061295,31.87122736418512,tRNA-,66.74547283702213
GCF_018741165.1,NZ_CP036065.1,Non_tRNA_Plasmid,0,46669,4.669028495139821,36.30247059075617,tRNA-,86.64209646660524
GCF_018741165.1,NZ_CP036067.1,Non_tRNA_Plasmid,0,207206,5.3164023269861485,33.390924973215064,tRNA-,80.00202696833104
GCF_018741165.1,NZ_CP036068.1,tRNA_Plasmid,1,233674,5.36861039281715,33.34602908325274,tRNA+,72.88915326480482
GCF_018741285.1,NZ_CP036071.1,Non_tRNA_Plasmid,0,79335,4.899464826074666,31.90017016449234,tRNA-,78.40801663830592
GCF_018741285.1,NZ_CP036072.1,Non_tRNA_Plasmid,0,536465,5.729541393025727,32.31506249242727,tRNA-,74.66880411583234
GCF_018741465.1,NZ_CP036075.1,Non_tRNA_Plasmid,0,9638,3.9839869219651898,29.69495746005396,tRNA-,74.82880265615273
GCF_018741465.1,NZ_CP036078.1,Non_tRNA_Plasmid,0,12044,4.080770746840722,32.39787446031219,tRNA-,72.58385918299568
GCF_018741465.1,NZ_CP036082.1,Non_tRNA_Plasmid,0,11669,4.067033639842262,30.593881223755247,tRNA-,52.643756962893136
GCF_018741465.1,NZ_CP036080.1,Non_tRNA_Plasmid,0,13386,4.126650820667481,33.16898251904976,tRNA-,59.88346033168983
GCF_018741465.1,NZ_CP036077.1,Non_tRNA_Plasmid,0,16651,4.221440320811741,32.80283466458471,tRNA-,61.35967809741157
GCF_018741465.1,NZ_CP036074.1,Non_tRNA_Plasmid,0,36057,4.556989589894836,35.32185151288238,tRNA-,76.47613500845883
GCF_018741465.1,NZ_CP036083.1,Non_tRNA_Plasmid,0,48337,4.684279692743619,35.23801642634007,tRNA-,79.65326768314128
GCF_018741465.1,NZ_CP036081.1,Non_tRNA_Plasmid,0,77756,4.890733911092477,34.248160913627245,tRNA-,79.21832398785946
GCF_018741465.1,NZ_CP036076.1,Non_tRNA_Plasmid,0,198488,5.297734255727262,33.653419854096974,tRNA-,74.9743057514812
GCF_018741465.1,NZ_CP036079.1,Non_tRNA_Plasmid,0,506603,5.7046677572657964,33.45144027966672,tRNA-,72.58010710556393
GCF_018741505.1,NZ_CP036089.1,Non_tRNA_Plasmid,0,9412,3.973681918503984,29.83425414364641,tRNA-,66.58521036974075
GCF_018741505.1,NZ_CP036088.1,Non_tRNA_Plasmid,0,11239,4.0507276712150535,34.87854791351544,tRNA-,59.079989322893496
GCF_018741505.1,NZ_CP036087.1,Non_tRNA_Plasmid,0,30759,4.487972212093585,36.8867648493124,tRNA-,88.02301765336975
GCF_018741505.1,NZ_CP036086.1,Non_tRNA_Plasmid,0,205891,5.313637362957205,33.357941823586266,tRNA-,74.31359311480347
GCF_018741525.1,NZ_CP036091.1,Non_tRNA_Plasmid,0,7469,3.873262459438727,31.87843084750301,tRNA-,59.84736912571964
GCF_018741525.1,NZ_CP036093.1,Non_tRNA_Plasmid,0,439317,5.642778009236963,32.97118026390966,tRNA-,75.15120061367988
GCF_018741525.1,NZ_CP036092.1,Non_tRNA_Plasmid,0,277802,5.443735368060477,33.07463589175023,tRNA-,71.66255102555057
GCF_018741545.1,NZ_CP036098.1,Non_tRNA_Plasmid,0,8913,3.950023906523328,28.80062829574778,tRNA-,55.536856277347695
GCF_018741545.1,NZ_CP036095.1,Non_tRNA_Plasmid,0,30113,4.478754024145899,32.38800518048684,tRNA-,77.2224620595756
GCF_018741545.1,NZ_CP036096.1,Non_tRNA_Plasmid,0,274778,5.438981958150688,33.509232908020294,tRNA-,71.01223533179513
GCF_018741545.1,NZ_CP036097.1,Non_tRNA_Plasmid,0,356088,5.551557338398784,32.75959875087057,tRNA-,72.74690525937409
GCF_018741565.1,NZ_CP036100.1,Non_tRNA_Plasmid,0,508817,5.706561613023327,33.052158241568186,tRNA-,73.99123850028596
GCF_018741605.1,NZ_CP036103.1,Non_tRNA_Plasmid,0,405965,5.6084885927838695,34.18742995085783,tRNA-,72.705528801744
GCF_018741605.1,NZ_CP036104.1,Non_tRNA_Plasmid,0,247123,5.392913167531729,32.798242170902746,tRNA-,72.81718010869082
GCF_018741605.1,NZ_CP036105.1,Non_tRNA_Plasmid,0,109920,5.041076719715475,33.699963609898106,tRNA-,68.51892285298399
GCF_018741605.1,NZ_CP036106.1,Non_tRNA_Plasmid,0,37394,4.572801923699611,35.86136813392523,tRNA-,79.14103866930523
GCF_018741605.1,NZ_CP036107.1,Non_tRNA_Plasmid,0,10082,4.003546693102132,31.243800833168024,tRNA-,50.04959333465583
GCF_018741605.1,NZ_CP036108.1,Non_tRNA_Plasmid,0,9900,3.99563519459755,32.42424242424242,tRNA-,45.696969696969695
GCF_018741605.1,NZ_CP036109.1,Non_tRNA_Plasmid,0,7168,3.855397996654069,29.715401785714285,tRNA-,62.56975446428572
GCF_018741605.1,NZ_CP036110.1,Non_tRNA_Plasmid,0,2741,3.4379090355394983,26.778547975191536,tRNA-,55.271798613644656
GCF_018741625.1,NZ_CP036112.1,Non_tRNA_Plasmid,0,7469,3.873262459438727,31.87843084750301,tRNA-,59.84736912571964
GCF_018741625.1,NZ_CP036113.1,Non_tRNA_Plasmid,0,277779,5.443699410124229,33.07485447064033,tRNA-,71.65984469668334
GCF_018741625.1,NZ_CP036114.1,Non_tRNA_Plasmid,0,439318,5.642778997803277,32.9708775875334,tRNA-,75.15125717589537
GCF_018741645.1,NZ_CP036115.1,Non_tRNA_Plasmid,0,9697,3.986637395610154,31.92740022687429,tRNA-,60.17324945859544
GCF_018741645.1,NZ_CP036120.1,Non_tRNA_Plasmid,0,11818,4.072543985643648,31.34202064647149,tRNA-,57.21780335082078
GCF_018741645.1,NZ_CP036116.1,Non_tRNA_Plasmid,0,124309,5.094502572799651,33.359611934775444,tRNA-,70.04078546203412
GCF_018741645.1,NZ_CP036118.1,Non_tRNA_Plasmid,0,237265,5.375233678259718,32.67991486312772,tRNA-,74.59928771626662
GCF_018741645.1,NZ_CP036119.1,Non_tRNA_Plasmid,0,334352,5.524203925371618,33.771594008709386,tRNA-,74.1903742163947
GCF_018742045.1,NZ_CP072060.1,Non_tRNA_Plasmid,0,9412,3.973681918503984,29.80237994050149,tRNA-,66.58521036974075
GCF_018742045.1,NZ_CP072059.1,Non_tRNA_Plasmid,0,11239,4.0507276712150535,34.87854791351544,tRNA-,59.079989322893496
GCF_018742045.1,NZ_CP072058.1,Non_tRNA_Plasmid,0,205885,5.313624706722302,33.35745683269786,tRNA-,74.19433178716274
GCF_018742105.1,NZ_CP072056.1,Non_tRNA_Plasmid,0,481845,5.682907356764598,32.94337390654671,tRNA-,73.62346812771742
GCF_018742185.1,NZ_CP072064.1,Non_tRNA_Plasmid,0,10379,4.016155511951455,30.792947297427496,tRNA-,67.20300606994894
GCF_018742185.1,NZ_CP072063.1,Non_tRNA_Plasmid,0,87986,4.944413574349668,33.022299002113975,tRNA-,67.1152228763667
GCF_018742185.1,NZ_CP072062.1,Non_tRNA_Plasmid,0,487361,5.68785077277142,32.98950880353578,tRNA-,73.56559100953913
GCF_018742205.1,NZ_CP072068.1,Non_tRNA_Plasmid,0,9479,3.976762523267461,31.986496465871927,tRNA-,57.25287477582023
GCF_018742205.1,NZ_CP072067.1,Non_tRNA_Plasmid,0,64781,4.811447647766932,33.31223661258703,tRNA-,79.43378459733565
