Plasmid_ID,Size_bp,size_group,tRNA_Group,Total_ARG_Count,log10_1p_ARG_count
NZ_CP023186.1,126846,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP023187.1,106579,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023188.1,46146,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP036321.1,127300,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP036323.1,6136,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP023943.1,196733,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP023942.1,187926,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP023948.1,219350,≥100 kb,tRNA-,9.0,1.0
NZ_CP023947.1,153385,≥100 kb,tRNA-,9.0,1.0
NZ_CP023918.1,106914,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP023917.1,164607,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP023916.1,130348,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP023914.1,106853,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024192.1,221606,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP024194.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024494.1,3223,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024459.1,211313,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP024461.1,77269,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP024564.1,187611,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024566.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024522.1,221606,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP024524.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024529.1,221606,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP024531.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024536.1,187611,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024538.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024550.1,187611,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024552.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024557.1,217685,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP024559.1,89345,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024571.1,187611,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024573.1,90173,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024839.1,130922,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP024840.1,96185,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP024835.1,112150,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024836.1,96185,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP036372.1,172770,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP028579.2,28726,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP028582.2,149258,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP045990.1,144645,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP045991.1,180568,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP045989.1,106446,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP025965.2,59730,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP025964.2,260970,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP025966.2,130691,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP025006.1,167373,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP025007.1,51423,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP025009.1,176049,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP025010.1,118202,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP025038.1,199686,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP025039.1,146689,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP025041.1,63772,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP025144.1,204123,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP025141.1,204734,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP025147.1,205953,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP025458.1,128563,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP025467.1,246557,≥100 kb,tRNA+,16.0,1.2304489213782739
NZ_CP025468.1,129684,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP025470.1,106402,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP025462.1,261706,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP025463.1,161580,≥100 kb,tRNA-,9.0,1.0
NZ_CP028786.2,54035,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP037965.1,54035,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP037964.1,131811,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP026173.1,64271,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP026174.1,93680,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP026175.1,172259,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026179.1,237571,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP036329.1,71246,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP036328.1,130775,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP036331.1,10101,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP036332.1,8504,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP036446.1,96395,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP036447.1,87465,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP036448.1,51570,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP036449.1,19305,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026395.1,80642,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP026394.1,63725,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026588.1,126149,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP026589.1,89247,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP026590.1,49215,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP026752.1,211813,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP026753.1,70730,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP026757.1,54418,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP029142.1,340462,≥100 kb,tRNA-,9.0,1.0
NZ_CP033845.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033846.1,8424,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP035216.1,231662,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP035217.1,87421,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP044111.1,490750,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP044112.1,3223,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044215.1,333880,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP042548.1,59124,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP042532.1,88956,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP047668.1,234522,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP024641.1,308586,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP048109.1,281962,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP049601.1,119990,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP050069.1,88962,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP050068.1,397663,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP058213.1,220911,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP057331.1,271498,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP057332.1,6790,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP113905.1,130876,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP113908.1,8300,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_AP022548.1,106439,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP065475.1,397447,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP061931.1,196307,≥100 kb,tRNA-,27.0,1.4471580313422192
NZ_CP069915.1,19745,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP069919.1,11338,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP069925.1,5317,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP069944.1,216716,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP069942.1,3179,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP070021.1,176321,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP070022.1,58790,<100 kb,tRNA-,16.0,1.2304489213782739
NZ_JAFFQV010000013.1,161151,≥100 kb,tRNA+,25.0,1.414973347970818
NZ_JAFFQV010000014.1,134407,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_JAFFQV010000015.1,18732,<100 kb,tRNA+,1.0,0.3010299956639812
NZ_CP070519.1,87618,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP064112.1,79397,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP071394.1,251953,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP071396.1,46161,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP067381.1,297332,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP067382.1,75780,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP067384.1,90605,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP075883.1,307464,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP077431.1,17210,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP082899.1,81641,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP082900.1,54036,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP081352.1,88159,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP081353.1,62417,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP085766.1,364473,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP089393.1,323400,≥100 kb,tRNA-,33.0,1.5314789170422551
NZ_CP089396.1,136868,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP089400.1,316115,≥100 kb,tRNA-,32.0,1.5185139398778875
NZ_CP089405.1,87732,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP089406.1,64736,<100 kb,tRNA-,9.0,1.0
NZ_CP089409.1,87731,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP089412.1,269500,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP089449.1,81451,<100 kb,tRNA-,9.0,1.0
NZ_CP090080.1,301654,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP091471.2,286463,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP091472.1,62120,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP084416.1,101530,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP084417.1,145051,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP084543.1,145051,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP084544.1,103463,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP166140.1,189110,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP091753.1,252919,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP094273.1,106628,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP094275.1,46193,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP094276.1,239700,≥100 kb,tRNA-,9.0,1.0
NZ_CP094277.1,47320,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP094278.1,62120,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP094281.1,326718,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP095000.1,202694,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP095001.1,140266,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP095004.1,255357,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP103555.1,188758,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP103640.1,170849,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP103665.1,271931,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP103666.1,269284,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP103691.1,449953,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP103692.1,81842,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP102106.1,141565,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP102107.1,47285,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP114309.1,246621,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP114310.1,66959,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP114306.1,189110,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP107041.1,208719,≥100 kb,tRNA-,46.0,1.6720978579357175
NZ_CP110124.1,31314,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP114158.1,70696,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP114151.1,131529,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP114152.1,70898,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP074450.1,61376,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP112888.1,98913,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP116218.1,54035,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP117732.1,178660,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP117736.1,55029,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP117854.1,198749,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP099305.1,221069,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP099307.1,221119,≥100 kb,tRNA-,9.0,1.0
NZ_CP104926.1,159878,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP129617.1,210264,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP138719.1,284403,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP138720.1,61008,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP138758.1,269925,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP138759.1,94397,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP138768.1,248205,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP138769.1,228213,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP138772.1,3731,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP139029.1,298381,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP139030.1,215871,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP139031.1,51391,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP139371.1,160253,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP139374.1,104335,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139373.1,226448,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP139383.1,69988,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139378.1,46161,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP139381.1,54213,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139380.1,62120,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP139389.1,105069,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139388.1,140664,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP139392.1,109673,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139391.1,61717,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP139395.1,54035,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139398.1,75628,<100 kb,tRNA-,9.0,1.0
NZ_CP139397.1,110952,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP139410.1,93450,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP139409.1,47849,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP139412.1,128919,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP139413.1,101621,≥100 kb,tRNA-,9.0,1.0
NZ_CP139415.1,94042,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP139405.1,13848,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP139402.1,104961,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP143096.1,53659,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP143098.1,47309,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP144731.1,48656,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP146530.1,18893,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP151771.1,58472,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP166430.1,160241,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP159880.1,207430,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP163000.1,41190,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP163002.1,41189,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP166212.1,124333,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP166226.1,97854,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP166217.1,49518,<100 kb,tRNA-,9.0,1.0
NZ_CP166220.1,49518,<100 kb,tRNA-,9.0,1.0
NZ_CP166223.1,49518,<100 kb,tRNA-,9.0,1.0
NZ_CP166207.1,82461,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP166236.1,186601,≥100 kb,tRNA-,24.0,1.3979400086720377
NZ_CP166240.1,100534,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP101018.1,97254,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP133939.1,115525,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP133940.1,12697,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP180161.1,40636,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP180162.1,31406,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP136266.1,271885,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP180089.1,263945,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP180090.1,154672,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP180091.1,77552,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP116607.1,238423,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP116608.1,51465,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP116610.1,255085,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP116611.1,55134,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP119438.1,87421,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP182941.1,49915,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP182940.1,73385,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP163257.1,137213,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP163261.1,170890,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP163262.1,48497,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP183843.1,56413,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP183846.1,145758,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP183847.1,207701,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP183848.1,280326,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP182046.1,116005,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP182036.1,115194,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_OW849471.1,209598,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_OW849472.1,63570,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_OW967375.1,253358,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_OW967376.1,68845,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_OW967378.1,21209,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_OW967521.1,10058,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_OW968348.1,98209,<100 kb,tRNA-,13.0,1.146128035678238
NZ_OW968281.1,98209,<100 kb,tRNA-,13.0,1.146128035678238
NZ_OW969634.1,191161,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_OW969635.1,52582,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_OW969660.1,165787,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_OW969662.1,64401,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_OW969663.1,33557,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_OW969782.1,61830,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP014121.1,200203,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP053365.1,329160,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP027152.1,208849,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP027150.1,65684,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP027156.1,184525,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP027148.1,47286,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP027149.1,33772,<100 kb,tRNA+,1.0,0.3010299956639812
NZ_CP027161.1,207543,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP027158.1,113639,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP027162.1,42420,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP027164.1,5446,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024430.1,131243,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP024431.1,114815,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP028177.1,116768,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP028178.1,100222,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP028179.1,38695,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024875.1,227692,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024876.1,129299,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP024878.1,73339,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024879.1,38383,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP024917.1,126018,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP020500.1,73467,<100 kb,tRNA-,13.0,1.146128035678238
NZ_CP043592.1,178979,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP036307.1,229483,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP036306.1,149519,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP043582.1,53761,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP043583.1,103693,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP028796.1,112467,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP046959.1,80768,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP046958.1,97576,<100 kb,tRNA-,9.0,1.0
NZ_CP043355.1,78836,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP043354.1,99284,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP028791.1,288222,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP028790.2,104810,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP028792.1,125009,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP028717.1,134869,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP028954.1,214704,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP028955.1,134346,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP028929.1,283371,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP028931.1,70829,<100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP024040.1,122082,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024041.1,33858,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024039.1,125285,≥100 kb,tRNA-,9.0,1.0
NZ_CP024042.1,6141,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP028991.1,85698,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP028993.1,49476,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029000.1,125913,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP028999.1,46504,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP028996.1,176325,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP028995.1,152176,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP029101.1,208035,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP029102.1,135655,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP029135.1,70613,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029138.1,81137,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026496.1,58110,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029586.1,96190,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP029588.1,216772,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP029591.1,219996,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP021166.1,177145,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP023250.1,65276,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP023251.1,63075,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP023724.1,159072,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP023725.1,103454,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP029740.1,103250,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP029723.1,183663,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029724.1,178561,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP033395.2,55373,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP033394.2,82631,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP022612.1,334957,≥100 kb,tRNA-,32.0,1.5185139398778875
NZ_CP030343.1,207546,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP030342.1,113639,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP031584.1,164082,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP031583.1,198719,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP026131.1,164510,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP030132.1,194181,≥100 kb,tRNA-,37.0,1.5797835966168101
NZ_CP030134.1,60307,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP030135.1,65500,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP031802.1,128238,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP031804.1,70656,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP031805.1,65454,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP031614.1,196414,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP031615.1,107458,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023419.1,70869,<100 kb,tRNA-,4.0,0.6989700043360189
