"target","task","run","seed","Code","Product","normalized_gain_pct"
"tRNA-Ile","regression_type_positive_only","2","43","AQGN","16S ribosomal RNA","4.286898171380433"
"tRNA-Ile","regression_type_positive_only","2","43","ZYZ","elongation factor Tu","2.442058648341185"
"tRNA-Ile","regression_type_positive_only","2","43","FPI","DUF4262 domain-containing protein","2.4225658492685564"
"tRNA-Ile","regression_type_positive_only","2","43","YME","condensin complex protein MksE","2.122954428916867"
"tRNA-Ile","regression_type_positive_only","2","43","AKSU","ribosome hibernation-promoting factor, HPF/YfiA family","2.030116229754707"
"tRNA-Ile","regression_type_positive_only","2","43","SPU","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase","1.5764245476090888"
"tRNA-Ile","regression_type_positive_only","2","43","AFWW","nicotinate-nicotinamide nucleotide adenylyltransferase","1.4641454305259862"
"tRNA-Ile","regression_type_positive_only","3","44","AQGP","5S ribosomal RNA","36.71035286435366"
"tRNA-Ile","regression_type_positive_only","3","44","AQGO","23S ribosomal RNA","17.75505878238526"
"tRNA-Ile","regression_type_positive_only","3","44","AQGN","16S ribosomal RNA","2.2150778740655364"
"tRNA-Ile","regression_type_positive_only","3","44","RNC","SsrA-binding protein SmpB","2.039439771062328"
"tRNA-Ile","regression_type_positive_only","3","44","AKDP","recombinase RecA","1.8551226962923977"
"tRNA-Ile","regression_type_positive_only","3","44","AIOQ","preprotein translocase subunit SecA","1.6074534573672628"
"tRNA-Ile","regression_type_positive_only","3","44","EBG","DUF262 domain-containing protein","1.353213552295605"
"tRNA-Ile","regression_type_positive_only","3","44","AGFT","nucleoside-diphosphate kinase","1.2617657161922389"
"tRNA-Ile","regression_type_positive_only","3","44","ALIL","single-stranded-DNA-specific exonuclease RecJ","1.2225573434246595"
"tRNA-Ile","regression_type_positive_only","3","44","AMSA","tRNA pseudouridine(38-40) synthase TruA","1.0987794746416002"
"tRNA-Leu","classification","1","42","AQGP","5S ribosomal RNA","25.06207822038388"
"tRNA-Leu","classification","1","42","AOB","ATP-binding protein","18.138482731425963"
"tRNA-Leu","classification","1","42","ACQM","helix-turn-helix domain-containing protein","4.244876466271246"
"tRNA-Leu","classification","1","42","AKKQ","response regulator transcription factor","3.9354164388757105"
"tRNA-Leu","classification","1","42","VAS","amino acid permease","2.76682750503205"
"tRNA-Leu","classification","1","42","AFB","AAA family ATPase","2.5416387536580856"
"tRNA-Leu","classification","1","42","JUO","HNH endonuclease","2.247028884531557"
"tRNA-Leu","classification","1","42","JOR","GntR family transcriptional regulator","1.4603697856155113"
"tRNA-Leu","classification","1","42","NSN","MFS transporter","1.0644559589403408"
"tRNA-Leu","classification","1","42","AGGQ","nucleotidyl transferase AbiEii/AbiGii toxin family protein","1.0056067978035192"
"tRNA-Leu","classification","2","43","AQGP","5S ribosomal RNA","25.43192987010311"
"tRNA-Leu","classification","2","43","AKKQ","response regulator transcription factor","16.775810119577347"
"tRNA-Leu","classification","2","43","OVM","NUDIX domain-containing protein","5.299208124144847"
"tRNA-Leu","classification","2","43","JUO","HNH endonuclease","4.127576581562006"
"tRNA-Leu","classification","2","43","VAS","amino acid permease","3.312306767995867"
"tRNA-Leu","classification","2","43","JTC","HD domain-containing protein","2.827224695867784"
"tRNA-Leu","classification","2","43","AIOV","preprotein translocase subunit SecG","1.920593046375294"
"tRNA-Leu","classification","2","43","YZH","cystathionine beta-lyase","1.6160138704272458"
"tRNA-Leu","classification","2","43","ANBE","tetratricopeptide repeat protein","1.0261968106250414"
"tRNA-Leu","classification","2","43","ZTN","discoidin domain-containing protein","0.9525530608542278"
"tRNA-Leu","classification","3","44","AQGN","16S ribosomal RNA","25.268976172609566"
"tRNA-Leu","classification","3","44","AOB","ATP-binding protein","19.245291897633525"
"tRNA-Leu","classification","3","44","ACQM","helix-turn-helix domain-containing protein","3.966872988505509"
"tRNA-Leu","classification","3","44","QMG","RepB family plasmid replication initiator protein","3.5902884961318806"
"tRNA-Leu","classification","3","44","APRD","tyrosine-type recombinase/integrase","3.566102188814587"
"tRNA-Leu","classification","3","44","OMC","NAD(P)/FAD-dependent oxidoreductase","2.450718437932341"
"tRNA-Leu","classification","3","44","AEXB","metallophosphoesterase","2.325990346539794"
"tRNA-Leu","classification","3","44","JUP","HNH endonuclease domain-containing protein","1.3560789575341115"
"tRNA-Leu","classification","3","44","YUW","crossover junction endodeoxyribonuclease RuvC","1.2958317065331808"
"tRNA-Leu","classification","3","44","AKJJ","replicative DNA helicase","1.211523626027677"
"tRNA-Leu","regression_type_positive_only","1","42","RNC","SsrA-binding protein SmpB","20.094172756259077"
"tRNA-Leu","regression_type_positive_only","1","42","AIOQ","preprotein translocase subunit SecA","6.897192614889678"
"tRNA-Leu","regression_type_positive_only","1","42","INT","EAL domain-containing protein","4.171436564280848"
"tRNA-Leu","regression_type_positive_only","1","42","AITT","protease SohB","3.157196083671915"
"tRNA-Leu","regression_type_positive_only","1","42","JBJ","Fe-S cluster assembly scaffold IscU","2.5349942164961106"
"tRNA-Leu","regression_type_positive_only","1","42","AETH","membrane protein insertion efficiency factor YidD","2.4460663119020256"
"tRNA-Leu","regression_type_positive_only","1","42","JUO","HNH endonuclease","2.2297149753504004"
"tRNA-Leu","regression_type_positive_only","1","42","OVY","NYN domain-containing protein","2.1108212276418774"
"tRNA-Leu","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","1.5956663219656002"
"tRNA-Leu","regression_type_positive_only","1","42","CLX","DNA polymerase III subunit epsilon","1.5550392328984357"
"tRNA-Leu","regression_type_positive_only","2","43","RNC","SsrA-binding protein SmpB","16.889652132367917"
"tRNA-Leu","regression_type_positive_only","2","43","ONC","NAD-dependent DNA ligase LigA","9.239486473628567"
"tRNA-Leu","regression_type_positive_only","2","43","AIOQ","preprotein translocase subunit SecA","6.346922817960287"
"tRNA-Leu","regression_type_positive_only","2","43","AQHM","transfer-messenger RNA","3.9134805301125626"
"tRNA-Leu","regression_type_positive_only","2","43","MO","3'-5' exonuclease","3.2507372768514218"
"tRNA-Leu","regression_type_positive_only","2","43","SB","30S ribosomal protein S12","2.5593915442764335"
"tRNA-Leu","regression_type_positive_only","2","43","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","2.2225865773480558"
"tRNA-Leu","regression_type_positive_only","2","43","OVY","NYN domain-containing protein","2.060264201902316"
"tRNA-Leu","regression_type_positive_only","2","43","AIOW","preprotein translocase subunit SecY","1.6566126715227723"
"tRNA-Leu","regression_type_positive_only","2","43","AODT","twin-arginine translocase subunit TatC","1.5107427321140596"
"tRNA-Leu","regression_type_positive_only","3","44","RNC","SsrA-binding protein SmpB","22.085281236176115"
"tRNA-Leu","regression_type_positive_only","3","44","ONC","NAD-dependent DNA ligase LigA","4.990618759400465"
"tRNA-Leu","regression_type_positive_only","3","44","AIOQ","preprotein translocase subunit SecA","4.0899436023136175"
"tRNA-Leu","regression_type_positive_only","3","44","ZYZ","elongation factor Tu","3.6304156258774"
"tRNA-Leu","regression_type_positive_only","3","44","OVY","NYN domain-containing protein","2.795980115424311"
"tRNA-Leu","regression_type_positive_only","3","44","VXZ","autonomous glycyl radical cofactor GrcA","2.4118814060701474"
"tRNA-Leu","regression_type_positive_only","3","44","IHZ","Dam family site-specific DNA-(adenine-N6)-methyltransferase","2.1721034658331746"
"tRNA-Leu","regression_type_positive_only","3","44","AQGN","16S ribosomal RNA","1.9640777364165622"
"tRNA-Leu","regression_type_positive_only","3","44","SB","30S ribosomal protein S12","1.6918696236262194"
"tRNA-Leu","regression_type_positive_only","3","44","COA","DNA repair protein RadA","1.5420753029107375"
"tRNA-Lys","classification","1","42","AQGN","16S ribosomal RNA","30.412021112429844"
"tRNA-Lys","classification","1","42","AOB","ATP-binding protein","13.597477401672048"
"tRNA-Lys","classification","1","42","AFB","AAA family ATPase","3.4898217674308163"
"tRNA-Lys","classification","1","42","VBL","aminoacyltransferase","2.773243398949319"
"tRNA-Lys","classification","1","42","NXZ","MbeD family mobilization/exclusion protein","2.6521284897820614"
"tRNA-Lys","classification","1","42","AGEB","nuclease A inhibitor family protein","2.4470264795154537"
"tRNA-Lys","classification","1","42","QMG","RepB family plasmid replication initiator protein","2.2651597528722442"
"tRNA-Lys","classification","1","42","OPP","NADH-quinone oxidoreductase subunit L","2.1598068717859955"
"tRNA-Lys","classification","1","42","QPB","Rop family plasmid primer RNA-binding protein","1.8539473732461402"
"tRNA-Lys","classification","1","42","YAU","class I SAM-dependent methyltransferase","1.7275558119924252"
"tRNA-Lys","classification","2","43","AQGO","23S ribosomal RNA","35.22300228212507"
"tRNA-Lys","classification","2","43","AOB","ATP-binding protein","12.132102560099472"
"tRNA-Lys","classification","2","43","JTC","HD domain-containing protein","3.236475892337169"
"tRNA-Lys","classification","2","43","NXY","MbeB family mobilization protein","2.5206946109869754"
"tRNA-Lys","classification","2","43","VBL","aminoacyltransferase","2.388694446994627"
"tRNA-Lys","classification","2","43","QPB","Rop family plasmid primer RNA-binding protein","2.3097705645926285"
"tRNA-Lys","classification","2","43","AQHM","transfer-messenger RNA","2.2507788720369577"
"tRNA-Lys","classification","2","43","UYJ","alpha/beta fold hydrolase","2.2415470060958054"
"tRNA-Lys","classification","2","43","ZAX","cysteine synthase A","2.1252261385673146"
"tRNA-Lys","classification","2","43","NQW","MATE family efflux transporter","1.8376595561813502"
"tRNA-Lys","classification","3","44","AQGN","16S ribosomal RNA","30.98390118320632"
"tRNA-Lys","classification","3","44","AOB","ATP-binding protein","13.351829119669546"
"tRNA-Lys","classification","3","44","JUO","HNH endonuclease","4.761703705153446"
"tRNA-Lys","classification","3","44","LWV","IS6-like element IS26 family transposase","3.2696909718299447"
"tRNA-Lys","classification","3","44","AKHJ","replication initiation protein","1.898467731410836"
"tRNA-Lys","classification","3","44","NXZ","MbeD family mobilization/exclusion protein","1.8242156188365526"
"tRNA-Lys","classification","3","44","PUS","ParA family protein","1.8203795976559738"
"tRNA-Lys","classification","3","44","NCF","LCP family protein","1.740285402969463"
"tRNA-Lys","classification","3","44","SEB","Tex family protein","1.6195361704774092"
"tRNA-Lys","classification","3","44","AFFD","mobilization protein","1.5829233696750113"
"tRNA-Lys","regression_type_positive_only","1","42","XYK","class 1a ribonucleoside-diphosphate reductase subunit alpha","11.593673801187359"
"tRNA-Lys","regression_type_positive_only","1","42","AOQ","ATP-dependent DNA helicase DinG","7.556860575531647"
"tRNA-Lys","regression_type_positive_only","1","42","YCN","class Ia ribonucleoside-diphosphate reductase subunit beta","5.499705412762073"
"tRNA-Lys","regression_type_positive_only","1","42","COC","DNA repair protein RecN","5.021582896681815"
"tRNA-Lys","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","4.235803784076527"
"tRNA-Lys","regression_type_positive_only","1","42","COA","DNA repair protein RadA","3.5926830135980676"
"tRNA-Lys","regression_type_positive_only","1","42","AEEM","lipoprotein","3.5076681363127733"
"tRNA-Lys","regression_type_positive_only","1","42","NSY","MGDG synthase family glycosyltransferase","3.2158615732696316"
"tRNA-Lys","regression_type_positive_only","1","42","ZYZ","elongation factor Tu","3.008452755600567"
"tRNA-Lys","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","2.7395206408325574"
"tRNA-Lys","regression_type_positive_only","2","43","AAIA","exodeoxyribonuclease I","21.7585469457972"
"tRNA-Lys","regression_type_positive_only","2","43","COA","DNA repair protein RadA","6.757267896852361"
"tRNA-Lys","regression_type_positive_only","2","43","VXZ","autonomous glycyl radical cofactor GrcA","5.7800556115405355"
"tRNA-Lys","regression_type_positive_only","2","43","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","5.445595056802207"
"tRNA-Lys","regression_type_positive_only","2","43","UND","adenylate kinase","5.139160885512378"
"tRNA-Lys","regression_type_positive_only","2","43","ZBC","cysteine--tRNA ligase","3.5261443754584523"
"tRNA-Lys","regression_type_positive_only","2","43","JIH","GGDEF domain-containing protein","2.9308247527616986"
"tRNA-Lys","regression_type_positive_only","2","43","ZS","50S ribosomal protein L10","2.6886447676503193"
"tRNA-Lys","regression_type_positive_only","2","43","AGYZ","peptidyl-tRNA hydrolase","2.1699638280129734"
"tRNA-Lys","regression_type_positive_only","2","43","IHZ","Dam family site-specific DNA-(adenine-N6)-methyltransferase","2.164469891403649"
"tRNA-Lys","regression_type_positive_only","3","44","COA","DNA repair protein RadA","14.425421310035778"
"tRNA-Lys","regression_type_positive_only","3","44","ZYZ","elongation factor Tu","9.886419450521204"
"tRNA-Lys","regression_type_positive_only","3","44","AEEM","lipoprotein","9.797464102192471"
"tRNA-Lys","regression_type_positive_only","3","44","AOQ","ATP-dependent DNA helicase DinG","8.024338904826129"
"tRNA-Lys","regression_type_positive_only","3","44","AAIA","exodeoxyribonuclease I","5.242686295856471"
"tRNA-Lys","regression_type_positive_only","3","44","XYK","class 1a ribonucleoside-diphosphate reductase subunit alpha","5.02331186988173"
"tRNA-Lys","regression_type_positive_only","3","44","AQGP","5S ribosomal RNA","2.2319059463901145"
"tRNA-Lys","regression_type_positive_only","3","44","VVF","asparagine synthase B","2.071513588640743"
"tRNA-Lys","regression_type_positive_only","3","44","AQHM","transfer-messenger RNA","1.9592705500998542"
"tRNA-Lys","regression_type_positive_only","3","44","RNC","SsrA-binding protein SmpB","1.6597826489823622"
"tRNA-Met","classification","1","42","AQGP","5S ribosomal RNA","28.837212844188876"
"tRNA-Met","classification","1","42","YHH","cold-shock protein","14.362823249514854"
"tRNA-Met","classification","1","42","AOB","ATP-binding protein","10.050305615561738"
"tRNA-Met","classification","1","42","JTC","HD domain-containing protein","3.649897418573869"
"tRNA-Met","classification","1","42","PLC","PD-(D/E)XK nuclease family protein","2.166171313722576"
"tRNA-Met","classification","1","42","AMR","ASCH domain-containing protein","2.1162139053512314"
"tRNA-Met","classification","1","42","AKJX","response regulator","1.7285533508603743"
"tRNA-Met","classification","1","42","PUS","ParA family protein","1.3665083267477172"
"tRNA-Met","classification","1","42","LN","23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE","1.0681383810903624"
"tRNA-Met","classification","1","42","AOOY","type I toxin-antitoxin system Hok family toxin","0.9544334838267997"
"tRNA-Met","classification","2","43","AQGP","5S ribosomal RNA","29.181987971372187"
"tRNA-Met","classification","2","43","YHH","cold-shock protein","16.65106917010742"
"tRNA-Met","classification","2","43","AOB","ATP-binding protein","9.2067088983071"
"tRNA-Met","classification","2","43","JTC","HD domain-containing protein","4.021095251455061"
"tRNA-Met","classification","2","43","QQN","RusA family crossover junction endodeoxyribonuclease","2.679099884314419"
"tRNA-Met","classification","2","43","OHH","N-acetylglucosamine-6-phosphate deacetylase","1.5146039486113758"
"tRNA-Met","classification","2","43","PKB","PAS domain S-box protein","1.3270047005919097"
"tRNA-Met","classification","2","43","AFB","AAA family ATPase","1.2998499367335972"
"tRNA-Met","classification","2","43","PVF","ParM/StbA family protein","1.2621799397695908"
"tRNA-Met","classification","2","43","ACQM","helix-turn-helix domain-containing protein","1.1309276478501156"
"tRNA-Met","classification","3","44","AQGP","5S ribosomal RNA","28.235454100783006"
"tRNA-Met","classification","3","44","AOB","ATP-binding protein","13.63777470129501"
"tRNA-Met","classification","3","44","IXJ","FAD-dependent oxidoreductase","8.045266814878286"
"tRNA-Met","classification","3","44","CLR","DNA polymerase III subunit alpha","3.9285912817217445"
"tRNA-Met","classification","3","44","ACQM","helix-turn-helix domain-containing protein","2.2860750668268146"
"tRNA-Met","classification","3","44","AMTU","tail assembly protein","2.150155422951395"
"tRNA-Met","classification","3","44","FIH","DUF4031 domain-containing protein","2.1207928613516907"
"tRNA-Met","classification","3","44","PUS","ParA family protein","1.6809199783135638"
"tRNA-Met","classification","3","44","MGW","IS982 family transposase","1.3459368095200903"
"tRNA-Met","classification","3","44","UQD","alanine/glycine:cation symporter family protein","1.2895847573550456"
"tRNA-Met","regression_type_positive_only","1","42","ZYZ","elongation factor Tu","12.93287623790782"
"tRNA-Met","regression_type_positive_only","1","42","AFQI","multifunctional CCA addition/repair protein","11.984116362093047"
"tRNA-Met","regression_type_positive_only","1","42","AAIA","exodeoxyribonuclease I","6.4933038120975"
"tRNA-Met","regression_type_positive_only","1","42","JBJ","Fe-S cluster assembly scaffold IscU","2.747815255943572"
"tRNA-Met","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","2.5043803934140154"
"tRNA-Met","regression_type_positive_only","1","42","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","2.326918262968472"
"tRNA-Met","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","2.1407103312166575"
"tRNA-Met","regression_type_positive_only","1","42","XYK","class 1a ribonucleoside-diphosphate reductase subunit alpha","1.9028742949413626"
"tRNA-Met","regression_type_positive_only","1","42","VXZ","autonomous glycyl radical cofactor GrcA","1.8392598693407674"
"tRNA-Met","regression_type_positive_only","1","42","AGOX","oxidative damage protection protein","1.6594679339114822"
"tRNA-Met","regression_type_positive_only","2","43","ZYZ","elongation factor Tu","19.47775642631302"
"tRNA-Met","regression_type_positive_only","2","43","AMSA","tRNA pseudouridine(38-40) synthase TruA","12.635317916699384"
"tRNA-Met","regression_type_positive_only","2","43","AAW","50S ribosomal protein L30","4.833221232197529"
"tRNA-Met","regression_type_positive_only","2","43","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","4.260842269519727"
"tRNA-Met","regression_type_positive_only","2","43","PBD","NrtR DNA-binding winged helix domain-containing protein","3.275257718786581"
"tRNA-Met","regression_type_positive_only","2","43","AQGP","5S ribosomal RNA","3.1447024811415702"
"tRNA-Met","regression_type_positive_only","2","43","RDB","STAS-like domain-containing protein","2.4277243301878757"
"tRNA-Met","regression_type_positive_only","2","43","LN","23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE","1.5639164730276525"
"tRNA-Met","regression_type_positive_only","2","43","AUT","AraC family transcriptional regulator","1.5005186267906632"
"tRNA-Met","regression_type_positive_only","2","43","AQGO","23S ribosomal RNA","1.4874678371707168"
"tRNA-Met","regression_type_positive_only","3","44","AKEE","recombination mediator RecR","11.680763900486246"
"tRNA-Met","regression_type_positive_only","3","44","ZYZ","elongation factor Tu","8.527497996785913"
"tRNA-Met","regression_type_positive_only","3","44","AFQI","multifunctional CCA addition/repair protein","5.169117648428284"
"tRNA-Met","regression_type_positive_only","3","44","AQGP","5S ribosomal RNA","5.087670578730611"
"tRNA-Met","regression_type_positive_only","3","44","AETH","membrane protein insertion efficiency factor YidD","2.8079339611863854"
"tRNA-Met","regression_type_positive_only","3","44","RNC","SsrA-binding protein SmpB","2.727442676950761"
"tRNA-Met","regression_type_positive_only","3","44","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","2.607007571216861"
"tRNA-Met","regression_type_positive_only","3","44","RZ","30S ribosomal protein S10","2.212394101863198"
"tRNA-Met","regression_type_positive_only","3","44","PTB","PTS sugar transporter subunit IIB","1.8096797832077272"
"tRNA-Met","regression_type_positive_only","3","44","HKE","DUF6638 family protein","1.7344413479478344"
"tRNA-Phe","classification","1","42","AOB","ATP-binding protein","28.420282688149904"
"tRNA-Phe","classification","1","42","AQGN","16S ribosomal RNA","18.754256683713606"
"tRNA-Phe","classification","1","42","ANBE","tetratricopeptide repeat protein","3.609899162163175"
"tRNA-Phe","classification","1","42","AEIO","lysine--tRNA ligase","3.278105300036648"
"tRNA-Phe","classification","1","42","AHEA","phage holin","3.1484263173556712"
"tRNA-Phe","classification","1","42","JJD","GIY-YIG nuclease family protein","3.020037062717064"
"tRNA-Phe","classification","1","42","PVF","ParM/StbA family protein","2.5005098933506225"
"tRNA-Phe","classification","1","42","LWV","IS6-like element IS26 family transposase","2.4703571810187177"
"tRNA-Phe","classification","1","42","PUS","ParA family protein","2.2941843223139484"
"tRNA-Phe","classification","1","42","BGH","C40 family peptidase","2.1678829481516044"
"tRNA-Phe","classification","2","43","AQGO","23S ribosomal RNA","27.64988252828302"
"tRNA-Phe","classification","2","43","JUO","HNH endonuclease","20.219974184694248"
"tRNA-Phe","classification","2","43","ACQM","helix-turn-helix domain-containing protein","6.902726765142531"
"tRNA-Phe","classification","2","43","JZU","Hha/YmoA family nucleoid-associated regulatory protein","3.3861145670466852"
"tRNA-Phe","classification","2","43","APHX","type IV conjugative transfer system pilin TraA","2.28493448435184"
"tRNA-Phe","classification","2","43","AKVM","saccharopine dehydrogenase C-terminal domain-containing protein","1.9519530746732858"
"tRNA-Phe","classification","2","43","AKDP","recombinase RecA","1.8882126781357709"
"tRNA-Phe","classification","2","43","APFR","type III secretion system protein PrgD","1.8470611691304442"
"tRNA-Phe","classification","2","43","AOB","ATP-binding protein","1.8358460343828364"
"tRNA-Phe","classification","2","43","AFWP","nicotinamide riboside transporter PnuC","1.795765025369538"
"tRNA-Phe","classification","3","44","AQGP","5S ribosomal RNA","27.445954255719737"
"tRNA-Phe","classification","3","44","AOB","ATP-binding protein","21.573385065707033"
"tRNA-Phe","classification","3","44","JUO","HNH endonuclease","6.867548245965558"
"tRNA-Phe","classification","3","44","AHEA","phage holin","4.086448688521161"
"tRNA-Phe","classification","3","44","UYJ","alpha/beta fold hydrolase","3.780988433433584"
"tRNA-Phe","classification","3","44","AQM","ATP-grasp domain-containing protein","2.637840337307307"
"tRNA-Phe","classification","3","44","COO","DNA replication terminus site-binding protein","2.3693703199009066"
"tRNA-Phe","classification","3","44","CUK","DNA-methyltransferase","2.062230997202665"
"tRNA-Phe","classification","3","44","WA","4-hydroxythreonine-4-phosphate dehydrogenase PdxA","1.9892443000442088"
"tRNA-Phe","classification","3","44","ACSS","heme-binding protein","1.3754080421606498"
"tRNA-Phe","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","6.101756672700941"
"tRNA-Phe","regression_type_positive_only","1","42","EBG","DUF262 domain-containing protein","5.317540881109675"
"tRNA-Phe","regression_type_positive_only","1","42","ZYZ","elongation factor Tu","4.206629372576793"
"tRNA-Phe","regression_type_positive_only","1","42","IS","2-oxo acid dehydrogenase subunit E2","3.825229434788019"
"tRNA-Phe","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","3.69858974067491"
"tRNA-Phe","regression_type_positive_only","1","42","COA","DNA repair protein RadA","3.4406040750260476"
"tRNA-Phe","regression_type_positive_only","1","42","ACQN","helix-turn-helix transcriptional regulator","3.1135742508501525"
"tRNA-Phe","regression_type_positive_only","1","42","PRP","PTS galactitol transporter subunit IIC","3.0712903076437406"
"tRNA-Phe","regression_type_positive_only","1","42","APKW","type IV toxin-antitoxin system AbiEi family antitoxin","3.012158570917662"
"tRNA-Phe","regression_type_positive_only","1","42","AIOQ","preprotein translocase subunit SecA","1.7363296070138547"
"tRNA-Phe","regression_type_positive_only","2","43","OAB","Mini-ribonuclease 3","12.913194778153887"
"tRNA-Phe","regression_type_positive_only","2","43","PBD","NrtR DNA-binding winged helix domain-containing protein","8.830938449689903"
"tRNA-Phe","regression_type_positive_only","2","43","VXZ","autonomous glycyl radical cofactor GrcA","6.759925773081206"
"tRNA-Phe","regression_type_positive_only","2","43","ZYZ","elongation factor Tu","4.3114194774825405"
"tRNA-Phe","regression_type_positive_only","2","43","AQGL","signal recognition particle sRNA large type","3.5445068681107132"
"tRNA-Phe","regression_type_positive_only","2","43","ZYQ","elongation factor G","3.216214738772299"
"tRNA-Phe","regression_type_positive_only","2","43","MVD","KOW domain-containing RNA-binding protein","3.2039293768562036"
"tRNA-Phe","regression_type_positive_only","2","43","ALIG","single-stranded DNA-binding protein","2.5662942392590575"
"tRNA-Phe","regression_type_positive_only","2","43","MTL","IscS subfamily cysteine desulfurase","2.3684899217188087"
"tRNA-Phe","regression_type_positive_only","2","43","OIN","N-acetylmuramoyl-L-alanine amidase CwlD","2.2243747310773108"
"tRNA-Phe","regression_type_positive_only","3","44","OAB","Mini-ribonuclease 3","9.795212941075533"
"tRNA-Phe","regression_type_positive_only","3","44","COA","DNA repair protein RadA","8.37547149316215"
"tRNA-Phe","regression_type_positive_only","3","44","ZYQ","elongation factor G","5.836593151043022"
"tRNA-Phe","regression_type_positive_only","3","44","AQGL","signal recognition particle sRNA large type","4.243356097840406"
"tRNA-Phe","regression_type_positive_only","3","44","IS","2-oxo acid dehydrogenase subunit E2","3.6836831245522763"
"tRNA-Phe","regression_type_positive_only","3","44","AMR","ASCH domain-containing protein","3.3562164497498643"
"tRNA-Phe","regression_type_positive_only","3","44","EBG","DUF262 domain-containing protein","3.193118044558934"
"tRNA-Phe","regression_type_positive_only","3","44","ADQV","iron-sulfur cluster assembly accessory protein","2.514033131946955"
"tRNA-Phe","regression_type_positive_only","3","44","BZK","CtsR family transcriptional regulator","2.3074030882011516"
"tRNA-Phe","regression_type_positive_only","3","44","JJR","GNAT family N-acetyltransferase","2.131290283291292"
"tRNA-Pro","classification","1","42","AQGN","16S ribosomal RNA","31.423327444403352"
"tRNA-Pro","classification","1","42","AOB","ATP-binding protein","15.682771823586156"
"tRNA-Pro","classification","1","42","JMZ","GatB/YqeY domain-containing protein","4.412608419678427"
"tRNA-Pro","classification","1","42","NME","LysR substrate-binding domain-containing protein","3.8400042042069757"
"tRNA-Pro","classification","1","42","LWV","IS6-like element IS26 family transposase","3.447623428991738"
"tRNA-Pro","classification","1","42","JUP","HNH endonuclease domain-containing protein","2.4415180892962964"
"tRNA-Pro","classification","1","42","AFB","AAA family ATPase","2.4383953532145397"
"tRNA-Pro","classification","1","42","AKKQ","response regulator transcription factor","1.7165016366442913"
"tRNA-Pro","classification","1","42","NRB","MBL fold metallo-hydrolase","1.5335244610191379"
"tRNA-Pro","classification","1","42","AKDY","recombinase family protein","1.2183591793374042"
"tRNA-Pro","classification","2","43","AQGN","16S ribosomal RNA","31.62633649426072"
"tRNA-Pro","classification","2","43","AOB","ATP-binding protein","19.14320689234122"
"tRNA-Pro","classification","2","43","JUO","HNH endonuclease","4.400929162853808"
"tRNA-Pro","classification","2","43","TM","3D domain-containing protein","4.245323283421595"
"tRNA-Pro","classification","2","43","UQY","aldehyde dehydrogenase family protein","3.5845700301042824"
"tRNA-Pro","classification","2","43","AEXB","metallophosphoesterase","2.851264102179533"
"tRNA-Pro","classification","2","43","MRJ","IncHI-type conjugal transfer protein TrhU","2.3651035841342853"
"tRNA-Pro","classification","2","43","TJW","YejL family protein","1.7822121743163697"
"tRNA-Pro","classification","2","43","PMZ","PHA/PHB synthase family protein","1.77740418888104"
"tRNA-Pro","classification","2","43","QMG","RepB family plasmid replication initiator protein","1.7484990901563549"
"tRNA-Pro","classification","3","44","AQGN","16S ribosomal RNA","33.454699447295056"
"tRNA-Pro","classification","3","44","AOB","ATP-binding protein","17.166565776226154"
"tRNA-Pro","classification","3","44","PNC","PHP domain-containing protein","5.192035239310754"
"tRNA-Pro","classification","3","44","AEXB","metallophosphoesterase","3.1524230475715633"
"tRNA-Pro","classification","3","44","AGE","ABC transporter permease","2.8947674075303875"
"tRNA-Pro","classification","3","44","COO","DNA replication terminus site-binding protein","2.3977449930445127"
"tRNA-Pro","classification","3","44","JUP","HNH endonuclease domain-containing protein","2.212601812088437"
"tRNA-Pro","classification","3","44","AKJX","response regulator","1.9052133570786889"
"tRNA-Pro","classification","3","44","QIB","RNA-guided endonuclease InsQ/TnpB family protein","1.6797440921020443"
"tRNA-Pro","classification","3","44","ANBE","tetratricopeptide repeat protein","1.2487116844944894"
"tRNA-Pro","regression_type_positive_only","1","42","APJA","type IV pilus twitching motility protein PilT","7.736583366199755"
"tRNA-Pro","regression_type_positive_only","1","42","ARK","ATPase, T2SS/T4P/T4SS family","4.888924065390709"
"tRNA-Pro","regression_type_positive_only","1","42","XE","5' nucleotidase, NT5C type","4.666332309816003"
"tRNA-Pro","regression_type_positive_only","1","42","AFQI","multifunctional CCA addition/repair protein","3.585528636913256"
"tRNA-Pro","regression_type_positive_only","1","42","ANHH","thymidylate synthase","3.4361400587043205"
