task,run,seed,Code,Product,normalized_gain_pct
regression,2,43,VJD,anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo,0.0
regression,2,43,VJE,anthrone oxygenase family protein,0.0
regression,2,43,VJF,anti sigma b factor antagonist RsbV,0.0
regression,2,43,VJG,anti sigma factor C-terminal domain-containing protein,0.0
regression,2,43,VJH,anti-CBASS Acb1 family protein,0.0
regression,2,43,VJI,anti-CBASS protein Acb1 family protein,4.125122586040523e-05
regression,2,43,VJJ,anti-CRISPR protein,0.0
regression,2,43,VJK,anti-CRISPR protein AcrE1,0.0
regression,2,43,VJL,anti-CRISPR protein AcrF1,0.0
regression,2,43,VJM,anti-CRISPR protein AcrF3,0.0
regression,2,43,VJN,anti-FlhDC factor,0.0
regression,2,43,VJO,anti-FlhDC factor YdiV,0.0
regression,2,43,VJP,anti-SigP sigma factor SigQ,0.0
regression,2,43,VJQ,anti-TRAP regulator,0.0
regression,2,43,VJR,anti-adapter protein IraD,0.0
regression,2,43,VJS,anti-adapter protein IraM,0.0
regression,2,43,VJT,anti-adapter protein IraP,0.0
regression,2,43,VJU,anti-adapter protein SpxO,0.0
regression,2,43,VJV,anti-anti-sigma factor,0.0
regression,2,43,VJW,anti-anti-sigma factor GigB,0.0
regression,2,43,VJX,anti-bacteriophage protein AbpA,0.0
regression,2,43,VJY,anti-phage ATPase IteA,0.0
regression,2,43,VJZ,anti-phage BREX system Lon protease BrxL,0.0
regression,2,43,VKA,anti-phage DNA glycosylase Brig1,0.0
regression,2,43,VKB,anti-phage ZorAB system protein ZorA,0.0
regression,2,43,VKC,anti-phage dCTP deaminase,0.0
regression,2,43,VKD,anti-phage defense-associated sirtuin Dsr1,0.0
regression,2,43,VKE,anti-phage defense-associated sirtuin Dsr2,0.0
regression,2,43,VKF,anti-phage deoxyguanosine triphosphatase,0.0
regression,2,43,VKG,anti-phage protein KwaA,0.0
regression,2,43,VKH,anti-phage protein KwaB,0.0
regression,2,43,VKI,anti-phage protein Ppl,0.0
regression,2,43,VKJ,anti-phage transmembrane ATPase,0.0
regression,2,43,VKK,anti-phage-associated DUF1156 domain-containing protein,0.0
regression,2,43,VKL,anti-phage-associated DUF3780 domain-containing protein,0.0
regression,2,43,VKM,anti-phage-associated DUF499 domain-containing protein,0.0
regression,2,43,VKN,anti-phage-associated helicase HerA,0.0
regression,2,43,VKO,anti-repressor SinI,0.0
regression,2,43,VKP,anti-repressor SinI family protein,0.0014962097226453041
regression,2,43,VKQ,anti-repressor protein,0.0
regression,2,43,VKR,anti-restriction protein,0.0
regression,2,43,VKS,anti-sigma B factor RsbW,0.0
regression,2,43,VKT,anti-sigma F factor,0.0
regression,2,43,VKU,anti-sigma F factor antagonist,0.0
regression,2,43,VKV,anti-sigma factor,0.0
regression,2,43,VKW,anti-sigma factor RsbA family regulatory protein,0.0
regression,2,43,VKX,anti-sigma factor RsiA1,0.0
regression,2,43,VKY,anti-sigma factor antagonist,0.00633384729086574
regression,2,43,VKZ,anti-sigma factor antagonist BldG,0.0
regression,2,43,VLA,anti-sigma factor antagonist RsbV,0.0
regression,2,43,VLB,anti-sigma factor antagonist RssC,0.0
regression,2,43,VLC,anti-sigma factor domain-containing protein,0.0
regression,2,43,VLD,anti-sigma factor family protein,0.0
regression,2,43,VLE,anti-sigma regulatory factor,0.0
regression,2,43,VLF,anti-sigma-D factor RsdA,0.0
regression,2,43,VLG,anti-sigma-E factor RseA,0.0
regression,2,43,VLH,anti-sigma-F factor Fin,0.0
regression,2,43,VLI,anti-sigma-F factor Fin family protein,0.0
regression,2,43,VLJ,anti-sigma-G factor,0.0
regression,2,43,VLK,anti-sigma-I factor RsgI,0.0
regression,2,43,VLL,anti-sigma-M factor,0.0
regression,2,43,VLM,anti-sigma-V factor RsiV,0.0
regression,2,43,VLN,anti-sigma-W factor RsiW,0.0
regression,2,43,VLO,anti-sigma-X factor RsiX,0.0
regression,2,43,VLP,anti-toxin,0.0
regression,2,43,VLQ,anti-virulence regulator CigR family protein,0.0
regression,2,43,VLR,anti-virulence regulatory inner membrane protein CigR,0.0
regression,2,43,VLS,antibiotic ABC transporter,0.0
regression,2,43,VLT,antibiotic ABC transporter permease,0.0
regression,2,43,VLU,antibiotic acetyltransferase,0.0
regression,2,43,VLV,antibiotic biosynthesis monooxygenase,0.0018476472013570324
regression,2,43,VLW,antibiotic biosynthesis monooxygenase family protein,0.0
regression,2,43,VLX,antibiotic resistance protein VanZ,0.0
regression,2,43,VLY,anticodon nuclease,0.0
regression,2,43,VLZ,antifreeze protein,0.0
regression,2,43,VMA,antiholin,0.0
regression,2,43,VMB,antiholin-like murein hydrolase modulator LrgA,0.0
regression,2,43,VMC,antiholin-like protein LrgB,0.0
regression,2,43,VMD,antilisterial bacteriocin subtilosin biosynthesis protein AlbB,0.0
regression,2,43,VME,antilisterial bacteriocin subtilosin biosynthesis protein AlbD,0.0
regression,2,43,VMF,antilisterial bacteriocin subtilosin biosynthesis protein AlbE,0.0
regression,2,43,VMG,antilisterial bacteriocin subtilosin biosynthesis protein AlbG,0.0
regression,2,43,VMH,antimicrobial resistance protein Mig-14,0.0
regression,2,43,VMI,antimonite-responsive transcriptional repressor AntR,0.0
regression,2,43,VMJ,antimutator 8-oxo-(dGTP/GTP)ase,0.0
regression,2,43,VMK,antirepressor AbbA,0.0
regression,2,43,VML,antirepressor protein Cro,0.0
regression,2,43,VMM,antirestriction Ral family protein,0.0
regression,2,43,VMN,antirestriction protein,4.604785180700626e-05
regression,2,43,VMO,antirestriction protein ArdA,0.0016829532824494669
regression,2,43,VMP,antirestriction protein ArdAB regulator ArdK,0.0
regression,2,43,VMQ,antirestriction protein ArdAB regulator ArdR,0.0
regression,2,43,VMR,antirestriction protein ArdB,0.0
regression,2,43,VMS,antirestriction protein ArdC,0.0
regression,2,43,VMT,antirestriction protein ArdR,0.0
regression,2,43,VMU,antirestriction protein Klca,0.0
regression,2,43,VMV,antitermination protein,0.0
regression,2,43,VMW,antitermination protein N,0.0
regression,2,43,VMX,antitermination protein NusB,0.0
regression,2,43,VMY,antitermination protein QuuD,0.0
regression,2,43,VMZ,antitermination regulator,0.0
regression,2,43,VNA,antiterminator LoaP,0.0
regression,2,43,VNB,antiterminator Q family protein,3.1891053884648734e-05
regression,2,43,VNC,antitoxin,0.00043096825521830065
regression,2,43,VND,antitoxin ChpS,0.0
regression,2,43,VNE,antitoxin EndoAI,0.0
regression,2,43,VNF,antitoxin HicB,0.0
regression,2,43,VNG,antitoxin MazE,0.0
regression,2,43,VNH,antitoxin MazE family protein,2.5207744031512268e-05
regression,2,43,VNI,antitoxin MazE-like protein,0.0
regression,2,43,VNJ,antitoxin MazE5,0.0
regression,2,43,VNK,antitoxin MazE7,0.0
regression,2,43,VNL,antitoxin PHD,0.0
regression,2,43,VNM,antitoxin ParD,0.0
regression,2,43,VNN,antitoxin Phd,0.0
regression,2,43,VNO,antitoxin Phd_YefM type II toxin-antitoxin system,0.0
regression,2,43,VNP,antitoxin TumA,0.0
regression,2,43,VNQ,antitoxin VapB family protein,2.1857648184257642e-05
regression,2,43,VNR,antitoxin VapB36,0.0
regression,2,43,VNS,antitoxin VbhA family protein,0.0
regression,2,43,VNT,antitoxin Xre-like helix-turn-helix domain-containing protein,0.00030924991745422424
regression,2,43,VNU,antitoxin Xre/MbcA/ParS toxin-binding domain-containing protein,1.3254549340853399e-05
regression,2,43,VNV,antitoxin YezG family protein,0.0
regression,2,43,VNW,antitoxin epsilon,0.0
regression,2,43,VNX,antitoxin family protein,0.0
regression,2,43,VNY,antitoxin of toxin-antitoxin stability system,0.0
regression,2,43,VNZ,antiviral RADAR system adenosine deaminase RdrB,0.0
regression,2,43,VOA,antiviral RADAR system adenosine triphosphatase RdrA,0.0
regression,2,43,VOB,antiviral reverse transcriptase Drt2,0.0
regression,2,43,VOC,antiviral reverse transcriptase Drt3a,0.0
regression,2,43,VOD,antiviral reverse transcriptase Drt3b,0.0
regression,2,43,VOE,antiviral reverse transcriptase Drt4,0.0
regression,2,43,VOF,antiviral reverse transcriptase Drt5,0.0
regression,2,43,VOG,apolipoprotein A1/A4/E domain-containing protein,0.0
regression,2,43,VOH,apolipoprotein A1/A4/E family protein,0.0
regression,2,43,VOI,apolipoprotein N-acyltransferase,0.0
regression,2,43,VOJ,apolipoprotein acyltransferase,0.0
regression,2,43,VOK,apoptosis inducing factor family protein,0.0
regression,2,43,VOL,apotyrosinase chaperone MelC1,0.0
regression,2,43,VOM,aquaporin,2.2585587560260687e-05
regression,2,43,VON,aquaporin Z,0.0
regression,2,43,VOO,aquaporin family protein,0.0
regression,2,43,VOP,"arabinan endo-1,5-alpha-L-arabinosidase",0.0
regression,2,43,VOQ,"arabinan endo-1,5-alpha-L-arabinosidase AbnA",0.0
regression,2,43,VOR,"arabinan endo-1,5-alpha-L-arabinosidase AbnB",0.0
regression,2,43,VOS,arabinofuranosidase catalytic domain-containing protein,0.0
regression,2,43,VOT,arabinofuranosyltransferase,0.0
regression,2,43,VOU,"arabinogalactan endo-1,4-beta-galactosidase",0.0
regression,2,43,VOV,"arabinogalactan endo-beta-1,4-galactanase",0.0
regression,2,43,VOW,arabinogalactan oligomer ABC transporter permease GanP,0.0
regression,2,43,VOX,arabinogalactan oligomer ABC transporter permease GanQ,0.0
regression,2,43,VOY,arabinogalactan oligomer ABC transporter substrate-binding protein GanS,0.0
regression,2,43,VOZ,arabinose ABC transporter ATP-binding protein AraG,0.0
regression,2,43,VPA,arabinose ABC transporter permease AraH,0.0
regression,2,43,VPB,arabinose ABC transporter permease AraQ,0.0
regression,2,43,VPC,arabinose ABC transporter substrate-binding protein,0.0
regression,2,43,VPD,arabinose ABC transporter substrate-binding protein AraF,0.0
regression,2,43,VPE,arabinose isomerase,0.0
regression,2,43,VPF,arabinose operon transcriptional regulator AraC,0.0
regression,2,43,VPG,arabinose transporter,0.0
regression,2,43,VPH,arabinose utilization transcriptional regulator AraR,0.0
regression,2,43,VPI,arabinose-5-phosphate isomerase GutQ,0.0
regression,2,43,VPJ,arabinose-5-phosphate isomerase KdsD,0.0
regression,2,43,VPK,arabinose-proton symporter AraE,0.0
regression,2,43,VPL,arabinosyltransferase domain-containing protein,0.0
regression,2,43,VPM,archaea-specific SMC-related protein,0.0
regression,2,43,VPN,archaeal heat shock protein Hsp14,0.0
regression,2,43,VPO,archaeal heat shock protein Hsp20,0.0
regression,2,43,VPP,archaeal proteasome endopeptidase complex subunit alpha,0.0
regression,2,43,VPQ,archaeal proteasome endopeptidase complex subunit beta,0.0
regression,2,43,VPR,archaellar assembly protein FlaJ,0.0
regression,2,43,VPS,archaellin/type IV pilin N-terminal domain-containing protein,0.0
regression,2,43,VPT,archaemetzincin,0.0
regression,2,43,VPU,archaemetzincin family Zn-dependent metalloprotease,0.0
regression,2,43,VPV,archaeoflavoprotein AfpA,0.0
regression,2,43,VPW,archaeosine biosynthesis radical SAM protein RaSEA,0.0
regression,2,43,VPX,archaeosine synthase subunit alpha,0.0
regression,2,43,VPY,archaeosortase A,0.0
regression,2,43,VPZ,archaeosortase C,0.0
regression,2,43,VQA,archaeosortase/exosortase family protein,0.0
regression,2,43,VQB,archaetidylserine decarboxylase,0.0
regression,2,43,VQC,archaetidylserine synthase,0.0
regression,2,43,VQD,archease,0.0
regression,2,43,VQE,arginase,0.0
regression,2,43,VQF,arginase family protein,0.0
regression,2,43,VQG,"arginine 2,3-aminomutase",0.0
regression,2,43,VQH,arginine ABC transporter ATP-binding protein ArtP,0.0
regression,2,43,VQI,arginine ABC transporter ATP-binding protein ArtR,0.0
regression,2,43,VQJ,arginine ABC transporter permease ArtM,0.0
regression,2,43,VQK,arginine ABC transporter permease ArtQ,0.0
regression,2,43,VQL,arginine ABC transporter substrate-binding protein,0.0
regression,2,43,VQM,arginine ABC transporter substrate-binding protein ArtI,0.0
regression,2,43,VQN,arginine ABC transporter substrate-binding protein ArtJ,0.0
regression,2,43,VQO,arginine ABC transporter substrate-binding protein ArtP,0.0
regression,2,43,VQP,arginine N-succinyltransferase,0.0
regression,2,43,VQQ,arginine RICH protein,0.0
regression,2,43,VQR,"arginine beta-hydroxylase, Fe(II)/alpha-ketoglutarate-dependent",0.0
regression,2,43,VQS,arginine decarboxylase,0.0
regression,2,43,VQT,"arginine decarboxylase, pyruvoyl-dependent",0.0
regression,2,43,VQU,arginine deiminase,0.0
regression,2,43,VQV,arginine deiminase family protein,0.0
regression,2,43,VQW,arginine deiminase-related protein,0.0
regression,2,43,VQX,arginine exporter ArgO,0.0
regression,2,43,VQY,arginine repressor,0.0
regression,2,43,VQZ,arginine repressor ArgR,0.0
regression,2,43,VRA,arginine transporter,0.0
regression,2,43,VRB,arginine utilization regulatory protein RocR,0.0
regression,2,43,VRC,arginine utilization transcriptional regulator RocR,0.0
regression,2,43,VRD,arginine--tRNA ligase,0.070542229181748
regression,2,43,VRE,arginine-ornithine antiporter,0.0
regression,2,43,VRF,arginine/agmatine antiporter,0.0
regression,2,43,VRG,arginine/lysine/ornithine decarboxylase,0.0
regression,2,43,VRH,arginine/ornithine antiporter ArcD,0.0
regression,2,43,VRI,arginine/ornithine succinyltransferase subunit alpha,0.0
regression,2,43,VRJ,arginine/ornithine transport ATP-binding protein AotP,0.0
regression,2,43,VRK,arginine:ornithine antiporter,0.0
regression,2,43,VRL,argininosuccinate lyase,0.0
regression,2,43,VRM,argininosuccinate synthase,0.0
regression,2,43,VRN,argininosuccinate synthase domain-containing protein,0.0
regression,2,43,VRO,argininosuccinate synthase-related protein,0.0
regression,2,43,VRP,arginyl-tRNA synthetase,0.0
regression,2,43,VRQ,arginyltransferase,0.0
regression,2,43,VRR,argonaute PAZ domain-containing protein,0.0
regression,2,43,VRS,argonaute/piwi family protein,0.0
regression,2,43,VRT,aroma-sacti cluster domain-containing protein,0.0
regression,2,43,VRU,aromatase/cyclase,0.0
regression,2,43,VRV,aromatic acid exporter family protein,0.0
regression,2,43,VRW,aromatic acid/H+ symport family MFS transporter,0.0
regression,2,43,VRX,aromatic alcohol reductase,0.0
regression,2,43,VRY,aromatic amino acid DMT transporter YddG,0.0
regression,2,43,VRZ,aromatic amino acid aminotransferase,0.0
regression,2,43,VSA,aromatic amino acid ammonia-lyase,0.0
regression,2,43,VSB,aromatic amino acid efflux DMT transporter YddG,0.0
regression,2,43,VSC,aromatic amino acid exporter YddG,0.0
regression,2,43,VSD,aromatic amino acid hydroxylase,0.0
regression,2,43,VSE,aromatic amino acid lyase,0.0
regression,2,43,VSF,aromatic amino acid transaminase,0.0
regression,2,43,VSG,aromatic amino acid transport family protein,0.0
regression,2,43,VSH,aromatic amino acid transporter,0.0
regression,2,43,VSI,aromatic amino acid transporter AroP,0.0
regression,2,43,VSJ,aromatic aminobenezylarsenical efflux permease ArsG family transporter,0.0
regression,2,43,VSK,aromatic hydrocarbon degradation protein,0.0
regression,2,43,VSL,aromatic motif membrane protein,0.0
regression,2,43,VSM,aromatic prenyltransferase,0.0
regression,2,43,VSN,aromatic ring-hydroxylating dioxygenase subunit alpha,0.0
regression,2,43,VSO,aromatic ring-hydroxylating oxygenase subunit alpha,0.00029863572979067906
regression,2,43,VSP,aromatic ring-opening dioxygenase LigA,0.0
regression,2,43,VSQ,aromatic-ring-hydroxylating dioxygenase subunit alpha,0.0
regression,2,43,VSR,aromatic-ring-hydroxylating dioxygenase subunit beta,0.0003825620220114982
regression,2,43,VSS,aromatic/alkene monooxygenase hydroxylase subunit beta,0.0
regression,2,43,VST,aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha,0.0
regression,2,43,VSU,arsenate reductase,0.0
regression,2,43,VSV,arsenate reductase (azurin) large subunit,0.0
regression,2,43,VSW,arsenate reductase (azurin) small subunit,0.0
regression,2,43,VSX,arsenate reductase (glutaredoxin),3.227153418124592e-05
regression,2,43,VSY,arsenate reductase (thioredoxin),0.0
regression,2,43,VSZ,arsenate reductase ArsC,0.00017807256359582166
regression,2,43,VTA,arsenate reductase family protein,0.0
regression,2,43,VTB,"arsenate reductase, glutathione/glutaredoxin type",0.0
regression,2,43,VTC,arsenic metallochaperone ArsD family protein,0.0
regression,2,43,VTD,arsenic resistance N-acetyltransferase ArsN2,0.0
regression,2,43,VTE,arsenic resistance NADPH-dependent reductase ArsH,0.0
regression,2,43,VTF,arsenic resistance protein,0.0
regression,2,43,VTG,arsenic response regulator transcription factor AioR,0.0
regression,2,43,VTH,arsenic sensor histidine kinase AioS,0.0
regression,2,43,VTI,arsenic transporter,0.0
regression,2,43,VTJ,arsenic transporter ATPase,0.0
regression,2,43,VTK,arsenical efflux pump membrane protein ArsB,0.0
regression,2,43,VTL,arsenical pump-driving ATPase,9.50162325715492e-05
regression,2,43,VTM,arsenical resistance operon transcriptional regulator ArsR,0.0
regression,2,43,VTN,arsenical resistance protein ArsH,5.357066943565072e-05
regression,2,43,VTO,arsenical-resistance protein,0.0
regression,2,43,VTP,arsenite S-adenosylmethyltransferase,0.0
regression,2,43,VTQ,arsenite efflux MFS transporter ArsK,0.0
regression,2,43,VTR,arsenite efflux pump ArsB,0.0
regression,2,43,VTS,arsenite efflux transporter ATPase subunit ArsA,0.0
regression,2,43,VTT,arsenite efflux transporter Acr3,0.0
regression,2,43,VTU,arsenite efflux transporter membrane subunit ArsB,0.0
regression,2,43,VTV,arsenite efflux transporter metallochaperone ArsD,0.0
regression,2,43,VTW,arsenite methyltransferase,0.00875478435386883
regression,2,43,VTX,arsenite/antimonite efflux transporter,0.0
regression,2,43,VTY,arsenite/antimonite:H(+) antiporter ArsB,0.0
regression,2,43,VTZ,arsenosugar biosynthesis arsenite methyltransferase ArsM,0.0
regression,2,43,VUA,arsenosugar biosynthesis radical SAM (seleno)protein ArsS,0.0
regression,2,43,VUB,arsenosugar biosynthesis-associated peroxidase-like protein,0.0
regression,2,43,VUC,arsinothricin biosynthesis methyltransferase ArsM,0.0
regression,2,43,VUD,arsinothricin biosynthesis radical SAM protein ArsL,0.0
regression,2,43,VUE,arsinothricin export permease ArsQ,0.0
regression,2,43,VUF,arsinothricin resistance N-acetyltransferase ArsN1 family A,0.001193821686643331
regression,2,43,VUG,arsinothricin resistance N-acetyltransferase ArsN1 family B,0.0
regression,2,43,VUH,arthropod-associated lipoprotein,0.0
regression,2,43,VUI,aryl-alcohol dehydrogenase,0.0
regression,2,43,VUJ,aryl-phospho-beta-d-glucosidase,0.0
regression,2,43,VUK,aryl-sulfate sulfotransferase,0.001276228261641126
regression,2,43,VUL,arylamine N-acetyltransferase,0.0
regression,2,43,VUM,arylamine N-acetyltransferase family protein,0.0
regression,2,43,VUN,arylcarboxylate reductase,0.0
regression,2,43,VUO,aryldialkylphosphatase,0.0
regression,2,43,VUP,arylesterase,0.0
regression,2,43,VUQ,arylformamidase,0.0
regression,2,43,VUR,arylmalonate decarboxylase,0.0
regression,2,43,VUS,arylsulfatase,0.0
regression,2,43,VUT,arylsulfatase AslA,0.0
regression,2,43,VUU,arylsulfatase B,0.0
regression,2,43,VUV,arylsulfatase regulator,0.0
regression,2,43,VUW,arylsulfotransferase (asst),0.0
regression,2,43,VUX,arylsulfotransferase family protein,0.0
regression,2,43,VUY,ascBF operon repressor,0.0
regression,2,43,VUZ,ash family protein,5.0124148032869454e-05
regression,2,43,VVA,asparaginase,0.0
regression,2,43,VVB,asparaginase AnsZ,0.0
regression,2,43,VVC,asparaginase domain-containing protein,0.0
regression,2,43,VVD,asparagine synthase,0.0
regression,2,43,VVE,asparagine synthase (glutamine-hydrolyzing),0.0
regression,2,43,VVF,asparagine synthase B,0.0
regression,2,43,VVG,asparagine synthase C-terminal domain-containing protein,0.0
regression,2,43,VVH,asparagine synthase family protein,0.0
regression,2,43,VVI,asparagine synthase-related protein,0.00031675774887198903
regression,2,43,VVJ,asparagine synthetase A,0.0
regression,2,43,VVK,asparagine synthetase B,0.0
regression,2,43,VVL,asparagine synthetase B family protein,0.0
regression,2,43,VVM,asparagine--tRNA ligase,0.0
regression,2,43,VVN,aspartate 1-decarboxylase,0.0059310072075033065
regression,2,43,VVO,aspartate 1-decarboxylase autocleavage activator PanM,0.0
regression,2,43,VVP,aspartate 4-decarboxylase,0.0
regression,2,43,VVQ,aspartate aminotransferase,0.0
regression,2,43,VVR,aspartate aminotransferase family protein,0.000259138314252559
regression,2,43,VVS,aspartate ammonia-lyase,0.00011903866857899555
regression,2,43,VVT,aspartate carbamoyltransferase,0.0
regression,2,43,VVU,aspartate carbamoyltransferase catalytic subunit,0.0
regression,2,43,VVV,aspartate carbamoyltransferase regulatory subunit,0.0
regression,2,43,VVW,aspartate dehydrogenase,0.0
regression,2,43,VVX,aspartate dehydrogenase domain-containing protein,0.0
regression,2,43,VVY,aspartate kinase,0.0
regression,2,43,VVZ,aspartate phosphatase,0.0
regression,2,43,VWA,aspartate phosphatase RapD,0.0
regression,2,43,VWB,aspartate racemase,0.0
regression,2,43,VWC,aspartate transaminase,0.0
regression,2,43,VWD,aspartate transaminase AspB,0.0
regression,2,43,VWE,aspartate--ammonia ligase,0.0
regression,2,43,VWF,aspartate--tRNA ligase,0.0
regression,2,43,VWG,aspartate--tRNA(Asn) ligase,0.0
regression,2,43,VWH,aspartate-alanine antiporter,0.0002574973031946013
regression,2,43,VWI,aspartate-semialdehyde dehydrogenase,1.2982492371390054e-07
regression,2,43,VWJ,aspartate/glutamate racemase,0.0
regression,2,43,VWK,aspartate/glutamate racemase family protein,0.00021810173015805834
regression,2,43,VWL,aspartate/glutamate/uridylate kinase,0.0
regression,2,43,VWM,aspartate/ornithine carbamoyltransferase family protein,0.0
regression,2,43,VWN,aspartate/proton symporter AspP,0.0
regression,2,43,VWO,aspartate:alanine antiporter,0.0
regression,2,43,VWP,aspartate:alanine exchanger family transporter,0.0
regression,2,43,VWQ,aspartoacylase,0.0
regression,2,43,VWR,aspartyl protease,0.0
regression,2,43,VWS,aspartyl protease family protein,0.004154159994534091
regression,2,43,VWT,aspartyl-phosphate phosphatase Spo0E,0.0
regression,2,43,VWU,aspartyl-phosphate phosphatase Spo0E family protein,0.0034068740085845266
regression,2,43,VWV,aspartyl-phosphate phosphatase YisI,0.0
regression,2,43,VWW,aspartyl-phosphate phosphatase YnzD,0.0
regression,2,43,VWX,aspartyl/asparaginyl beta-hydroxylase,0.0
regression,2,43,VWY,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,0.00127773118212265
regression,2,43,VWZ,assimilatory nitrate reductase NasA,0.0
regression,2,43,VXA,assimilatory nitrate reductase catalytic subunit NasC,0.0
regression,2,43,VXB,assimilatory nitrate reductase electron transfer subunit NasB,0.0
regression,2,43,VXC,assimilatory sulfite reductase (NADPH) flavoprotein subunit,0.0
regression,2,43,VXD,assimilatory sulfite reductase (NADPH) hemoprotein subunit,0.0
regression,2,43,VXE,attachment mediating protein TraC/VirB2,0.0
regression,2,43,VXF,attachment protein,0.0
regression,2,43,VXG,atypical membrane-integrating protein (Mistic protein),0.0
regression,2,43,VXH,aureocin A53 family class IId bacteriocin,0.0
regression,2,43,VXI,aureusimine biosynthesis 4'-phosphopantetheinyl transferase AusB,0.0
regression,2,43,VXJ,aureusimine non-ribosomal peptide synthetase AusA,0.0
regression,2,43,VXK,autoagglutinating adhesin Saa,0.0
regression,2,43,VXL,autoaggregation protein,0.0
regression,2,43,VXM,autoinducer 2 ABC transporter ATP-binding protein LsrA,0.0
regression,2,43,VXN,autoinducer 2 ABC transporter permease LsrC,0.0
regression,2,43,VXO,autoinducer 2 ABC transporter permease LsrD,0.0
regression,2,43,VXP,autoinducer 2 ABC transporter substrate-binding protein,0.0
regression,2,43,VXQ,autoinducer 2 ABC transporter substrate-binding protein LsrB,0.0
regression,2,43,VXR,autoinducer 2 import system permease LsrD,0.0
regression,2,43,VXS,autoinducer 2-binding periplasmic protein LuxP,0.0
regression,2,43,VXT,autoinducer binding domain-containing protein,0.0004986665851199652
regression,2,43,VXU,autoinducer synthase,0.0
regression,2,43,VXV,autoinducer-2 kinase,0.0
regression,2,43,VXW,autoinducer-binding transcriptional regulator TraR,0.0
regression,2,43,VXX,autolysin,0.0
regression,2,43,VXY,autolysin/adhesin Aaa,0.0
regression,2,43,VXZ,autonomous glycyl radical cofactor GrcA,0.013947362390285836
regression,2,43,VYA,autophagy evasion T3SS effector BopA,0.0
regression,2,43,VYB,autorepressor SdpR family transcription factor,0.0
regression,2,43,VYC,autotransporter,0.0
regression,2,43,VYD,autotransporter YcgH,0.0
regression,2,43,VYE,autotransporter YejO,0.0
regression,2,43,VYF,autotransporter adhesin AIDA-I,0.0
regression,2,43,VYG,autotransporter adhesin Ag43,0.0
regression,2,43,VYH,autotransporter adhesin BigA,0.0
regression,2,43,VYI,autotransporter adhesin EhaB,0.0
regression,2,43,VYJ,autotransporter adhesin RadD,0.0
regression,2,43,VYK,autotransporter adhesin Sab,0.0
regression,2,43,VYL,autotransporter adhesin family protein,0.0
regression,2,43,VYM,autotransporter adhesin/invasin glycoprotein TibA,0.0
regression,2,43,VYN,autotransporter assembly complex family protein,0.0
regression,2,43,VYO,autotransporter assembly complex protein TamA,0.0
regression,2,43,VYP,autotransporter assembly complex protein TamB,0.0
regression,2,43,VYQ,autotransporter barrel domain-containing lipoprotein,0.0
regression,2,43,VYR,autotransporter domain-containing esterase,0.0
regression,2,43,VYS,autotransporter domain-containing protein,1.1192646030180624e-05
regression,2,43,VYT,autotransporter outer membrane beta-barrel domain-containing protein,0.0004748656468139847
regression,2,43,VYU,autotransporter phospholipase A1 FplA,0.0
regression,2,43,VYV,autotransporter serine protease,0.0
regression,2,43,VYW,autotransporter serine protease fusolisin,0.0
regression,2,43,VYX,autotransporter strand-loop-strand O-heptosyltransferase,0.0
regression,2,43,VYY,autotransporter-associated N-terminal domain-containing protein,0.0
regression,2,43,VYZ,autotransporter-associated beta strand repeat-containing protein,5.450130807461834e-05
regression,2,43,VZA,auxiliary protein GraX/ApsX,0.0
regression,2,43,VZB,auxiliary protein of the heavy metal cation-transporting efflux system HmyCBA,0.0
regression,2,43,VZC,avidin/streptavidin family protein,0.0
regression,2,43,VZD,avirulence protein,0.0
regression,2,43,VZE,avrbs3 family type III effector protein,0.0
regression,2,43,VZF,axoneme-associated protein mst101(2),0.0
regression,2,43,VZG,azaleucine resistance protein AzlC,0.0
regression,2,43,VZH,azlBCD operon transcriptional regulator AzlB,0.0
regression,2,43,VZI,azurin,0.0
regression,2,43,VZJ,b(o/a)3-type cytochrome-c oxidase subunit 1,0.0
regression,2,43,VZK,bL17 family ribosomal protein,0.0
regression,2,43,VZL,bL9 family ribosomal protein,0.0
regression,2,43,VZM,bS18 family ribosomal protein,0.0
regression,2,43,VZN,bZIP transcription factor,0.0
regression,2,43,VZO,bacillibactin exporter BcbE,0.0
regression,2,43,VZP,bacillibactin transport transcriptional regulator Btr,0.0
regression,2,43,VZQ,bacilliredoxin BrxA,0.0
regression,2,43,VZR,bacilliredoxin BrxB,0.0
regression,2,43,VZS,bacillithiol biosynthesis cysteine-adding enzyme BshC,0.0
regression,2,43,VZT,bacillithiol biosynthesis deacetylase BshB1,0.0
regression,2,43,VZU,bacillithiol biosynthesis deacetylase BshB2,0.0
regression,2,43,VZV,bacillithiol disulfide reductase YpdA,0.0
regression,2,43,VZW,bacillithiol system redox-active protein YtxJ,0.0
regression,2,43,VZX,bacillithiol transferase BstA,0.0
regression,2,43,VZY,bacillolysin,0.0
regression,2,43,VZZ,bacillomycin D biosynthesis malonyl-CoA transacylase BamD,0.0
regression,2,43,WAA,bacillomycin D hybrid PKS/NRPS BamA,0.0
regression,2,43,WAB,bacillomycin D non-ribosomal peptide synthetase BamB,0.0
regression,2,43,WAC,bacillomycin D non-ribosomal peptide synthetase BamC,0.0
regression,2,43,WAD,bacillopeptidase F,0.0
