phylum,Genome_ID,Replicon_ID,all_CDS_n,nonhypothetical_CDS_n,nonhypothetical_coding_nt_n,informative_family_n,plasmid_CCI_big_gene
Pseudomonadota,GCF_017809835.1,NZ_CP072464.1,115,56,66726,2,1.0342785658655
Pseudomonadota,GCF_017858835.1,NZ_CP021077.1,137,89,106026,1,0.1125781792911744
Pseudomonadota,GCF_017948245.1,NZ_CP072866.1,500,437,456729,4,1.3911246612257997
Pseudomonadota,GCF_017948245.1,NZ_CP072868.1,452,427,432879,4,1.4489741526076445
Pseudomonadota,GCF_018075245.1,NZ_CP072972.1,133,65,67239,1,1.3326315789473684
Pseudomonadota,GCF_018128445.1,NZ_CP071082.1,106,58,70680,2,1.0339115891884625
Pseudomonadota,GCF_018138305.2,NZ_CP082792.1,108,56,64431,2,1.021274634377258
Pseudomonadota,GCF_018141245.1,NZ_CP032074.1,109,56,63954,1,1.1469098277608916
Pseudomonadota,GCF_018199995.1,NZ_CP073579.1,1445,1163,1182999,3,0.7824812584152655
Pseudomonadota,GCF_018219265.1,NZ_CP063841.1,139,93,100935,1,0.3534230544177882
Pseudomonadota,GCF_018223785.1,NZ_CP073666.1,88,47,48717,1,0.3919028340080971
Pseudomonadota,GCF_018279085.1,NZ_CP047004.1,121,54,61815,5,1.0132646533686511
Pseudomonadota,GCF_018279085.1,NZ_CP047007.1,7,5,1428,5,1.1987838827838826
Pseudomonadota,GCF_018279125.1,NZ_CP047013.1,106,55,50862,4,0.9318891342317368
Pseudomonadota,GCF_018279165.1,NZ_CP047290.1,146,134,142371,3,1.4924850971925652
Pseudomonadota,GCF_018279165.1,NZ_CP047292.1,89,85,88548,3,1.5496320149206992
Pseudomonadota,GCF_018316615.1,NZ_CP074122.1,112,55,61620,3,1.0684820490481546
Pseudomonadota,GCF_018394355.1,NZ_CP074582.1,123,105,92151,1,1.2085805568233683
Pseudomonadota,GCF_018408855.1,NZ_AP024326.1,906,699,664965,2,1.227370199322539
Pseudomonadota,GCF_018408855.1,NZ_AP024327.1,618,562,579387,2,1.4093369034811314
Pseudomonadota,GCF_018415975.1,NZ_CP075058.1,117,52,59682,3,1.1012812321322036
Pseudomonadota,GCF_018415975.1,NZ_CP075059.1,108,53,55824,3,1.0687058641821598
Pseudomonadota,GCF_018436065.1,NZ_CP075348.1,395,345,364467,2,1.1985140895599231
Pseudomonadota,GCF_018436125.1,NZ_CP075356.1,394,344,364047,2,1.199069629917656
Pseudomonadota,GCF_018436245.1,NZ_CP075360.1,395,345,364380,2,1.1982058164143534
Pseudomonadota,GCF_018449045.1,NZ_CP075258.1,104,54,68130,2,1.0280243804416305
Pseudomonadota,GCF_018454365.1,NZ_CP075317.1,119,58,68865,2,1.046051493234592
Pseudomonadota,GCF_018771465.1,NZ_CP076307.1,101,54,45969,4,0.8990251538117513
Pseudomonadota,GCF_018771585.1,NZ_CP076303.1,98,49,49923,2,1.0546114997723226
Pseudomonadota,GCF_018798885.1,NZ_CP076366.1,125,100,99798,2,1.4531157944503037
Pseudomonadota,GCF_018884065.1,NZ_CP048917.1,99,43,44541,2,0.9863992013187528
Pseudomonadota,GCF_018884085.1,NZ_CP049149.1,120,56,63813,1,1.2766415500538213
Pseudomonadota,GCF_018884145.1,NZ_CP049152.1,120,56,63813,1,1.2766415500538213
Pseudomonadota,GCF_018884385.1,NZ_CP035843.1,130,58,60510,4,1.050935834806799
Pseudomonadota,GCF_018884525.1,NZ_CP035876.1,115,47,39570,4,0.9979626867569202
Pseudomonadota,GCF_018987265.1,NZ_CP076854.1,1918,1727,1792596,1,0.1947223527831867
Pseudomonadota,GCF_018987285.1,NZ_CP076850.1,38,21,19386,1,0.1901408450704225
Pseudomonadota,GCF_019047205.1,NZ_CP077239.1,107,63,57627,1,0.5577342047930284
Pseudomonadota,GCF_019048185.1,NZ_CP077332.1,104,82,66021,1,0.8870392390011891
Pseudomonadota,GCF_019048945.1,NZ_CP074401.1,46,42,42216,2,1.3084548260157545
Pseudomonadota,GCF_019076985.1,NZ_CP075326.1,220,111,120417,1,2.163445610160133
Pseudomonadota,GCF_019086825.1,NZ_CP074704.1,106,52,48429,3,1.0652760894180553
Pseudomonadota,GCF_019107685.1,NZ_CP077781.1,66,47,26919,1,0.4157303370786517
Pseudomonadota,GCF_019286455.1,NZ_CP079122.1,107,57,70338,1,1.1931623931623931
Pseudomonadota,GCF_019286515.1,NZ_CP079133.1,107,57,70008,1,1.1982832618025752
Pseudomonadota,GCF_019286855.1,NZ_CP079158.1,136,126,121941,1,0.9180018850141376
Pseudomonadota,GCF_019317005.1,NZ_CP079601.1,111,105,105306,1,1.226904376012966
Pseudomonadota,GCF_019317025.1,NZ_CP079608.1,110,100,94782,1,0.925
Pseudomonadota,GCF_019317225.1,NZ_CP079675.1,135,125,120852,1,0.9307692307692308
Pseudomonadota,GCF_019334545.1,NZ_CP079728.1,118,70,81690,1,0.8688783570300159
Pseudomonadota,GCF_019334625.1,NZ_CP079763.1,102,55,69534,2,1.0359376284000328
Pseudomonadota,GCF_019428725.1,NZ_CP080149.1,124,62,67122,3,1.0930994271194867
Pseudomonadota,GCF_019431165.1,NZ_CP080257.1,114,53,64446,4,1.0726807468346713
Pseudomonadota,GCF_019431295.1,NZ_CP080229.1,79,42,41859,2,0.9994888583285668
Pseudomonadota,GCF_019431295.1,NZ_CP080230.1,67,35,28140,2,1.1253499172922763
Pseudomonadota,GCF_019434375.1,NZ_CP076528.1,80,41,44007,2,0.992627640026484
Pseudomonadota,GCF_019443365.1,NZ_CP080373.1,96,41,46521,3,1.0901240663616698
Pseudomonadota,GCF_019443545.1,NZ_CP080358.1,114,58,68646,1,1.2
Pseudomonadota,GCF_019443585.1,NZ_CP080364.1,115,58,69270,2,1.0053833169803803
Pseudomonadota,GCF_019537295.1,NZ_JAIEUG010000003.1,129,65,70662,1,1.280943025540275
Pseudomonadota,GCF_019670005.1,NZ_AP019786.1,75,52,43539,2,1.3969089111889466
Pseudomonadota,GCF_019720795.1,NZ_CP081308.1,104,54,51249,4,0.9146509059684232
Pseudomonadota,GCF_019823785.1,NZ_CP082006.1,118,57,67107,2,1.0300746147873796
Pseudomonadota,GCF_019843995.1,NZ_CP082122.1,116,56,61416,3,1.0929332316630098
Pseudomonadota,GCF_019856295.1,NZ_CP082171.1,118,62,71934,1,1.2035555555555555
Pseudomonadota,GCF_019880205.1,NZ_CP082297.1,94,69,53889,2,1.2219177608397715
Pseudomonadota,GCF_019903155.1,NZ_CP059543.1,119,53,68115,1,0.896551724137931
Pseudomonadota,GCF_019904295.1,NZ_CP065362.1,425,385,430437,2,0.949119301706485
Pseudomonadota,GCF_019915365.1,NZ_CP082810.1,61,30,29313,1,0.3352601156069364
Pseudomonadota,GCF_019969545.1,NZ_CP081778.1,63,45,27597,2,1.091371681415929
Pseudomonadota,GCF_019969565.1,NZ_CP081694.1,52,35,16758,2,1.0689145660332753
Pseudomonadota,GCF_019969585.1,NZ_CP081786.1,62,45,28134,2,1.088302020560085
Pseudomonadota,GCF_019969585.1,NZ_CP081787.1,13,9,3273,2,1.211024978466839
Pseudomonadota,GCF_019969605.1,NZ_CP081792.1,95,46,53184,4,1.074765500537653
Pseudomonadota,GCF_019969645.1,NZ_CP081702.1,95,46,54189,4,1.0693609349533713
Pseudomonadota,GCF_019970975.1,NZ_CP081707.1,96,47,55218,4,1.0679844421424414
Pseudomonadota,GCF_019976835.1,NZ_AP024520.1,95,56,61509,1,0.7682119205298013
Pseudomonadota,GCF_020002305.1,NZ_CP079892.1,117,51,60996,4,1.0675336455586797
Pseudomonadota,GCF_020080045.1,NZ_CP083452.1,332,308,304161,2,1.343568128294467
Pseudomonadota,GCF_020091645.1,NZ_CP083587.1,98,48,47364,3,1.0729820340432237
Pseudomonadota,GCF_020149465.1,NZ_CP083706.1,85,42,40242,2,0.9852854067803808
Pseudomonadota,GCF_020149825.1,NZ_CP083789.1,4,3,741,2,2.403846153846154
Pseudomonadota,GCF_020221715.1,NZ_CP084170.1,124,106,92844,1,1.2045351473922905
Pseudomonadota,GCF_020405145.1,NZ_CP084487.1,1462,1364,1457889,2,1.4910767454542655
Pseudomonadota,GCF_020405145.1,NZ_CP084488.1,1392,1262,1277223,2,1.450890176482611
Pseudomonadota,GCF_020525705.1,NZ_CP084772.1,111,60,72294,2,1.0328342371201045
Pseudomonadota,GCF_020525725.1,NZ_CP084792.1,111,60,68472,2,1.00863420164689
Pseudomonadota,GCF_020525825.1,NZ_CP084809.1,127,63,69579,2,1.0077117243926184
Pseudomonadota,GCF_020525905.1,NZ_CP084826.1,105,53,68133,2,1.0567691669290764
Pseudomonadota,GCF_020525965.1,NZ_CP084833.1,111,61,73683,2,1.032451102606437
Pseudomonadota,GCF_020525985.1,NZ_CP084845.1,111,61,73683,2,1.0340799268020702
Pseudomonadota,GCF_020526005.1,NZ_CP084854.1,110,54,69105,3,0.9553125649734048
Pseudomonadota,GCF_020526005.1,NZ_CP084855.1,64,37,26826,3,1.049039365622591
Pseudomonadota,GCF_020540945.1,NZ_CP085058.1,96,41,42741,2,1.0098384261441922
Pseudomonadota,GCF_020540985.1,NZ_CP085065.1,101,54,52284,3,1.1134484545123902
Pseudomonadota,GCF_020616475.1,NZ_CP085184.1,117,55,57447,3,1.1274109771247391
Pseudomonadota,GCF_020641015.1,NZ_CP085480.1,106,55,68343,2,1.0362608786661407
Pseudomonadota,GCF_020827555.1,NZ_CP083480.1,112,50,61527,4,1.020006557964882
Pseudomonadota,GCF_020827575.1,NZ_CP083486.1,105,47,46182,2,1.006551196878625
Pseudomonadota,GCF_020827615.1,NZ_CP083502.1,118,53,61098,3,1.06237760939306
Pseudomonadota,GCF_020868245.1,NZ_CP086388.1,115,75,67509,1,1.1601513240857504
Pseudomonadota,GCF_020883415.1,NZ_CP086606.1,110,64,66048,1,1.0095518001469508
Pseudomonadota,GCF_020883495.1,NZ_CP086614.1,31,21,19626,1,0.6125461254612546
Pseudomonadota,GCF_020885575.1,NZ_AP024960.1,71,50,42165,2,1.8405807387121105
Pseudomonadota,GCF_020886495.2,NZ_AP025215.1,121,54,62856,4,1.0536773636763197
Pseudomonadota,GCF_021052365.1,NZ_CP088101.1,450,245,189117,1,1.7254792998055015
Pseudomonadota,GCF_021052565.1,NZ_CP088110.1,1391,1257,1289439,1,1.4227775364981794
Pseudomonadota,GCF_021052665.1,NZ_CP088114.1,1434,1290,1333512,1,1.0000641005095992
Pseudomonadota,GCF_021052665.1,NZ_CP088115.1,1112,963,955446,1,0.939311839609862
Pseudomonadota,GCF_021052665.1,NZ_CP088116.1,253,202,175539,1,0.9550218340611354
Pseudomonadota,GCF_021052665.1,NZ_CP088118.1,120,81,74793,1,0.8325000000000001
Pseudomonadota,GCF_021137835.1,NZ_CP083035.1,111,60,68496,1,1.187956204379562
Pseudomonadota,GCF_021166195.1,NZ_CP089018.1,112,60,69222,1,0.8545343883140597
Pseudomonadota,GCF_021228015.1,NZ_CP089299.1,36,26,30672,1,1.3410852713178294
Pseudomonadota,GCF_021245755.2,NZ_CP170139.1,120,59,69696,2,1.0148705065616712
Pseudomonadota,GCF_021391315.1,NZ_CP090023.1,258,188,187155,2,1.465087925633999
Pseudomonadota,GCF_021391675.1,NZ_CP090096.1,1112,1009,1053639,3,2.023311647806358
Pseudomonadota,GCF_021397695.1,NZ_CP090147.1,139,69,67653,1,1.3280898876404494
Pseudomonadota,GCF_021397715.1,NZ_CP090208.1,519,453,425190,1,0.3395939086294416
Pseudomonadota,GCF_021398115.1,NZ_CP090193.1,133,63,63036,1,1.342756183745583
Pseudomonadota,GCF_021442045.1,NZ_CP090470.1,120,73,83595,1,0.8812691914022518
Pseudomonadota,GCF_021484785.1,NZ_CP090612.1,436,426,362445,4,1.0715336214998874
Pseudomonadota,GCF_021497265.1,NZ_CP053864.1,110,58,69417,2,1.0485066748550311
Pseudomonadota,GCF_021497565.1,NZ_CP071390.1,103,47,42309,2,1.034602261931316
Pseudomonadota,GCF_021498025.2,NZ_CP097097.1,86,44,44766,2,0.990047811256196
Pseudomonadota,GCF_021498045.1,NZ_CP054193.1,89,44,39891,2,0.9927372880612594
Pseudomonadota,GCF_021535065.1,NZ_CP091013.1,2823,2466,2533392,4,1.7115748065026952
Pseudomonadota,GCF_021535065.1,NZ_CP091014.1,927,821,871764,4,1.6834955026633909
Pseudomonadota,GCF_021655475.1,NZ_AP024574.1,110,53,66990,2,1.0218295218295217
Pseudomonadota,GCF_021729785.1,NZ_CP058547.1,128,78,88035,2,1.0300377124031903
Pseudomonadota,GCF_021729845.1,NZ_CP063398.1,610,568,633468,2,1.4833285571897654
Pseudomonadota,GCF_021733125.1,NZ_CP090966.1,9,6,6246,1,1.2439024390243902
Pseudomonadota,GCF_021869645.1,NZ_CP091495.1,117,60,46842,2,0.8877022723826441
Pseudomonadota,GCF_021869665.1,NZ_CP091490.1,123,59,60561,1,1.242489270386266
Pseudomonadota,GCF_021899615.1,NZ_CP091592.1,112,57,67998,2,1.016312617274123
Pseudomonadota,GCF_022023855.1,NZ_CP059450.1,1802,1441,1587903,13,1.7493505779425471
Pseudomonadota,GCF_022023855.1,NZ_CP059452.1,591,523,628986,13,1.7801464998273495
Pseudomonadota,GCF_022023855.1,NZ_CP059453.1,545,477,522519,13,1.7977510104827794
Pseudomonadota,GCF_022023855.1,NZ_CP059454.1,118,102,141840,13,1.6720174308263038
Pseudomonadota,GCF_022024315.1,NZ_CP091811.1,12,6,1743,2,0.6673427991886411
Pseudomonadota,GCF_022058205.1,NZ_CP091837.1,81,53,50235,2,0.7984469662114227
Pseudomonadota,GCF_022058225.1,NZ_CP091840.1,71,53,56976,1,0.3721973094170404
Pseudomonadota,GCF_022220405.1,NZ_CP092043.1,106,56,67164,2,1.0537840585067062
Pseudomonadota,GCF_022227035.1,NZ_CP089967.1,265,190,193272,2,1.470112720917602
Pseudomonadota,GCF_022227035.1,NZ_CP089971.1,99,78,82176,2,1.4776445337359774
Pseudomonadota,GCF_022353665.1,NZ_CP054975.1,113,60,69690,1,0.843359142346635
Pseudomonadota,GCF_022353705.1,NZ_CP054987.1,110,56,69729,2,1.0440331227661874
Pseudomonadota,GCF_022354285.1,NZ_CP055187.1,120,51,60396,2,1.0046603778408365
Pseudomonadota,GCF_022354345.1,NZ_CP055201.1,100,43,44700,2,0.9173729941187428
Pseudomonadota,GCF_022354485.1,NZ_CP092346.1,2170,1875,1802472,1,0.2377777777777777
Pseudomonadota,GCF_022354525.1,NZ_CP092338.1,113,57,66369,2,1.0184501909667474
Pseudomonadota,GCF_022369275.1,NZ_CP058730.1,110,47,58452,1,0.8960784313725491
Pseudomonadota,GCF_022369355.1,NZ_CP059475.1,115,50,57684,1,0.8476286579212916
Pseudomonadota,GCF_022376815.1,NZ_CP066555.1,147,71,70989,1,1.268101761252446
Pseudomonadota,GCF_022376815.1,NZ_CP066556.1,39,32,17961,1,1.1875
Pseudomonadota,GCF_022453585.1,NZ_CP092645.1,102,53,50367,2,0.9627240544587012
Pseudomonadota,GCF_022453845.1,NZ_CP092685.1,111,62,60816,1,0.4534296028880866
Pseudomonadota,GCF_022492855.1,NZ_CP092756.1,114,56,66357,2,0.9987793414055814
Pseudomonadota,GCF_022492875.1,NZ_CP092762.1,114,56,66357,2,0.9987793414055814
Pseudomonadota,GCF_022492895.1,NZ_CP092768.1,112,55,65769,2,1.0020550877693737
Pseudomonadota,GCF_022494075.1,NZ_CP058881.1,100,48,46932,2,1.0503611556982344
Pseudomonadota,GCF_022494275.1,NZ_CP058773.1,80,41,26493,2,1.0739665148615054
Pseudomonadota,GCF_022494315.1,NZ_CP058750.1,100,47,46251,2,1.051887064246615
Pseudomonadota,GCF_022494415.1,NZ_CP058787.1,107,54,50313,2,0.9989535427431624
Pseudomonadota,GCF_022494435.1,NZ_CP058791.1,128,98,77730,1,1.1218836565096952
Pseudomonadota,GCF_022494725.1,NZ_CP091679.1,112,52,46836,3,0.9752707959038512
Pseudomonadota,GCF_022558825.1,NZ_CP060916.1,89,36,31680,2,0.9743570770849777
Pseudomonadota,GCF_022558845.1,NZ_CP060921.1,88,36,31680,2,0.9743570770849777
Pseudomonadota,GCF_022558865.1,NZ_CP060935.1,89,36,31680,2,0.9743570770849777
Pseudomonadota,GCF_022558885.1,NZ_CP060930.1,106,43,40221,2,0.9712359170747548
Pseudomonadota,GCF_022558965.1,NZ_CP041717.1,247,121,146028,17,1.2651827554731354
Pseudomonadota,GCF_022558985.1,NZ_CP043277.1,98,50,47790,3,0.9166627014922598
Pseudomonadota,GCF_022559025.1,NZ_CP043288.1,93,47,43503,2,1.0166602604385928
Pseudomonadota,GCF_022559065.1,NZ_CP043337.1,98,42,43983,5,0.90406343560899
Pseudomonadota,GCF_022559065.1,NZ_CP043339.1,7,5,1428,5,0.9831871871871872
Pseudomonadota,GCF_022559325.1,NZ_CP060984.1,12,8,2109,1,0.8
Pseudomonadota,GCF_022559855.1,NZ_CP091754.1,113,58,69444,2,1.0359912560771083
Pseudomonadota,GCF_022577075.1,NZ_CP084243.1,112,60,71928,1,1.1748726655348047
Pseudomonadota,GCF_022591475.1,NZ_CP093228.1,104,43,48228,2,1.0249802608293177
Pseudomonadota,GCF_022625045.1,NZ_CP093536.1,1603,1349,1620285,3,2.351824970186198
Pseudomonadota,GCF_022699465.1,NZ_CP093921.1,105,50,42666,3,0.9912012792827448
Pseudomonadota,GCF_022759565.1,NZ_CP094284.1,115,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_022759725.1,NZ_CP086503.1,105,51,43782,3,0.9948066300348872
Pseudomonadota,GCF_022759745.1,NZ_CP086493.1,105,50,42975,3,0.9992203243908234
Pseudomonadota,GCF_022759765.1,NZ_CP086483.1,105,51,43482,3,0.999956235267752
Pseudomonadota,GCF_022759785.1,NZ_CP086473.1,105,51,43590,3,1.0026337907613765
Pseudomonadota,GCF_022759805.1,NZ_CP086513.1,105,51,44040,3,0.9953743653624748
Pseudomonadota,GCF_022788655.1,NZ_CP084952.1,259,205,205413,2,1.2808662691091968
Pseudomonadota,GCF_022788655.1,NZ_CP084955.1,148,121,107682,2,1.311204339533632
Pseudomonadota,GCF_022788675.1,NZ_CP084961.1,203,194,200688,2,1.4221848957343524
Pseudomonadota,GCF_022788715.1,NZ_CP085168.1,276,244,245925,2,1.3072207636596325
Pseudomonadota,GCF_022788735.1,NZ_CP085145.1,230,198,201780,2,1.258924193856434
Pseudomonadota,GCF_022789185.2,NZ_CP154869.1,124,58,64140,2,0.9884574468085108
Pseudomonadota,GCF_022789685.2,NZ_CP144957.1,109,57,70914,2,1.01504728387152
Pseudomonadota,GCF_022865125.1,NZ_CP094833.1,75,62,66015,2,1.4912872632659826
Pseudomonadota,GCF_022879815.1,NZ_CP084285.1,998,881,933183,3,1.0614973085518706
Pseudomonadota,GCF_022879815.1,NZ_CP084288.1,377,325,361629,3,1.065288722566635
Pseudomonadota,GCF_022964775.1,NZ_CP095126.1,109,46,49380,3,1.0865735474577916
Pseudomonadota,GCF_022964775.1,NZ_CP095127.1,104,54,47466,3,1.0459305719623446
Pseudomonadota,GCF_022964815.1,NZ_CP095139.1,126,50,58233,4,1.0860552332177054
Pseudomonadota,GCF_023024425.1,NZ_CP086223.1,113,49,39063,3,0.9394290259257594
Pseudomonadota,GCF_023024425.1,NZ_CP086226.1,7,5,1428,3,1.3543209876543207
Pseudomonadota,GCF_023094055.1,NZ_CP095788.1,134,75,71196,2,1.0315427012841272
Pseudomonadota,GCF_023167605.1,NZ_AP023436.1,126,49,41787,2,0.9821400070848272
Pseudomonadota,GCF_023169585.1,NZ_AP019805.1,110,51,43887,3,1.0270489380143986
Pseudomonadota,GCF_023205415.1,NZ_CP048611.1,102,46,45246,2,1.0504645843294864
Pseudomonadota,GCF_023278145.1,NZ_CP066352.1,437,299,313881,1,1.930090684253916
Pseudomonadota,GCF_023361255.1,NZ_CP096709.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023361275.1,NZ_CP096711.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023361895.1,NZ_CP096726.1,117,52,65196,1,0.8518189884649512
Pseudomonadota,GCF_023361955.1,NZ_CP096732.1,115,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023361995.1,NZ_CP096737.1,117,54,66672,1,0.8554112554112554
Pseudomonadota,GCF_023362055.1,NZ_CP096743.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023362115.1,NZ_CP096752.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023362195.1,NZ_CP096760.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_023362275.1,NZ_CP096770.1,116,54,66261,1,0.8536585365853658
Pseudomonadota,GCF_023375585.1,NZ_CP095172.1,130,60,64188,1,1.294245385450597
Pseudomonadota,GCF_023376095.1,NZ_CP049847.1,97,44,38238,2,1.0152197396099836
Pseudomonadota,GCF_023516115.1,NZ_CP080083.1,108,52,45810,3,0.9796756419641992
Pseudomonadota,GCF_023518355.1,NZ_CP067430.1,102,47,43839,3,1.0574141344971606
Pseudomonadota,GCF_023547485.1,NZ_CP053644.1,129,65,70662,1,1.280943025540275
Pseudomonadota,GCF_023547485.1,NZ_CP053648.1,72,64,58485,1,0.9774011299435028
Pseudomonadota,GCF_023573725.1,NZ_CP097672.1,114,60,69828,2,1.0120255183413078
Pseudomonadota,GCF_023573865.1,NZ_CP097699.1,114,57,66603,2,1.0188449069669427
Pseudomonadota,GCF_023573885.1,NZ_CP097705.1,115,61,71322,2,1.028331913187309
Pseudomonadota,GCF_023657755.1,NZ_CP098153.1,109,53,68175,2,1.032597822793224
Pseudomonadota,GCF_023657775.1,NZ_CP098157.1,144,120,110976,3,1.014677160483058
Pseudomonadota,GCF_023657775.1,NZ_CP098158.1,110,54,69735,3,1.0617807109746629
Pseudomonadota,GCF_023657875.1,NZ_CP098173.1,271,249,234219,1,0.795221843003413
Pseudomonadota,GCF_023658265.1,NZ_CP098199.1,108,46,42747,3,0.976089012219744
Pseudomonadota,GCF_023658425.1,NZ_CP098226.1,21,7,2100,3,1.0982146233422467
Pseudomonadota,GCF_023702755.1,NZ_CP098495.1,255,214,230436,2,1.1789822567783097
Pseudomonadota,GCF_023703835.1,NZ_CP077807.1,116,51,60726,2,0.9615626527868318
Pseudomonadota,GCF_023734795.1,NZ_AP025766.1,139,66,67113,1,1.3232104121475057
Pseudomonadota,GCF_023734815.1,NZ_AP025769.1,138,65,66612,1,1.323177366702938
Pseudomonadota,GCF_023734875.1,NZ_AP025776.1,139,66,66132,1,1.3266666666666669
Pseudomonadota,GCF_023734895.1,NZ_AP025779.1,129,60,60456,1,1.33729216152019
Pseudomonadota,GCF_023735015.1,NZ_AP025794.1,132,62,61971,1,1.33806146572104
Pseudomonadota,GCF_023735195.1,NZ_AP025806.1,134,64,63981,1,1.3410672853828307
Pseudomonadota,GCF_023735255.1,NZ_AP025814.1,140,67,66792,1,1.3232758620689655
Pseudomonadota,GCF_023735315.1,NZ_AP025823.1,130,61,62082,1,1.3333333333333333
Pseudomonadota,GCF_023735335.1,NZ_AP025825.1,128,58,59421,1,1.3436385255648038
Pseudomonadota,GCF_023735355.1,NZ_AP025829.1,132,62,61971,1,1.33806146572104
Pseudomonadota,GCF_023735375.1,NZ_AP025832.1,133,63,62976,1,1.3356725146198831
Pseudomonadota,GCF_023735395.1,NZ_AP025835.1,132,62,61971,1,1.33806146572104
Pseudomonadota,GCF_023735435.1,NZ_AP025841.1,133,63,62976,1,1.3356725146198831
Pseudomonadota,GCF_023756145.1,NZ_CP115617.1,130,62,67620,1,1.2896825396825398
Pseudomonadota,GCF_023809705.1,NZ_CP098797.1,114,102,115332,3,0.4390627788134868
Pseudomonadota,GCF_023821965.1,NZ_CP098808.1,1531,1403,1489599,2,1.4773995358172995
Pseudomonadota,GCF_023821965.1,NZ_CP098809.1,1467,1276,1291104,2,1.4285444365666082
Pseudomonadota,GCF_023897035.1,NZ_CP053692.1,130,66,71784,1,1.2769679300291543
Pseudomonadota,GCF_023897035.1,NZ_CP053696.1,72,64,58485,1,0.9774011299435028
Pseudomonadota,GCF_023920245.1,NZ_CP092518.1,7,3,708,1,2.181818181818182
Pseudomonadota,GCF_024022955.1,NZ_CP099585.1,121,75,89550,1,0.1465437788018433
Pseudomonadota,GCF_024182005.1,NZ_AP025838.1,133,63,62976,1,1.3356725146198831
Pseudomonadota,GCF_024206775.1,NZ_CP072993.1,497,446,470490,3,1.4203048661100268
Pseudomonadota,GCF_024223795.1,NZ_CP100480.1,109,54,65364,2,1.0186296830457704
Pseudomonadota,GCF_024224055.1,NZ_CP100487.1,109,46,40884,2,1.014953880457304
Pseudomonadota,GCF_024225755.1,NZ_CP100532.1,114,48,46428,3,1.0718329913768558
Pseudomonadota,GCF_024226085.1,NZ_CP100547.1,121,53,61146,4,1.0705996244284073
Pseudomonadota,GCF_024226085.1,NZ_CP100548.1,89,42,46809,4,0.9620699177159516
Pseudomonadota,GCF_024226755.1,NZ_CP100523.1,110,54,65364,2,1.0186296830457704
Pseudomonadota,GCF_024266165.1,NZ_CP100671.1,104,49,50985,2,1.029083119464606
Pseudomonadota,GCF_024266465.1,NZ_CP100711.1,98,54,39486,3,1.0910783427967785
Pseudomonadota,GCF_024266545.1,NZ_CP100729.1,107,61,42972,3,1.1346314109999776
Pseudomonadota,GCF_024298505.1,NZ_CP101242.1,76,43,40674,2,1.0008216619981325
Pseudomonadota,GCF_024298525.1,NZ_CP101248.1,77,43,40674,2,1.0008216619981325
Pseudomonadota,GCF_024298545.1,NZ_CP101254.1,75,43,40674,2,1.0008216619981325
Pseudomonadota,GCF_024298705.1,NZ_CP101260.1,77,43,40674,2,1.0008216619981325
Pseudomonadota,GCF_024298785.1,NZ_CP101235.1,118,61,72198,1,1.0864864864864865
Pseudomonadota,GCF_024331375.2,NZ_CP116996.1,104,50,45471,3,0.8991712791241159
Pseudomonadota,GCF_024331535.2,NZ_CP117002.1,116,61,65001,3,1.1141102861553869
Pseudomonadota,GCF_024380055.1,NZ_CP101518.1,1577,1427,1506684,2,1.4829159920565032
Pseudomonadota,GCF_024380055.1,NZ_CP101519.1,1414,1197,1181403,2,1.435919534792745
Pseudomonadota,GCF_024396875.1,NZ_CP101549.1,108,58,71340,1,1.1668077900084677
Pseudomonadota,GCF_024399595.1,NZ_CP101616.1,98,45,42675,2,0.9762008441079923
Pseudomonadota,GCF_024442155.1,NZ_CP050465.1,1857,1506,1462128,8,1.0322772151533823
Pseudomonadota,GCF_024496205.1,NZ_CP101792.1,122,46,51624,2,0.9919152747811312
Pseudomonadota,GCF_024499095.1,NZ_CP075717.1,142,111,100971,1,1.1966942148760331
Pseudomonadota,GCF_024499155.1,NZ_CP075739.1,115,59,71280,3,1.0791724803604954
Pseudomonadota,GCF_024499175.1,NZ_CP075723.1,111,52,63384,3,1.1034311585433718
Pseudomonadota,GCF_024507875.1,NZ_CP101923.1,123,54,62442,4,1.06032582074037
Pseudomonadota,GCF_024532055.1,NZ_CP099870.1,115,58,53343,3,1.0105654660224554
Pseudomonadota,GCF_024532095.1,NZ_CP099875.1,118,51,58908,4,1.0748150419873697
Pseudomonadota,GCF_024532115.1,NZ_CP099878.1,134,54,60516,4,1.0758453440376552
Pseudomonadota,GCF_024532135.1,NZ_CP099881.1,95,49,47349,3,0.9816207552521712
Pseudomonadota,GCF_024532155.1,NZ_CP099884.1,105,56,51384,3,0.9775601326665958
Pseudomonadota,GCF_024532195.1,NZ_CP099888.1,117,53,59169,4,1.0886903947890223
Pseudomonadota,GCF_024532245.1,NZ_CP099893.1,134,59,65118,4,1.064193527626103
Pseudomonadota,GCF_024532265.1,NZ_CP099896.1,127,56,56859,4,1.0724244717489313
