Genome_ID,Plasmid_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,replication_DNA_repair_and_recombination_count,replication_DNA_repair_and_recombination_percent,replication_Machinery_Elongation_count,replication_Machinery_Elongation_percent,replication_Maintenance_Partition_count,replication_Maintenance_Partition_percent,replication_Replication_Initiator_count,replication_Replication_Initiator_percent,transcription_Core_transcription_machinery_count,transcription_Core_transcription_machinery_percent,transcription_Initiation_and_promoter_recognition_count,transcription_Initiation_and_promoter_recognition_percent,transcription_Termination_and_anti_termination_count,transcription_Termination_and_anti_termination_percent,transcription_Transcription_regulation_count,transcription_Transcription_regulation_percent,translation_Regulation_and_Control_count,translation_Regulation_and_Control_percent,translation_Ribosomal_RNA_count,translation_Ribosomal_RNA_percent,translation_Ribosomal_proteins_count,translation_Ribosomal_proteins_percent,translation_Ribosome_assembly_and_maturation_count,translation_Ribosome_assembly_and_maturation_percent,translation_aaRS_count,translation_aaRS_percent,translation_tRNA_count,translation_tRNA_percent
GCF_021730005.1,NZ_CP068632.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,1,0.6452,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730025.1,NZ_CP068649.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,1,0.6452,1,1.2987,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730025.1,NZ_CP068650.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,0,0.0,1,1.2987,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730025.1,NZ_CP068651.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,0,0.0,1,1.2987,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730065.1,NZ_CP068640.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,1,0.6452,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730085.1,NZ_CP068643.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730085.1,NZ_CP068644.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,1,0.6452,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730085.1,NZ_CP068645.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730085.1,NZ_CP068646.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730325.1,NZ_CP070955.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1,0.6452,0,0.0,2,5.2632,2,1.4388,0,0.0,0,0.0,1,2.9412,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730325.1,NZ_CP070956.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,2,1.2903,0,0.0,1,2.6316,3,2.1583,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730325.1,NZ_CP070957.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021730325.1,NZ_CP070958.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0,0.0,0,0.0,1,2.6316,4,2.8777,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021733125.1,NZ_CP090963.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,2,1.2903,0,0.0,2,5.2632,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021733125.1,NZ_CP090964.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,2,1.2903,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,1,2.9412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021733125.1,NZ_CP090965.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,0,0.0,1,1.2987,1,2.6316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021733125.1,NZ_CP090966.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
GCF_021733145.1,NZ_CP090969.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,1,0.6452,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021733585.2,NZ_CP096275.1,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas arboricola,0,0.0,0,0.0,3,7.8947,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021764725.1,NZ_CP091466.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021765875.1,NZ_CP090500.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021766015.1,NZ_CP090503.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768305.1,NZ_CP065043.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768325.1,NZ_CP082155.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,0.6452,1,1.2987,3,7.8947,4,2.8777,0,0.0,2,3.9216,0,0.0,7,1.3699,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768325.1,NZ_CP082156.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,0.6452,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768325.1,NZ_CP082157.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,0,0.0,1,2.6316,2,1.4388,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768385.1,NZ_CP090491.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,1,0.6452,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768385.1,NZ_CP090492.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021768425.1,NZ_CP090497.1,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,1,0.6452,4,5.1948,0,0.0,1,0.7194,0,0.0,1,1.9608,0,0.0,1,0.1957,3,1.8293,0,0.0,0,0.0,0,0.0,0,0.0,6,27.2727
GCF_021789315.1,NZ_CP084562.1,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FW305-BF8,2,1.2903,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
GCF_021789315.1,NZ_CP084563.1,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FW305-BF8,1,0.6452,0,0.0,1,2.6316,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021800405.1,NZ_CP084551.1,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FW306-07-I,1,0.6452,0,0.0,2,5.2632,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021801725.1,NZ_CP084557.1,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FW306-05-C,0,0.0,0,0.0,2,5.2632,0,0.0,0,0.0,0,0.0,0,0.0,5,0.9785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021801725.1,NZ_CP084558.1,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FW306-05-C,0,0.0,0,0.0,1,2.6316,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869545.1,NZ_CP091529.1,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraplantarum,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869545.1,NZ_CP091530.1,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraplantarum,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869545.1,NZ_CP091531.1,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraplantarum,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869545.1,NZ_CP091532.1,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraplantarum,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869545.1,NZ_CP091533.1,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus paraplantarum,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091497.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,2,1.2903,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,7,1.3699,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091498.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,1,0.6452,0,0.0,3,7.8947,2,1.4388,0,0.0,1,1.9608,0,0.0,5,0.9785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091499.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,1,0.6452,1,1.2987,1,2.6316,5,3.5971,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091500.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,1,2.9412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091501.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091502.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869625.1,NZ_CP091503.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869645.1,NZ_CP091493.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL405,2,1.2903,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,5,0.9785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869645.1,NZ_CP091494.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL405,1,0.6452,0,0.0,3,7.8947,2,1.4388,0,0.0,1,1.9608,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869645.1,NZ_CP091495.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL405,1,0.6452,2,2.5974,0,0.0,1,0.7194,0,0.0,0,0.0,1,2.9412,1,0.1957,0,0.0,0,0.0,1,0.9434,0,0.0,0,0.0,2,9.0909
GCF_021869665.1,NZ_CP091487.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL411,2,1.2903,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,7,1.3699,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869665.1,NZ_CP091488.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL411,1,0.6452,0,0.0,3,7.8947,2,1.4388,0,0.0,1,1.9608,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869665.1,NZ_CP091489.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL411,1,0.6452,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869665.1,NZ_CP091490.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL411,1,0.6452,3,3.8961,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
GCF_021869665.1,NZ_CP091491.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL411,1,0.6452,1,1.2987,1,2.6316,5,3.5971,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869685.1,NZ_CP091482.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL414,2,1.2903,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869685.1,NZ_CP091483.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL414,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,1,2.9412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869685.1,NZ_CP091484.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL414,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869685.1,NZ_CP091485.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869725.1,NZ_CP091535.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,3,7.8947,4,2.8777,0,0.0,0,0.0,0,0.0,2,0.3914,1,0.6098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869725.1,NZ_CP091536.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869725.1,NZ_CP091537.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869725.1,NZ_CP091538.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021869725.1,NZ_CP091539.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899435.1,NZ_CP091649.1,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia aenigmatica,0,0.0,0,0.0,1,2.6316,1,0.7194,0,0.0,1,1.9608,0,0.0,12,2.3483,1,0.6098,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0909
GCF_021899455.1,NZ_CP091578.1,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,0.0,3,3.8961,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,5,0.9785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899455.1,NZ_CP091579.1,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,0.0,1,1.2987,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899455.1,NZ_CP091580.1,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899455.1,NZ_CP091581.1,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899575.1,NZ_CP091583.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,1,1.2987,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899575.1,NZ_CP091584.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,0.6452,1,1.2987,3,7.8947,4,2.8777,0,0.0,2,3.9216,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899575.1,NZ_CP091585.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,1,1.2987,3,7.8947,4,2.8777,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899575.1,NZ_CP091586.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,3,2.1583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899575.1,NZ_CP091587.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899615.1,NZ_CP091588.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,3,1.9355,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899615.1,NZ_CP091589.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899615.1,NZ_CP091590.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,2,5.2632,1,0.7194,0,0.0,0,0.0,1,2.9412,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899615.1,NZ_CP091591.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899615.1,NZ_CP091592.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,0.6452,3,3.8961,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0909
GCF_021899615.1,NZ_CP091593.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,0.6452,1,1.2987,2,5.2632,4,2.8777,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_021899715.1,NZ_CP091595.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,0,0.0,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
