GCF_ID,Plasmid_ID,Length,Total_tRNA,sample_id,num_contigs,size,gc,md5,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,primary_cluster_id,secondary_cluster_id,predicted_host_range_overall_rank,predicted_host_range_overall_name,observed_host_range_ncbi_rank,observed_host_range_ncbi_name,reported_host_range_lit_rank,reported_host_range_lit_name,associated_pmid(s),has_tRNA,mobility_status,size_group
GCF_030039325.1,NZ_CP124417.1,108564,4,"NZ_CP124417.1 Escherichia coli strain AVS0223 plasmid pAVS0223-B, complete sequence",1.0,108564.0,0.4649054935337681,e77748c6942c6681a616883fbe640d93,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP020118,0.0110444,Escherichia coli,AA747,AJ076,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_030168675.1,NZ_CP122494.1,99442,3,"NZ_CP122494.1 Escherichia coli strain a15 plasmid unnamed2, complete sequence",1.0,99442.0,0.4745982582812091,15d070a9c406958e56845d1faf19f0f5,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP019188,0.0217795,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030168695.1,NZ_CP122497.1,107494,1,"NZ_CP122497.1 Escherichia coli strain a7 plasmid unnamed1, complete sequence",1.0,107494.0,0.4862410925260945,8769a88f400e19aa36923d860bb7918f,IncFIB,000103__CP010244_00032,-,-,-,-,-,-,non-mobilizable,CP033252,0.0118927,Escherichia coli,AA749,AJ081,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_030168735.1,NZ_CP122504.1,101665,4,NZ_CP122504.1 Escherichia coli strain W619 plasmid unnamed1,1.0,101665.0,0.4782865292873653,850a352c32f9d6332aa453c3d8e2ebf9,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP019188,0.0178909,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,≥100 kb
GCF_030168755.1,NZ_CP122510.1,96279,4,NZ_CP122510.1 Escherichia coli strain W444 plasmid unnamed3,1.0,96279.0,0.4772380269840775,4543ce4e773e7179c02c372220f8296a,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,CP034790,0.025484,Escherichia coli,AB002,AJ527,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_030169475.1,NZ_CP104619.1,133317,1,"NZ_CP104619.1 Escherichia coli strain AHM9C68I plasmid pHNAH968, complete sequence",1.0,133317.0,0.5082997667214234,9d3aff6977af03e6abeb479fdb5ea2d9,IncFIB,000103__CP010244_00032,-,-,-,-,-,-,non-mobilizable,CP033252,0.0353885,Escherichia coli,AA749,AJ081,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_030169635.1,NZ_CP104632.1,100861,1,"NZ_CP104632.1 Escherichia coli strain AHM21C2872I plasmid pHNAH212872-2, complete sequence",1.0,100861.0,0.5264671181130467,a38c0d677cea4c43dc803996f61de8e4,-,-,-,-,-,-,-,-,non-mobilizable,CP024288,0.106845,Escherichia albertii,AD672,AN296,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_030285505.1,NZ_CP127257.1,98314,3,"NZ_CP127257.1 Escherichia coli strain Q5 plasmid pQ502, complete sequence",1.0,98314.0,0.4791687857273633,98d6bc0bc10847443e5392c92f9e899d,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP032939,0.0156702,Escherichia coli,AA378,AI387,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030285545.1,NZ_CP127299.1,102041,3,"NZ_CP127299.1 Escherichia coli strain APEC20/16 plasmid pAPEC201602, complete sequence",1.0,102041.0,0.4720749502650895,7c3d6470a6f2a01c1353eb41f8b2d8aa,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP040920,0.0250005,Escherichia coli,AA378,AI383,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,≥100 kb
GCF_030285545.1,NZ_CP127300.1,93835,5,"NZ_CP127300.1 Escherichia coli strain APEC20/16 plasmid pAPEC201603, complete sequence",1.0,93835.0,0.4721479192199073,6b358f264e2d0bde5a20d249985aba34,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,AP018804,0.0232268,Escherichia coli,AB002,AJ523,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_030285565.1,NZ_CP127308.1,93334,3,"NZ_CP127308.1 Escherichia coli strain C51 plasmid pC5104, complete sequence",1.0,93334.0,0.4804144256112456,9a32c74de313d54444c0a70333d15f1e,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP023381,0.0163866,Escherichia coli,AA378,AI384,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030296095.1,NZ_AP027403.1,98045,1,"NZ_AP027403.1 Escherichia coli strain EC416 isolate EC416 plasmid pEC416_1, complete sequence",1.0,98045.0,0.475852924677444,040109bd0307de40aeefb83f0c61e214,"IncFIA,IncFII,IncFII","CP022610_00144,KF954760,LS992172_00069",MOBF,NC_017627_00068,MPF_F,"NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200",MOBF,CP000430,conjugative,CP012928,0.0385787,Salmonella enterica subsp. enterica serovar Heidelberg,AA314,AI175,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 25389419; 19897651; 24247128; 20851899; 22511964,True,available,<100 kb
GCF_030296155.1,NZ_AP027414.1,90284,5,"NZ_AP027414.1 Escherichia coli strain EC361 isolate EC361 plasmid pEC361_3, complete sequence",1.0,90284.0,0.4799189225111869,f15f651d3758594cc48a21147d8ea80d,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,CP041570,0.0194352,Escherichia coli,AB005,AJ531,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_030316195.1,NZ_CP128219.1,232324,1,"NZ_CP128219.1 Escherichia coli strain TG1 plasmid F, complete sequence",1.0,232324.0,0.5041708992613764,aa04042032f0815542908879caec767b,"IncFIA,IncFIB,IncFIC","AF250878,000095__NZ_CP014273_00094,AP001918",MOBF,NC_017627_00068,MPF_F,"NC_009837_00049,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_019037_00043,NC_022651_00077,NC_013437_00116,08-5333_00200",MOBF,KT325596,conjugative,AP001918,0.0242917,Escherichia coli K-12,AA304,AI158,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 11254626; 25389419; 19482926; 19897651; 28842132; 15781495; 24247128; 20851899; 22511964; 16257053,True,available,≥100 kb
GCF_030344975.1,NZ_CP128256.1,113750,3,"NZ_CP128256.1 Escherichia coli strain T309.Ta3 plasmid pT309.Ta3_1, complete sequence",1.0,113750.0,0.4913406593406593,3b1b5cab67532a215c2108a7c635fb7c,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP035313,0.0236777,Escherichia coli,AA378,AI372,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,≥100 kb
GCF_030389295.1,NZ_CP128914.1,91453,3,"NZ_CP128914.1 Escherichia coli strain TUM13773 plasmid pMTY13773_p0111, complete sequence",1.0,91453.0,0.4823898614588914,95f805c7d110b4ebfb14d2055680856d,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP019188,0.0134036,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030389775.1,NZ_CP128951.1,655459,7,"NZ_CP128951.1 Escherichia coli strain TUM2805 plasmid pMTY2805_untypable_1, complete sequence",1.0,655459.0,0.5101493762386359,006c4aecb0473d2c48241c9efc8b2f06,-,-,-,-,-,-,-,-,non-mobilizable,CP027137,0.147707,Escherichia coli,AB161,AJ783,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_030389835.1,NZ_CP128959.1,93433,4,"NZ_CP128959.1 Escherichia coli strain TUM2330 plasmid pMTY2330_IncY, complete sequence",1.0,93433.0,0.4809221581240033,a338ff40951e74cf40236ecf336ddfd6,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP039862,0.0200822,Salmonella enterica subsp. enterica,AA378,AI387,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,<100 kb
GCF_030389855.1,NZ_CP128965.1,95639,3,"NZ_CP128965.1 Escherichia coli strain TUM1887 plasmid pMTY1887_untypable_1, complete sequence",1.0,95639.0,0.4816131494474012,f8ecfc8347a9e5498812edf96e334587,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP009168,0.015347,Escherichia coli 1303,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030389925.1,NZ_CP128972.1,97409,4,"NZ_CP128972.1 Escherichia coli strain TUM1886 plasmid pMTY1886_untypable_1, complete sequence",1.0,97409.0,0.4806742703446293,cfc95ea3288730d4b40b395854c59c6d,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP022733,0.0193714,Escherichia coli,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_030413845.1,NZ_CP129241.1,55593,1,"NZ_CP129241.1 Escherichia coli strain 1344_LBHALD plasmid p1_LBHALD, complete sequence",1.0,55593.0,0.4942348856870469,fc80d6a23e8dd8c0f2602086abe5ff8f,"IncFIB,IncFIB,IncFII","CP039454_00078,000095__NZ_CP014273_00094,CP019890_00139",-,-,-,-,-,-,non-mobilizable,CP031723,0.0191812,Enterobacter hormaechei,AA824,AJ202,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,<100 kb
GCF_030439225.1,NZ_CP129281.1,132619,3,"NZ_CP129281.1 Escherichia coli strain GZM7 plasmid pGZM7b, complete sequence",1.0,132619.0,0.4829323098500215,4368f1ff2cf2f35b22b7c10b40284ba8,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,LT985263,0.030677,Escherichia coli,AA378,AI377,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,≥100 kb
GCF_030515195.1,NZ_CP082049.1,49445,1,"NZ_CP082049.1 Escherichia coli strain MS21199 plasmid pMS21199B, complete sequence",1.0,49445.0,0.4460107189806856,7bdb53073ffc1c7977a7d1a5f5bbfcae,-,-,-,-,-,-,-,-,non-mobilizable,LT985302,0.00865422,Escherichia coli,AC621,AL885,genus,Escherichia,genus,Escherichia,-,-,-,True,available,<100 kb
GCF_030515455.1,NZ_CP082081.1,149988,5,"NZ_CP082081.1 Escherichia coli strain MS20655 plasmid pMS20655A, complete sequence",1.0,149988.0,0.4964130463770435,4dd05a5e0b19f2762a76b4a3515f0d60,-,-,-,-,-,-,-,-,non-mobilizable,CP019281,0.191731,Escherichia coli,AF190,AP111,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_030520165.1,NZ_CP130449.1,186751,3,"NZ_CP130449.1 Escherichia coli strain 11899A_LBHALD plasmid p211899A_LBHALD, complete sequence",1.0,186751.0,0.4960776649121022,3d9afea4b88a7aa8748e2f8d464e7394,"IncY,rep_cluster_2232","000230__CP009168_00001,CP031286_00006",MOBP,NC_019097,MPF_I,NC_019097_00056,MOBP,JN253636,conjugative,CP024832,0.0273375,Escherichia coli,AA378,AI383,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,≥100 kb
GCF_030552915.1,NZ_CP130671.1,5772,1,"NZ_CP130671.1 Escherichia coli strain SM107 plasmid pSM107_2, complete sequence",1.0,5772.0,0.4521829521829522,2c9851ccc6ada037ffd81ba767c918e1,rep_cluster_2350,CP041342_00001,"MOBP,MOBP","NC_017321_00002,NC_019076_00002",-,-,MOBP,KY421937,mobilizable,CP032883,0.00464278,Escherichia coli,AA159,AH802,multi-phylla,"Actinomycetota,Bacillota,Bacteroidota,Pseudomonadota",multi-phylla,"Actinomycetota,Bacillota,Bacteroidota,Pseudomonadota",genus,Escherichia,6263753; 17122402; 26802429,True,available,<100 kb
GCF_030707935.1,NZ_CP107165.1,110949,4,"NZ_CP107165.1 Escherichia coli strain R9 plasmid pR9-658-1, complete sequence",1.0,110949.0,0.4638076954276289,a60287549bacf88c686eb8d57d8ee4ef,rep_cluster_488,001852__AP017612_00001,-,-,-,-,-,-,non-mobilizable,CP019013,0.00645455,Escherichia coli,AA747,AJ079,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,≥100 kb
GCF_030707975.1,NZ_CP107175.1,111932,4,"NZ_CP107175.1 Escherichia coli strain R7 plasmid pR7-S2K78-1, complete sequence",1.0,111932.0,0.4590108280027159,84641b49404b7812060c62b65a8df772,rep_cluster_488,001852__AP017612_00001,-,-,-,-,-,-,non-mobilizable,CP027358,0.0162749,Escherichia coli,AA747,AJ079,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,≥100 kb
GCF_030708335.1,NZ_CP107145.1,111932,4,"NZ_CP107145.1 Escherichia coli strain S2 plasmid pS2-S1K81-2, complete sequence",1.0,111932.0,0.4590108280027159,84641b49404b7812060c62b65a8df772,rep_cluster_488,001852__AP017612_00001,-,-,-,-,-,-,non-mobilizable,CP027358,0.0162749,Escherichia coli,AA747,AJ079,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,≥100 kb
GCF_030717665.1,NZ_CP132064.1,139177,1,"NZ_CP132064.1 Escherichia coli strain QML220601 plasmid p1, complete sequence",1.0,139177.0,0.4911874806900565,058939ff0a0f90c4c032aefd016432bc,"IncFIA,IncFIB","000136__AP014877_00014,000095__NZ_CP014273_00094",MOBF,NC_017627_00068,MPF_F,"NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200",MOBF,CP000430,conjugative,CP027521,0.0144562,Escherichia coli,AA302,AI152,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 11254626; 25389419; 19482926; 19897651; 15781495; 24247128; 20851899; 22511964; 16257053,True,available,≥100 kb
GCF_030845355.1,NZ_CP132549.1,242042,1,"NZ_CP132549.1 Escherichia coli strain XL1-Blue plasmid pF, complete sequence",1.0,242042.0,0.4997768982242751,c91a3ed98bc3dd39a18fe311507623cc,"IncFIA,IncFIB,IncFIC","AF250878,000095__NZ_CP014273_00094,AP001918",MOBF,NC_017627_00068,MPF_F,"NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200",MOBF,KT325596,conjugative,AP001918,0.0252411,Escherichia coli K-12,AA304,AI158,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 11254626; 25389419; 19482926; 19897651; 28842132; 15781495; 24247128; 20851899; 22511964; 16257053,True,available,≥100 kb
GCF_030863965.1,NZ_CP132984.1,171722,1,"NZ_CP132984.1 Escherichia coli strain ARS-C301 plasmid unnamed2, complete sequence",1.0,171722.0,0.4853309418711639,febde9b0ccf7a9934030301f52fbb9a1,"IncFIA,IncFIB","000136__AP014877_00014,000095__NZ_CP014273_00094","MOBF,MOBF","NC_017627_00068,NC_011964_00125",MPF_F,"NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200",MOBF,NZ_CP012164,conjugative,CP027521,0.0124,Escherichia coli,AA302,AI152,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 11254626; 25389419; 19482926; 19897651; 15781495; 24247128; 20851899; 22511964; 16257053,True,available,≥100 kb
GCF_030995165.1,NZ_CP115313.1,113740,1,"NZ_CP115313.1 Escherichia coli strain CUVET18-789 plasmid pCUVET18-789.1, complete sequence",1.0,113740.0,0.4859416212414278,f702caafff25a64a75f0f6e2c7bdcedd,IncFIB,000103__CP010244_00032,-,-,-,-,-,-,non-mobilizable,CP010244,0.0110882,Escherichia coli,AA749,AJ081,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_030996645.1,NZ_CP115378.1,111925,4,"NZ_CP115378.1 Escherichia coli strain CUVET20-PYO4 plasmid pCUVET20-PYO4.2, complete sequence",1.0,111925.0,0.4607013625195443,a94db697e3b74ae5e6f7681bcb5db226,rep_cluster_488,001852__AP017612_00001,-,-,-,-,-,-,non-mobilizable,KY515224,0.000264084,Escherichia coli,AA747,AJ079,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,≥100 kb
GCF_030996645.1,NZ_CP115379.1,89033,4,"NZ_CP115379.1 Escherichia coli strain CUVET20-PYO4 plasmid pCUVET20-PYO4.3, complete sequence",1.0,89033.0,0.4748801006368425,0c2bd251aacdc15eda8beeae357278d8,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,MN101855,0.0178312,Escherichia coli,AB002,AJ521,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_031662355.1,NZ_CP134379.1,92738,5,"NZ_CP134379.1 Escherichia coli strain TUM12355 plasmid pMTY12355_3, complete sequence",1.0,92738.0,0.474012810282732,50ace9b8ad7e7eac4f60890e5c664dd8,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,CP027309,0.0166117,Escherichia coli,AB002,AJ523,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_031663095.1,NZ_CP134368.1,106293,3,"NZ_CP134368.1 Escherichia coli strain TUM12368 plasmid pMTY12368_pLF82, complete sequence",1.0,106293.0,0.4628526807974185,62994147fb0ac6dc24e3cc524560349f,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,KP792123,0.0171265,Escherichia coli,AA747,AJ075,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_031664795.1,NZ_CP134387.1,88440,1,"NZ_CP134387.1 Escherichia coli strain TUM11352 plasmid pMTY11352_3, complete sequence",1.0,88440.0,0.5140208050655812,52812a558f13370b163e6e97c83c0bdd,-,-,-,-,-,-,-,-,non-mobilizable,CP025144,0.10374,Klebsiella pneumoniae,AA860,AJ278,-,-,-,-,-,-,-,True,available,<100 kb
GCF_031665995.1,NZ_CP134391.1,100058,3,"NZ_CP134391.1 Escherichia coli strain TUM10828 plasmid pMTY10828_p0111, complete sequence",1.0,100058.0,0.4794419236842631,97f02aae5dd772fe75b6aa057ca0ea2f,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP022733,0.015347,Escherichia coli,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,≥100 kb
GCF_031786515.1,NZ_CP133922.1,105009,4,"NZ_CP133922.1 Escherichia coli strain M21170 plasmid pEco_M21170_105, complete sequence",1.0,105009.0,0.4609700120942014,2cd97122c4116c9ff76ec3aa6a8dd2c6,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CU638872,0.0165552,Escherichia coli LF82,AA747,AJ076,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_032300135.1,NZ_CP135245.1,373462,8,"NZ_CP135245.1 Escherichia coli strain OHT76-1 plasmid pOHT76-1_1, complete sequence",1.0,373462.0,0.5113451971017131,0a883c1e4ff639e00ad0f1e6fbb1a21c,-,-,-,-,-,-,-,-,non-mobilizable,CP019281,0.11676,Escherichia coli,AF190,AP111,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_032375165.1,NZ_CP135714.1,96367,3,"NZ_CP135714.1 Escherichia coli strain TUM1586 plasmid pMTY1586_IncY, complete sequence",1.0,96367.0,0.4817520520510133,9e53f515bce06a8d9c2bbfae225ff1ab,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP023961,0.0136991,Escherichia coli,AA378,AI383,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,<100 kb
GCF_032375165.1,NZ_CP135715.1,93100,4,"NZ_CP135715.1 Escherichia coli strain TUM1586 plasmid pMTY1586_untypable1, complete sequence",1.0,93100.0,0.4759398496240601,5a8019684cc7334236017d1103cbdc73,rep_cluster_1704,001113__CP011430_00070,-,-,-,-,-,-,non-mobilizable,CP034790,0.0187432,Escherichia coli,AB002,AJ527,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,<100 kb
GCF_032375245.1,NZ_CP135665.1,97430,3,"NZ_CP135665.1 Escherichia coli strain TUM9975 plasmid pMTY9975_untypable1, complete sequence",1.0,97430.0,0.4835574258441958,8c56a026c32ea9733e07a9195c4844a2,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP019188,0.0164427,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_032463745.1,NZ_CP136027.1,101594,3,"NZ_CP136027.1 Escherichia coli strain GDSC2BY4G plasmid pHNBY4G-2, complete sequence",1.0,101594.0,0.4733153532688938,171b988d4c4a0e3897d0917484cf54df,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP019188,0.0209501,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,AA378,AI389,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,≥100 kb
GCF_033395675.1,NZ_CP137697.1,128814,1,"NZ_CP137697.1 Escherichia coli isolate FELIX_MS533 plasmid pEcFELIX533.1, complete sequence",1.0,128814.0,0.5167606005558402,0a8e09566eb70a8bc1ef2c240886dcb1,-,-,-,-,-,-,-,-,non-mobilizable,CP030285,0.151946,Escherichia coli,AA374,AI354,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_033395675.1,NZ_CP137698.1,111928,4,"NZ_CP137698.1 Escherichia coli isolate FELIX_MS533 plasmid pEcFELIX533.2, complete sequence",1.0,111928.0,0.4607694232006289,051292338e0eb36346934a8f01d35bc7,rep_cluster_488,001852__AP017612_00001,-,-,-,-,-,-,non-mobilizable,KY515224,7.15897e-05,Escherichia coli,AA747,AJ079,family,Enterobacteriaceae,family,Enterobacteriaceae,-,-,-,True,available,≥100 kb
GCF_033439065.1,NZ_CP137739.1,187535,1,"NZ_CP137739.1 Escherichia coli strain HNSQ2209 plasmid unnamed2, complete sequence",1.0,187535.0,0.472199856026875,2a35454a8d91654422fa81c6d42933ca,IncFIA,AF250878,-,-,MPF_F,"NC_019360_00278,NC_009981_00239",-,-,non-mobilizable,CP033094,0.0351567,Escherichia coli,AA998,AJ516,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,10773089; 25389419; 19897651; 24247128; 20851899; 22511964,True,available,≥100 kb
GCF_033802445.1,NZ_CP138405.1,101052,3,"NZ_CP138405.1 Escherichia coli strain 64EVA plasmid p64EVA-6, complete sequence",1.0,101052.0,0.486036891897241,20a8385a8f7c3a3e36f3ff7b06a76cec,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,MH781719,0.0200822,Klebsiella pneumoniae,AA378,AI373,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,≥100 kb
GCF_033802485.1,NZ_CP138414.1,99580,3,"NZ_CP138414.1 Escherichia coli strain 50EVA plasmid p50EVA-2, complete sequence",1.0,99580.0,0.4790018075918859,5a59c32f65079da7d7144022151819d8,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP020522,0.0181917,Escherichia coli,AA378,AI384,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_034089005.1,NZ_CP115826.1,47289,1,"NZ_CP115826.1 Escherichia coli strain E1 plasmid pE1-5, complete sequence",1.0,47289.0,0.4458542155681025,f1e5199792a1909e38a96b168cb0e461,-,-,-,-,-,-,-,-,non-mobilizable,AP018573,0.00541137,Escherichia coli,AC621,AL885,genus,Escherichia,genus,Escherichia,-,-,-,True,available,<100 kb
GCF_034120885.1,NZ_CP141752.1,89634,3,"NZ_CP141752.1 Escherichia coli strain 2023CK-01482 plasmid unnamed2, complete sequence",1.0,89634.0,0.4749871700470803,c81a2c860fb6bea8c6a6a2dbff8be567,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP031654,0.00058191,Escherichia coli,AA379,AI397,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,<100 kb
GCF_034120885.1,NZ_CP141750.1,47948,2,"NZ_CP141750.1 Escherichia coli strain 2023CK-01482 plasmid unnamed4, complete sequence",1.0,47948.0,0.5052974055226496,8c9698356144849d6d894954a4a24388,-,-,-,-,-,-,-,-,non-mobilizable,CP012733,0.108487,Shigella flexneri 1a,AE322,AO085,-,-,-,-,-,-,-,True,available,<100 kb
GCF_034421835.1,NZ_CP139806.1,93081,3,"NZ_CP139806.1 Escherichia coli strain HN257 plasmid pHN257-3, complete sequence",1.0,93081.0,0.4785079661799937,bb8491023fe8c988ed2e0a52b05e812b,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,MG825379,0.000705841,Escherichia coli,AA378,AI374,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,<100 kb
GCF_034422495.1,NZ_CP139854.1,97845,3,NZ_CP139854.1 Escherichia coli strain Nord122 plasmid pNord122_1,1.0,97845.0,0.4780826817926312,578f8c1ff52f06f08c05164174beb652,IncHI1B,000138__CP021336_00001,-,-,-,-,-,-,non-mobilizable,CP023961,0.0142518,Escherichia coli,AA378,AI383,order,Enterobacterales,order,Enterobacterales,genus,Salmonella,18606786,True,available,<100 kb
GCF_034422435.1,NZ_CP139843.1,96069,3,"NZ_CP139843.1 Escherichia coli strain Nord58 plasmid pNORD58_2, complete sequence",1.0,96069.0,0.4810604877744121,c03a0c940824e7433dea403c2132f8b0,IncY,000230__CP009168_00001,-,-,-,-,-,-,non-mobilizable,CP003110,0.0140996,Escherichia coli O55:H7 str. RM12579,AA378,AI390,family,Enterobacteriaceae,family,Enterobacteriaceae,genus,Escherichia,28031198,True,available,<100 kb
