Replicon_Acc,Length,Total_tRNA,log10_size,has_tRNA,plot_eligible,size_bin
NZ_CP147049.1,125807,0,5.099704806266612,False,True,"(5.069, 5.207]"
NZ_CP147047.1,2676,0,3.4274861090957853,False,True,"(3.414, 3.552]"
NZ_CP147045.1,3180,0,3.5024271199844326,False,True,"(3.414, 3.552]"
NZ_CP147039.1,140764,0,5.148491599405306,False,True,"(5.069, 5.207]"
NZ_CP147040.1,48446,0,4.685257924841032,False,True,"(4.655, 4.793]"
NZ_CP147037.1,33826,0,4.529250644532405,False,True,"(4.517, 4.655]"
NZ_CP147041.1,3373,0,3.5280163411892014,False,True,"(3.414, 3.552]"
NZ_CP147042.1,2994,0,3.4762517960070336,False,True,"(3.414, 3.552]"
NZ_CP147043.1,1506,0,3.177824971864682,False,True,"(3.138, 3.276]"
NZ_CP147033.1,100207,0,5.000898060405364,False,True,"(4.931, 5.069]"
NZ_CP147031.1,76320,0,4.8826383616960385,False,True,"(4.793, 4.931]"
NZ_CP147034.1,44494,0,4.648301450473586,False,True,"(4.517, 4.655]"
NZ_CP147035.1,4402,0,3.6436500382173294,False,True,"(3.552, 3.69]"
NZ_CP147036.1,2798,0,3.446847710155809,False,True,"(3.414, 3.552]"
NZ_CP147052.1,65333,0,4.815132600842988,False,True,"(4.793, 4.931]"
NZ_CP131686.1,84251,0,4.9255750643434295,False,True,"(4.793, 4.931]"
NZ_CP131687.1,82641,0,4.917195563737294,False,True,"(4.793, 4.931]"
NZ_CP131688.1,78393,0,4.894277284660224,False,True,"(4.793, 4.931]"
NZ_CP131689.1,74309,0,4.871041416904959,False,True,"(4.793, 4.931]"
NZ_CP131690.1,2963,0,3.471731651480051,False,True,"(3.414, 3.552]"
NZ_CP157328.1,110062,0,5.041637400362036,False,True,"(4.931, 5.069]"
NZ_CP157329.1,90970,3,4.9588981947107715,True,True,"(4.931, 5.069]"
NZ_CP157330.1,5166,0,3.7131544018372984,False,True,"(3.69, 3.828]"
NZ_CP157331.1,4063,0,3.6088468223264116,False,True,"(3.552, 3.69]"
NZ_CP157235.1,93982,0,4.973044682863159,False,True,"(4.931, 5.069]"
NZ_CP157236.1,90970,3,4.9588981947107715,True,True,"(4.931, 5.069]"
NZ_CP157244.1,140367,0,5.147265018032748,False,True,"(5.069, 5.207]"
NZ_CP157245.1,58380,0,4.766264090651996,False,True,"(4.655, 4.793]"
NZ_CP157246.1,24469,0,4.388616220951455,False,True,"(4.379, 4.517]"
NZ_CP157247.1,6200,0,3.792391689498254,False,True,"(3.69, 3.828]"
NZ_CP157248.1,4072,0,3.6098077693287025,False,True,"(3.552, 3.69]"
NZ_CP106955.1,152423,0,5.18305050518871,False,True,"(5.069, 5.207]"
NZ_CP106956.1,37068,0,4.5689991543490756,False,True,"(4.517, 4.655]"
NZ_CP106957.1,36286,0,4.559739096233808,False,True,"(4.517, 4.655]"
NZ_CP166436.1,141938,0,5.152098681440401,False,True,"(5.069, 5.207]"
NZ_CP166437.1,22241,0,4.347154310100595,False,True,"(4.241, 4.379]"
NZ_CP166438.1,8144,0,3.9108377649926833,False,True,"(3.828, 3.966]"
NZ_CP147076.1,120365,0,5.080500220172289,False,True,"(5.069, 5.207]"
NZ_CP147079.1,112429,4,5.050878347847936,True,True,"(4.931, 5.069]"
NZ_CP147077.1,55199,0,4.741931210004275,False,True,"(4.655, 4.793]"
NZ_CP147075.1,8162,0,3.9117965904372523,False,True,"(3.828, 3.966]"
NZ_CP147078.1,4308,0,3.634275694625944,False,True,"(3.552, 3.69]"
NZ_CP147080.1,3373,0,3.5280163411892014,False,True,"(3.414, 3.552]"
NZ_CP155524.1,235820,0,5.372580635030913,False,True,"(5.345, 5.483]"
NZ_CP155525.1,141178,0,5.149767025164735,False,True,"(5.069, 5.207]"
NZ_CP155526.1,31168,0,4.493708935198521,False,True,"(4.379, 4.517]"
NZ_CP155527.1,3258,0,3.5129510799724906,False,True,"(3.414, 3.552]"
NZ_CP155557.1,90258,0,4.955485705889344,False,True,"(4.931, 5.069]"
NZ_CP155558.1,55872,0,4.747194217689457,False,True,"(4.655, 4.793]"
NZ_CP155556.1,286601,0,5.457277701391836,False,True,"(5.345, 5.483]"
NZ_CP065204.1,148225,0,5.170921459017001,False,True,"(5.069, 5.207]"
NZ_CP065205.1,97334,3,4.988264571338308,True,True,"(4.931, 5.069]"
NZ_CP156721.1,4802,0,3.6814221557210085,False,True,"(3.552, 3.69]"
NZ_CP156720.1,45062,0,4.653810463235306,False,True,"(4.517, 4.655]"
NZ_CP156719.1,46657,0,4.668916810640076,False,True,"(4.655, 4.793]"
NZ_CP157105.1,103918,0,5.016690779738161,False,True,"(4.931, 5.069]"
NZ_CP157106.1,82087,0,4.914274383973253,False,True,"(4.793, 4.931]"
NZ_CP157107.1,9076,0,3.9578944872128985,False,True,"(3.828, 3.966]"
NZ_CP157108.1,8113,0,3.909181475977853,False,True,"(3.828, 3.966]"
NZ_CP157109.1,6715,0,3.8270460170047342,False,True,"(3.69, 3.828]"
NZ_CP157091.1,103913,0,5.016669883217334,False,True,"(4.931, 5.069]"
NZ_CP157092.1,82088,0,4.914279674601935,False,True,"(4.793, 4.931]"
NZ_CP157094.1,103500,0,5.014940349792936,False,True,"(4.931, 5.069]"
NZ_CP157096.1,109710,3,5.0402462150577065,True,True,"(4.931, 5.069]"
NZ_CP157097.1,97141,0,4.98740256992399,False,True,"(4.931, 5.069]"
NZ_CP157098.1,91956,0,4.963580071604311,False,True,"(4.931, 5.069]"
NZ_CP157099.1,16081,0,4.2063130519359575,False,True,"(4.103, 4.241]"
NZ_CP157100.1,9071,0,3.9576551669434914,False,True,"(3.828, 3.966]"
NZ_CP157101.1,9144,0,3.9611362173872253,False,True,"(3.828, 3.966]"
NZ_CP157157.1,94273,0,4.974387327625764,False,True,"(4.931, 5.069]"
NZ_CP157158.1,65935,0,4.81911601052413,False,True,"(4.793, 4.931]"
NZ_CP157159.1,75868,0,4.8800586355282505,False,True,"(4.793, 4.931]"
NZ_CP157111.1,233671,0,5.368604817135605,False,True,"(5.345, 5.483]"
NZ_CP157112.1,86049,0,4.93474582763272,False,True,"(4.931, 5.069]"
NZ_CP157113.1,65812,0,4.818305089033784,False,True,"(4.793, 4.931]"
NZ_CP157114.1,8891,0,3.9489506102455483,False,True,"(3.828, 3.966]"
NZ_CP157116.1,96182,3,4.9830938035127215,True,True,"(4.931, 5.069]"
NZ_CP157117.1,95937,0,4.981986133727372,False,True,"(4.931, 5.069]"
NZ_CP157118.1,9328,0,3.969788537414939,False,True,"(3.966, 4.103]"
NZ_CP157133.1,103565,0,5.015213009510909,False,True,"(4.931, 5.069]"
NZ_CP157134.1,3374,0,3.5281450782531065,False,True,"(3.414, 3.552]"
NZ_CP157149.1,111466,4,5.047142416584514,True,True,"(4.931, 5.069]"
NZ_CP157150.1,82634,0,4.917158775821697,False,True,"(4.793, 4.931]"
NZ_CP157161.1,104210,0,5.017909395896689,False,True,"(4.931, 5.069]"
NZ_CP157153.1,145368,1,5.162468815374908,True,True,"(5.069, 5.207]"
NZ_CP157154.1,68631,0,4.8365203269005494,False,True,"(4.793, 4.931]"
NZ_CP157155.1,44978,0,4.653000140110842,False,True,"(4.517, 4.655]"
NZ_CP157163.1,171887,0,5.235243031766986,False,True,"(5.207, 5.345]"
NZ_CP157164.1,74154,0,4.870134582620955,False,True,"(4.793, 4.931]"
NZ_CP157166.1,45989,0,4.662653966234103,False,True,"(4.655, 4.793]"
NZ_CP157167.1,59324,0,4.773230426229583,False,True,"(4.655, 4.793]"
NZ_CP157171.1,42921,0,4.632669831873192,False,True,"(4.517, 4.655]"
NZ_CP157089.1,1665,0,3.2214142378423385,False,True,"(3.138, 3.276]"
NZ_CP157326.2,360666,0,5.557105203287703,False,True,"(5.483, 5.621]"
NZ_CP157673.1,124906,0,5.096583300698435,False,True,"(5.069, 5.207]"
NZ_CP157674.1,4082,0,3.6108730003800518,False,True,"(3.552, 3.69]"
NZ_CP157956.1,259813,0,5.414660877633911,False,True,"(5.345, 5.483]"
NZ_CP157957.1,207238,0,5.316469392372297,False,True,"(5.207, 5.345]"
NZ_CP157959.1,145662,0,5.163346268703524,False,True,"(5.069, 5.207]"
NZ_CP158113.1,101285,0,5.005545132432468,False,True,"(4.931, 5.069]"
NZ_CP158114.1,84925,0,4.9290355555420655,False,True,"(4.793, 4.931]"
NZ_CP158115.1,64627,0,4.81041399634221,False,True,"(4.793, 4.931]"
NZ_CP158183.1,230088,0,5.3618939690828915,False,True,"(5.345, 5.483]"
NZ_CP158184.1,153142,0,5.185094314582995,False,True,"(5.069, 5.207]"
NZ_CP158185.1,128094,0,5.10752878760637,False,True,"(5.069, 5.207]"
NZ_CP158186.1,87368,0,4.941352394096728,False,True,"(4.931, 5.069]"
NZ_CP158188.1,145033,0,5.161466830423247,False,True,"(5.069, 5.207]"
NZ_CP158189.1,94734,0,4.9765058751205835,False,True,"(4.931, 5.069]"
NZ_CP158276.1,112434,0,5.050897661584833,False,True,"(4.931, 5.069]"
NZ_CP158277.1,102665,0,5.01142241148846,False,True,"(4.931, 5.069]"
NZ_CP158313.1,138334,0,5.140928934972842,False,True,"(5.069, 5.207]"
NZ_CP158312.1,113704,0,5.05577574302873,False,True,"(4.931, 5.069]"
NZ_CP158314.1,62295,0,4.79445319016556,False,True,"(4.793, 4.931]"
NZ_CP158309.1,113754,0,5.055966676954508,False,True,"(4.931, 5.069]"
NZ_CP158310.1,60461,0,4.781475325952787,False,True,"(4.655, 4.793]"
NZ_CP158352.1,159816,0,5.20362025660415,False,True,"(5.069, 5.207]"
NZ_CP158349.1,91485,3,4.9613498924133825,True,True,"(4.931, 5.069]"
NZ_CP158350.1,90516,0,4.956725353763569,False,True,"(4.931, 5.069]"
NZ_CP158354.1,130696,0,5.116262296038763,False,True,"(5.069, 5.207]"
NZ_CP158355.1,124304,3,5.094485104104049,True,True,"(5.069, 5.207]"
NZ_CP158356.1,51004,0,4.707604237074535,False,True,"(4.655, 4.793]"
NZ_CP158334.1,120763,0,5.0819338932485625,False,True,"(5.069, 5.207]"
NZ_CP158335.1,90859,3,4.9583679526318996,True,True,"(4.931, 5.069]"
NZ_CP158336.1,79938,0,4.902753278276982,False,True,"(4.793, 4.931]"
NZ_CP158337.1,48532,0,4.686028188926378,False,True,"(4.655, 4.793]"
NZ_CP158330.1,153277,0,5.185476991628807,False,True,"(5.069, 5.207]"
NZ_CP158331.1,89634,3,4.952472777647684,True,True,"(4.931, 5.069]"
NZ_CP158332.1,53292,0,4.726662019221301,False,True,"(4.655, 4.793]"
NZ_CP158339.1,120676,0,5.081620906352818,False,True,"(5.069, 5.207]"
NZ_CP158340.1,96677,0,4.985323165280705,False,True,"(4.931, 5.069]"
NZ_CP158341.1,90859,3,4.9583679526318996,True,True,"(4.931, 5.069]"
NZ_CP158342.1,74031,0,4.869413615808633,False,True,"(4.793, 4.931]"
NZ_CP158343.1,48532,0,4.686028188926378,False,True,"(4.655, 4.793]"
NZ_CP158345.1,151761,0,5.18116017959022,False,True,"(5.069, 5.207]"
NZ_CP158346.1,89633,3,4.952467932422607,True,True,"(4.931, 5.069]"
NZ_CP158347.1,71142,0,4.852126070250303,False,True,"(4.793, 4.931]"
NZ_CP158318.1,89634,3,4.952472777647684,True,True,"(4.931, 5.069]"
NZ_CP158319.1,120763,0,5.0819338932485625,False,True,"(5.069, 5.207]"
NZ_CP158320.1,93452,0,4.9705886003073525,False,True,"(4.931, 5.069]"
NZ_CP158321.1,53292,0,4.726662019221301,False,True,"(4.655, 4.793]"
NZ_CP158322.1,48532,0,4.686028188926378,False,True,"(4.655, 4.793]"
NZ_CP158324.1,120754,0,5.081901525751957,False,True,"(5.069, 5.207]"
NZ_CP158325.1,89634,3,4.952472777647684,True,True,"(4.931, 5.069]"
NZ_CP158326.1,93452,0,4.9705886003073525,False,True,"(4.931, 5.069]"
NZ_CP158327.1,53292,0,4.726662019221301,False,True,"(4.655, 4.793]"
NZ_CP158328.1,48532,0,4.686028188926378,False,True,"(4.655, 4.793]"
NZ_CP158448.1,97848,0,4.990551953163763,False,True,"(4.931, 5.069]"
NZ_CP158449.1,66560,0,4.823213313282667,False,True,"(4.793, 4.931]"
NZ_CP158506.1,136595,0,5.135434802477637,False,True,"(5.069, 5.207]"
NZ_CP158504.1,201698,0,5.304701591850494,False,True,"(5.207, 5.345]"
NZ_CP158505.1,150569,0,5.177735566056072,False,True,"(5.069, 5.207]"
NZ_CP180608.1,138120,0,5.140256569677416,False,True,"(5.069, 5.207]"
NZ_CP180605.1,136837,0,5.13620354419084,False,True,"(5.069, 5.207]"
NZ_CP180606.1,29386,0,4.468140474260639,False,True,"(4.379, 4.517]"
NZ_CP180610.1,131358,0,5.118456527446071,False,True,"(5.069, 5.207]"
NZ_CP180598.1,110454,0,5.0431814481067025,False,True,"(4.931, 5.069]"
NZ_CP180599.1,72274,0,4.858982091384046,False,True,"(4.793, 4.931]"
NZ_CP180603.1,64401,0,4.80889261101059,False,True,"(4.793, 4.931]"
NZ_CP180602.1,87534,0,4.942176774671483,False,True,"(4.931, 5.069]"
NZ_CP180601.1,95218,0,4.978719055125408,False,True,"(4.931, 5.069]"
NZ_CP159119.1,140985,0,5.149172908657049,False,True,"(5.069, 5.207]"
NZ_CP159120.1,93890,5,4.972619339059624,True,True,"(4.931, 5.069]"
NZ_CP159135.1,94511,0,4.975482358364101,False,True,"(4.931, 5.069]"
NZ_CP159136.1,224986,0,5.352155494502856,False,True,"(5.345, 5.483]"
NZ_CP159140.1,42020,0,4.623456048069934,False,True,"(4.517, 4.655]"
NZ_CP159142.1,12296,0,4.0897638544916886,False,True,"(3.966, 4.103]"
NZ_CP159148.1,142904,0,5.1550443852193455,False,True,"(5.069, 5.207]"
NZ_CP159149.1,13294,0,4.123655674438122,False,True,"(4.103, 4.241]"
NZ_CP159150.1,149748,0,5.175361030762423,False,True,"(5.069, 5.207]"
NZ_CP159151.1,143633,3,5.15725423148988,True,True,"(5.069, 5.207]"
NZ_CP159167.1,13930,0,4.143951116423963,False,True,"(4.103, 4.241]"
NZ_CP159168.1,120448,0,5.080799593075125,False,True,"(5.069, 5.207]"
NZ_CP159169.1,34902,0,4.542850314182012,False,True,"(4.517, 4.655]"
NZ_CP151933.1,26044,0,4.4157076866748595,False,True,"(4.379, 4.517]"
NZ_CP151935.1,17372,0,4.239849820690192,False,True,"(4.103, 4.241]"
NZ_CP156663.1,145190,0,5.161936705245781,False,True,"(5.069, 5.207]"
NZ_CP156665.1,8945,0,3.951580344903392,False,True,"(3.828, 3.966]"
NZ_CP156666.1,9345,0,3.970579305714851,False,True,"(3.966, 4.103]"
NZ_CP156664.1,96210,0,4.983220214648103,False,True,"(4.931, 5.069]"
NZ_CP156815.1,126076,0,5.100632421548677,False,True,"(5.069, 5.207]"
NZ_CP156818.1,41455,0,4.617576919481,False,True,"(4.517, 4.655]"
NZ_CP156819.1,4461,0,3.6494322232416168,False,True,"(3.552, 3.69]"
NZ_CP156817.1,91466,0,4.96125968689184,False,True,"(4.931, 5.069]"
NZ_CP156816.1,104161,0,5.017705140697976,False,True,"(4.931, 5.069]"
NZ_CP156814.1,252734,0,5.402663670962705,False,True,"(5.345, 5.483]"
NZ_CP156707.1,144862,0,5.160954476881319,False,True,"(5.069, 5.207]"
NZ_CP156712.1,1549,0,3.190051417759206,False,True,"(3.138, 3.276]"
NZ_CP156710.1,4677,0,3.669967369908504,False,True,"(3.552, 3.69]"
NZ_CP156711.1,4593,0,3.6620964454179235,False,True,"(3.552, 3.69]"
NZ_CP156709.1,8910,0,3.949877704036875,False,True,"(3.828, 3.966]"
NZ_CP156708.1,96209,0,4.983215700598223,False,True,"(4.931, 5.069]"
NZ_CP159541.1,86434,0,4.936684611782099,False,True,"(4.931, 5.069]"
NZ_CP159638.1,498,0,2.6972293427597176,False,False,
NZ_CP159640.1,90206,0,4.9552354253493585,False,True,"(4.931, 5.069]"
NZ_CP159642.1,57455,0,4.759327828984635,False,True,"(4.655, 4.793]"
NZ_CP159643.1,12216,0,4.086929024048365,False,True,"(3.966, 4.103]"
NZ_CP159645.1,57455,0,4.759327828984635,False,True,"(4.655, 4.793]"
NZ_CP159653.1,11713,0,4.068668143285899,False,True,"(3.966, 4.103]"
NZ_CP159654.1,48962,0,4.689859149562821,False,True,"(4.655, 4.793]"
NZ_CP159687.1,94505,0,4.975454786445402,False,True,"(4.931, 5.069]"
NZ_CP159688.1,104729,0,5.020066956712918,False,True,"(4.931, 5.069]"
NZ_CP159690.1,4312,0,3.634678752178682,False,True,"(3.552, 3.69]"
NZ_CP159691.1,3847,0,3.5851221863068155,False,True,"(3.552, 3.69]"
NZ_CP159692.1,94526,0,4.975551280503599,False,True,"(4.931, 5.069]"
NZ_CP159699.1,94524,0,4.9755420915169415,False,True,"(4.931, 5.069]"
NZ_CP159695.1,155962,0,5.193018795786239,False,True,"(5.069, 5.207]"
NZ_CP159696.1,48678,0,4.687332726361497,False,True,"(4.655, 4.793]"
NZ_CP159697.1,7277,0,3.8619523749214517,False,True,"(3.828, 3.966]"
NZ_CP159701.1,81393,0,4.910587056091953,False,True,"(4.793, 4.931]"
NZ_CP159702.1,41069,0,4.613514128230588,False,True,"(4.517, 4.655]"
NZ_CP159703.1,6647,0,3.822625678774141,False,True,"(3.69, 3.828]"
NZ_CP159725.1,41449,0,4.617514057209073,False,True,"(4.517, 4.655]"
NZ_CP159727.1,41449,0,4.617514057209073,False,True,"(4.517, 4.655]"
NZ_CP159748.1,504,0,2.7024305364455254,False,False,
NZ_CP159747.1,16430,0,4.215637563435061,False,True,"(4.103, 4.241]"
NZ_CP159749.1,139151,0,5.143486331711538,False,True,"(5.069, 5.207]"
NZ_CP159751.1,3691,0,3.5671440451956573,False,True,"(3.552, 3.69]"
NZ_CP159753.1,3682,0,3.5660837841679958,False,True,"(3.552, 3.69]"
NZ_CP159752.1,3096,0,3.490800952010855,False,True,"(3.414, 3.552]"
NZ_CP159754.1,72350,0,4.859438535455056,False,True,"(4.793, 4.931]"
NZ_CP159755.1,5731,0,3.7582304084577496,False,True,"(3.69, 3.828]"
NZ_CP159876.1,88842,0,4.948618326769581,False,True,"(4.931, 5.069]"
NZ_CP159878.1,6673,0,3.8243211248507714,False,True,"(3.69, 3.828]"
NZ_CP159915.1,109106,0,5.0378486341377595,False,True,"(4.931, 5.069]"
NZ_CP159913.1,72582,0,4.860828931031756,False,True,"(4.793, 4.931]"
NZ_CP159916.1,29809,0,4.474347407036776,False,True,"(4.379, 4.517]"
NZ_CP159914.1,36805,0,4.565906822067658,False,True,"(4.517, 4.655]"
NZ_CP160026.1,84521,0,4.9269646267133655,False,True,"(4.793, 4.931]"
NZ_CP160027.1,58732,0,4.768874790118875,False,True,"(4.655, 4.793]"
NZ_CP160028.1,56994,0,4.755829138057638,False,True,"(4.655, 4.793]"
NZ_CP138218.1,112668,0,5.051800585107248,False,True,"(4.931, 5.069]"
NZ_CP138233.1,135594,0,5.132240472535891,False,True,"(5.069, 5.207]"
NZ_CP138234.1,4088,0,3.611510887126656,False,True,"(3.552, 3.69]"
NZ_CP160469.1,125967,0,5.100256786427062,False,True,"(5.069, 5.207]"
NZ_CP160470.1,3316,0,3.520614521878236,False,True,"(3.414, 3.552]"
NZ_CP144892.1,65406,0,4.815617590027144,False,True,"(4.793, 4.931]"
NZ_CP144887.1,64722,0,4.81105192911632,False,True,"(4.793, 4.931]"
NZ_CP144886.1,76697,0,4.8847783768704085,False,True,"(4.793, 4.931]"
NZ_CP144888.1,34231,0,4.534419586492193,False,True,"(4.517, 4.655]"
NZ_CP144889.1,6673,0,3.8243211248507714,False,True,"(3.69, 3.828]"
NZ_CP144890.1,4081,0,3.610766594773271,False,True,"(3.552, 3.69]"
NZ_CP157263.1,8273,0,3.917663024327375,False,True,"(3.828, 3.966]"
NZ_CP157264.1,3173,0,3.501470072100412,False,True,"(3.414, 3.552]"
NZ_CP160644.1,137057,0,5.13690122144238,False,True,"(5.069, 5.207]"
NZ_CP161339.1,77745,0,4.890672467895213,False,True,"(4.793, 4.931]"
NZ_CP161810.1,110225,0,5.04228010749836,False,True,"(4.931, 5.069]"
NZ_CP161811.1,100510,0,5.002209272988015,False,True,"(4.931, 5.069]"
NZ_CP161804.1,23902,0,4.378434242062079,False,True,"(4.241, 4.379]"
NZ_CP162304.1,172139,0,5.235879275707931,False,True,"(5.207, 5.345]"
NZ_CP162305.1,101486,0,5.006406135430473,False,True,"(4.931, 5.069]"
NZ_CP162306.1,92550,0,4.966376423088923,False,True,"(4.931, 5.069]"
NZ_CP162307.1,7136,0,3.8534548413680665,False,True,"(3.828, 3.966]"
NZ_CP162308.1,3376,0,3.5284024379536176,False,True,"(3.414, 3.552]"
NZ_CP162309.1,1549,0,3.190051417759206,False,True,"(3.138, 3.276]"
NZ_CP162407.1,93230,4,4.969555684220843,True,True,"(4.931, 5.069]"
NZ_CP162408.1,48552,0,4.686207124482411,False,True,"(4.655, 4.793]"
NZ_CP162409.1,128762,0,5.10978771375929,False,True,"(5.069, 5.207]"
NZ_CP146891.1,156101,0,5.1934056852090595,False,True,"(5.069, 5.207]"
NZ_CP146892.1,36674,0,4.564358280650212,False,True,"(4.517, 4.655]"
NZ_CP146894.1,156101,0,5.1934056852090595,False,True,"(5.069, 5.207]"
NZ_CP162604.1,128763,0,5.109791086592854,False,True,"(5.069, 5.207]"
NZ_CP162605.1,48552,0,4.686207124482411,False,True,"(4.655, 4.793]"
NZ_CP162988.1,170915,0,5.232780179346588,False,True,"(5.207, 5.345]"
NZ_CP162989.1,103541,0,5.015112355086485,False,True,"(4.931, 5.069]"
NZ_CP162990.1,45404,0,4.657094115002576,False,True,"(4.655, 4.793]"
NZ_CP162991.1,6647,0,3.822625678774141,False,True,"(3.69, 3.828]"
NZ_CP163030.1,111963,4,5.0490745266822135,True,True,"(4.931, 5.069]"
NZ_CP163031.1,95914,0,4.981882003197621,False,True,"(4.931, 5.069]"
NZ_CP163032.1,4626,0,3.6652056284346006,False,True,"(3.552, 3.69]"
NZ_CP163043.1,112826,0,5.0524091914503915,False,True,"(4.931, 5.069]"
NZ_CP163044.1,94524,3,4.9755420915169415,True,True,"(4.931, 5.069]"
NZ_CP163045.1,46161,0,4.664275208505078,False,True,"(4.655, 4.793]"
NZ_CP163046.1,4018,0,3.6040099324122306,False,True,"(3.552, 3.69]"
NZ_CP163047.1,3373,0,3.5280163411892014,False,True,"(3.414, 3.552]"
NZ_CP163048.1,2096,0,3.321391278311689,False,True,"(3.276, 3.414]"
NZ_CP163049.1,1551,0,3.190611797813605,False,True,"(3.138, 3.276]"
NZ_CP163068.1,105429,0,5.02296008722992,False,True,"(4.931, 5.069]"
NZ_CP163069.1,46161,0,4.664275208505078,False,True,"(4.655, 4.793]"
NZ_CP163070.1,46080,0,4.663512470415156,False,True,"(4.655, 4.793]"
NZ_CP163071.1,33310,0,4.522574632691176,False,True,"(4.517, 4.655]"
NZ_CP163072.1,5166,0,3.7131544018372984,False,True,"(3.69, 3.828]"
NZ_CP163073.1,4073,0,3.609914410085998,False,True,"(3.552, 3.69]"
NZ_CP163074.1,2255,0,3.3531465462139796,False,True,"(3.276, 3.414]"
NZ_CP163075.1,2077,0,3.317436496535099,False,True,"(3.276, 3.414]"
NZ_CP163116.1,97322,3,4.988211025248905,True,True,"(4.931, 5.069]"
NZ_CP163117.1,46161,0,4.664275208505078,False,True,"(4.655, 4.793]"
NZ_CP163123.1,137609,0,5.138646838859639,False,True,"(5.069, 5.207]"
NZ_CP163124.1,98079,0,4.9915760291900835,False,True,"(4.931, 5.069]"
NZ_CP163125.1,41190,0,4.614791791956417,False,True,"(4.517, 4.655]"
NZ_CP163126.1,7395,0,3.868938178332911,False,True,"(3.828, 3.966]"
NZ_CP163133.1,156652,0,5.1949359439570735,False,True,"(5.069, 5.207]"
NZ_CP163134.1,91115,0,4.959589879508391,False,True,"(4.931, 5.069]"
NZ_CP163135.1,85718,0,4.933072029389193,False,True,"(4.931, 5.069]"
NZ_CP163136.1,30053,0,4.477887831360864,False,True,"(4.379, 4.517]"
NZ_CP146020.1,207488,0,5.316992984496383,False,True,"(5.207, 5.345]"
NZ_CP146021.1,115297,0,5.061818007204535,False,True,"(4.931, 5.069]"
NZ_CP158675.1,266602,0,5.42586340308874,False,True,"(5.345, 5.483]"
NZ_CP158676.1,94064,0,4.973423442845006,False,True,"(4.931, 5.069]"
NZ_CP160109.1,201054,0,5.303312717879849,False,True,"(5.207, 5.345]"
NZ_CP160110.1,100533,0,5.002308642507246,False,True,"(4.931, 5.069]"
NZ_CP160111.1,1552,0,3.1908917169221698,False,True,"(3.138, 3.276]"
NZ_CP160105.1,200992,0,5.303178771723979,False,True,"(5.207, 5.345]"
NZ_CP160106.1,6668,0,3.8239955911559678,False,True,"(3.69, 3.828]"
NZ_CP160107.1,1552,0,3.1908917169221698,False,True,"(3.138, 3.276]"
NZ_CP160113.1,201035,0,5.303271674254372,False,True,"(5.207, 5.345]"
NZ_CP160114.1,6668,0,3.8239955911559678,False,True,"(3.69, 3.828]"
NZ_CP160115.1,1552,0,3.1908917169221698,False,True,"(3.138, 3.276]"
NZ_CP160117.1,193604,0,5.2869143259061655,False,True,"(5.207, 5.345]"
NZ_CP160118.1,6655,0,3.823148059810694,False,True,"(3.69, 3.828]"
NZ_CP160119.1,2676,0,3.4274861090957853,False,True,"(3.414, 3.552]"
NZ_CP160120.1,2312,0,3.3639878297484915,False,True,"(3.276, 3.414]"
NZ_CP160122.1,193604,0,5.2869143259061655,False,True,"(5.207, 5.345]"
NZ_CP160123.1,6655,0,3.823148059810694,False,True,"(3.69, 3.828]"
NZ_CP160124.1,2677,0,3.4276483711869328,False,True,"(3.414, 3.552]"
NZ_CP160126.1,193604,0,5.2869143259061655,False,True,"(5.207, 5.345]"
NZ_CP160127.1,6655,0,3.823148059810694,False,True,"(3.69, 3.828]"
NZ_CP160128.1,2676,0,3.4274861090957853,False,True,"(3.414, 3.552]"
NZ_CP160129.1,2312,0,3.3639878297484915,False,True,"(3.276, 3.414]"
NZ_CP163517.1,100493,0,5.0021358113361,False,True,"(4.931, 5.069]"
NZ_CP165738.1,147593,0,5.169065760376834,False,True,"(5.069, 5.207]"
NZ_CP165739.1,94194,4,4.974023239842971,True,True,"(4.931, 5.069]"
NZ_CP165740.1,46703,0,4.669344778673157,False,True,"(4.655, 4.793]"
NZ_CP165741.1,1459,0,3.1640552918934515,False,True,"(3.138, 3.276]"
NZ_CP166187.1,52505,0,4.720200662815722,False,True,"(4.655, 4.793]"
NZ_CP166188.1,1207,0,3.081707270097349,False,True,"(2.999, 3.138]"
NZ_CP166189.1,169223,0,5.228459389992835,False,True,"(5.207, 5.345]"
NZ_CP166190.1,3202,0,3.505421327583281,False,True,"(3.414, 3.552]"
NZ_CP166191.1,10438,0,4.018617292519441,False,True,"(3.966, 4.103]"
NZ_CP166192.1,2869,0,3.4577305482459986,False,True,"(3.414, 3.552]"
NZ_CP166193.1,12400,0,4.093421685162235,False,True,"(3.966, 4.103]"
NZ_CP158027.1,182828,0,5.262042708434348,False,True,"(5.207, 5.345]"
NZ_CP158028.1,35593,0,4.551364594593804,False,True,"(4.517, 4.655]"
NZ_CP158029.1,7419,0,3.8703453710809597,False,True,"(3.828, 3.966]"
NZ_CP158141.1,148663,0,5.172202892561506,False,True,"(5.069, 5.207]"
NZ_CP158142.1,88248,0,4.945704871580468,False,True,"(4.931, 5.069]"
NZ_CP158144.1,135559,0,5.132128356446811,False,True,"(5.069, 5.207]"
NZ_CP158145.1,48395,1,4.684800494194411,True,True,"(4.655, 4.793]"
NZ_CP158146.1,32596,0,4.513164309131998,False,True,"(4.379, 4.517]"
